gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
jgi|Aurli1|10097|gm1.10097_g	76.27576	2.170343	0.74183917	0.0002007414	0.003821561
jgi|Aurli1|101003|estExt_Genewise1Plus.C_1_t30309	533.3474	0.04986034	0.08661178	0.3847294	0.7037391
jgi|Aurli1|101067|estExt_Genewise1Plus.C_1_t30403	436.1844	-0.01319646	0.09765728	0.8042249	0.9410527
jgi|Aurli1|101078|estExt_Genewise1Plus.C_1_t30420	44.64501	0.4740073	0.65699743	0.01516741	0.09439058
jgi|Aurli1|101160|estExt_Genewise1Plus.C_1_t40046	343.4467	-0.03757613	0.10594034	0.4513114	0.7532862
jgi|Aurli1|101201|estExt_Genewise1Plus.C_1_t40087	96.76857	0.2555536	0.41412029	0.02318259	0.1275333
jgi|Aurli1|10123|gm1.10123_g	75.54741	0.2002557	0.48077803	0.07796378	0.2890507
jgi|Aurli1|10125|gm1.10125_g	797.1763	0.03703089	0.10528956	0.4602455	0.7599504
jgi|Aurli1|10132|gm1.10132_g	113.7738	-0.00773864	0.1095125	0.864733	0.9654345
jgi|Aurli1|10133|gm1.10133_g	29.91073	0.1667185	0.47659132	0.1276406	0.3917445
jgi|Aurli1|10138|gm1.10138_g	420.5174	-0.03564834	0.12176772	0.4208774	0.7298182
jgi|Aurli1|10139|gm1.10139_g	1.212851	0.7240975	1.36409377	0.05111716	0.2203685
jgi|Aurli1|10140|gm1.10140_g	67.63111	0.04449451	0.15831786	0.3210126	0.6507131
jgi|Aurli1|101425|estExt_Genewise1Plus.C_1_t40372	440.2958	-0.01307811	0.10158968	0.7971604	0.9382451
jgi|Aurli1|10143|gm1.10143_g	4.975496	0.08726463	0.33738517	0.2552775	0.5778031
jgi|Aurli1|10147|gm1.10147_g	61.06747	0.8523486	1.06360425	0.01455844	0.0917559
jgi|Aurli1|101509|estExt_Genewise1Plus.C_2_t10053	667.0993	0.008800692	0.15768167	0.8322317	0.953702
jgi|Aurli1|10161|gm1.10161_g	8.121614	1.142476	1.45230615	0.01717882	0.1026852
jgi|Aurli1|101622|estExt_Genewise1Plus.C_2_t10189	214.6176	0.02509281	0.10937908	0.5922167	0.8402488
jgi|Aurli1|101653|estExt_Genewise1Plus.C_2_t10243	11722.15	-0.0935884	0.3583712	0.2503946	0.5718128
jgi|Aurli1|10166|gm1.10166_g	177.0623	0.04345467	0.09067328	0.442077	0.7464259
jgi|Aurli1|10173|gm1.10173_g	155.7501	4.554038	1.19159622	1.586105e-05	0.0005870285
jgi|Aurli1|101747|estExt_Genewise1Plus.C_2_t10359	843.6605	-0.01474858	0.11235706	0.738948	0.9120136
jgi|Aurli1|101750|estExt_Genewise1Plus.C_2_t10362	753.2235	0.01484772	0.08822209	0.7939055	0.9373154
jgi|Aurli1|10179|gm1.10179_g	1685.814	-0.003661803	0.10377253	0.9407148	0.987203
jgi|Aurli1|101851|estExt_Genewise1Plus.C_2_t10495	70.1748	0.05511264	0.17089982	0.2458738	0.5670776
jgi|Aurli1|101858|estExt_Genewise1Plus.C_2_t20003	466.539	-0.04110164	0.11409899	0.383397	0.7029512
jgi|Aurli1|101936|estExt_Genewise1Plus.C_2_t20088	1187.342	0.06636183	0.11645825	0.1923674	0.4945372
jgi|Aurli1|10200|gm1.10200_g	9.075468	0.8400768	1.03963364	0.01402943	0.08968319
jgi|Aurli1|102011|estExt_Genewise1Plus.C_2_t20186	195.6246	-0.0274473	0.10362979	0.5850499	0.8361883
jgi|Aurli1|102023|estExt_Genewise1Plus.C_2_t20202	667.7552	0.1865435	0.56319315	0.1536592	0.4356166
jgi|Aurli1|10207|gm1.10207_g	186.5509	-0.0466658	0.14890207	0.2986846	0.6273181
jgi|Aurli1|102094|estExt_Genewise1Plus.C_2_t20300	508.6121	0.06825423	0.12973841	0.1709329	0.463849
jgi|Aurli1|10212|gm1.10212_g	620.6769	-0.03833973	0.12172582	0.3922092	0.7087197
jgi|Aurli1|10213|gm1.10213_g	7.229067	0.1840893	0.52437216	0.1288231	0.3936629
jgi|Aurli1|10214|gm1.10214_g	670.7702	-0.03143158	0.11467906	0.4887662	0.7798755
jgi|Aurli1|102159|estExt_Genewise1Plus.C_2_t20392	48.40673	0.04018501	0.13396113	0.3590064	0.6816195
jgi|Aurli1|10226|gm1.10226_g	1.599951	0.341982	0.93638304	0.1371149	0.408534
jgi|Aurli1|102291|estExt_Genewise1Plus.C_2_t30046	152.501	0.3114457	0.44170634	0.01462022	0.092067
jgi|Aurli1|10231|gm1.10231_g	1.164112	0.3678762	1.22089018	0.1914779	0.4936748
jgi|Aurli1|10233|gm1.10233_g	2600.018	-0.003507565	0.12453017	0.9293059	0.983417
jgi|Aurli1|10234|gm1.10234_g	124.5873	0.05858308	0.14319277	0.2159692	0.5280835
jgi|Aurli1|102414|estExt_Genewise1Plus.C_3_t10085	86.06547	0.09655375	0.18642303	0.08793747	0.3116523
jgi|Aurli1|102422|estExt_Genewise1Plus.C_3_t10093	1346.719	0.00687201	0.1123858	0.8750471	0.9677434
jgi|Aurli1|102428|estExt_Genewise1Plus.C_3_t10104	830.3295	0.01066889	0.16522025	0.8032964	0.9407633
jgi|Aurli1|10246|gm1.10246_g	594.7717	-0.06047417	0.11956986	0.2207698	0.535129
jgi|Aurli1|10248|gm1.10248_g	3.312232	1.694084	1.65016585	0.008112441	0.06066944
jgi|Aurli1|10250|gm1.10250_g	353.7564	-0.08126395	0.10715344	0.1366817	0.407599
jgi|Aurli1|10251|gm1.10251_g	14.00764	2.782574	1.92154043	0.002630318	0.02642793
jgi|Aurli1|10253|gm1.10253_g	347.9187	-0.08567328	0.13671616	0.1058212	0.3502964
jgi|Aurli1|102543|estExt_Genewise1Plus.C_3_t10262	1368.584	0.009250376	0.11014843	0.8375016	0.9557636
jgi|Aurli1|102562|estExt_Genewise1Plus.C_3_t10292	746.1011	0.01639915	0.11009544	0.7192456	0.9023506
jgi|Aurli1|1026|gm1.1026_g	92.78665	0.162484	0.20936355	0.02140584	0.1202912
jgi|Aurli1|10260|gm1.10260_g	43.9479	0.03309179	0.17217872	0.4577769	0.7586403
jgi|Aurli1|102623|estExt_Genewise1Plus.C_3_t10370	216.1311	0.01916098	0.12778818	0.6365187	0.8632268
jgi|Aurli1|10263|gm1.10263_g	306.6912	-0.03862005	0.10749135	0.4332594	0.7395354
jgi|Aurli1|10264|gm1.10264_g	941.0687	-0.00551465	0.1147064	0.8967062	0.9737497
jgi|Aurli1|10268|gm1.10268_g	18.17934	2.852722	1.65557278	0.001618828	0.01850981
jgi|Aurli1|102684|estExt_Genewise1Plus.C_3_t10448	658.2433	0.003776745	0.12091831	0.9252377	0.9822105
jgi|Aurli1|1027|gm1.1027_g	242.1313	-0.1108931	0.10925781	0.05504372	0.2315083
jgi|Aurli1|102706|estExt_Genewise1Plus.C_3_t10494	576.9384	-0.1010707	0.08824957	0.08272228	0.2996511
jgi|Aurli1|10274|gm1.10274_g	15.19787	2.436524	1.35899985	0.001514788	0.01766062
jgi|Aurli1|102757|estExt_Genewise1Plus.C_3_t20053	177.3834	0.0321476	0.1029367	0.5282026	0.8042345
jgi|Aurli1|102789|estExt_Genewise1Plus.C_3_t20098	2283.159	0.01776	0.1117175	0.6922419	0.8896739
jgi|Aurli1|1028|gm1.1028_g	11.51292	0.06414692	0.17206741	0.192954	0.4955334
jgi|Aurli1|10281|gm1.10281_g	173.8983	3.120424	1.23190522	0.0003996885	0.006366681
jgi|Aurli1|102838|estExt_Genewise1Plus.C_3_t20165	233.7473	0.07663976	0.10744582	0.1557731	0.4382806
jgi|Aurli1|10284|gm1.10284_g	817.1198	-0.2125968	0.28750429	0.01548748	0.09585951
jgi|Aurli1|102864|estExt_Genewise1Plus.C_3_t20204	145.0933	-0.03603417	0.1143531	0.4358833	0.7411799
jgi|Aurli1|102883|estExt_Genewise1Plus.C_3_t20226	2737.902	0.04698784	0.13577805	0.2976308	0.6259026
jgi|Aurli1|10289|gm1.10289_g	361.1315	0.1555108	0.2354613	0.03023324	0.1540223
jgi|Aurli1|102895|estExt_Genewise1Plus.C_3_t20259	85.66923	0.01902644	0.15226172	0.643775	0.8665021
jgi|Aurli1|10290|gm1.10290_g	26.5527	0.00818652	0.1150605	0.847103	0.9598536
jgi|Aurli1|102913|estExt_Genewise1Plus.C_3_t20277	1372.848	-0.08488183	0.1715333	0.1121557	0.3632384
jgi|Aurli1|10294|gm1.10294_g	304.1405	-0.01923913	0.1941001	0.691108	0.8886788
jgi|Aurli1|102949|estExt_Genewise1Plus.C_3_t20337	201.463	-0.06664423	0.11365438	0.1950393	0.4979227
jgi|Aurli1|103007|estExt_Genewise1Plus.C_4_t10065	1597.412	-0.02739318	0.11248005	0.5485191	0.8162577
jgi|Aurli1|10303|gm1.10303_g	38.19457	3.04764	0.89286545	7.867997e-05	0.001881974
jgi|Aurli1|103031|estExt_Genewise1Plus.C_4_t10095	85.25789	-0.003048676	0.10699848	0.9482533	0.9891772
jgi|Aurli1|103046|estExt_Genewise1Plus.C_4_t10111	5091.628	-0.06745051	0.11416177	0.1900107	0.4914299
jgi|Aurli1|10307|gm1.10307_g	116.9566	-0.0482912	0.10521211	0.3466235	0.6721269
jgi|Aurli1|10308|gm1.10308_g	190.4195	0.00780581	0.09840407	0.8823659	0.9694382
jgi|Aurli1|10309|gm1.10309_g	14.93904	4.324559	1.41239386	0.0001053224	0.002331241
jgi|Aurli1|10310|gm1.10310_g	24.69931	0.04135985	0.15914673	0.3510803	0.6748182
jgi|Aurli1|103193|estExt_Genewise1Plus.C_4_t10348	34.49143	0.003110741	0.14758241	0.9380527	0.9866185
jgi|Aurli1|103220|estExt_Genewise1Plus.C_4_t10386	230.1926	0.01305459	0.13470817	0.7411818	0.9133892
jgi|Aurli1|10323|gm1.10323_g	69.96374	3.398979	1.24400319	0.0002685873	0.004713787
jgi|Aurli1|10324|gm1.10324_g	18.17055	3.624398	0.92180097	1.811018e-05	0.0006440623
jgi|Aurli1|10332|gm1.10332_g	65.2682	0.08875302	0.30526305	0.2038105	0.5109907
jgi|Aurli1|103353|estExt_Genewise1Plus.C_4_t20057	100.1487	0.09749909	0.26313161	0.1279141	0.3921781
jgi|Aurli1|103368|estExt_Genewise1Plus.C_4_t20081	66.09385	0.001082311	0.10463016	0.9822395	0.9970985
jgi|Aurli1|103378|estExt_Genewise1Plus.C_4_t20096	128.4286	-0.1157248	0.22175379	0.0660974	0.2613932
jgi|Aurli1|103380|estExt_Genewise1Plus.C_4_t20098	52.05591	0.1902094	0.3975521	0.05233017	0.2235829
jgi|Aurli1|10342|gm1.10342_g	1569.843	-0.002147495	0.16695302	0.9603534	0.991705
jgi|Aurli1|10343|gm1.10343_g	67.8987	0.02908213	0.20023806	0.5547231	0.8195401
jgi|Aurli1|10345|gm1.10345_g	260.008	-0.002001911	0.12630895	0.9593462	0.9914359
jgi|Aurli1|103455|estExt_Genewise1Plus.C_4_t20209	371.7427	-0.09689978	0.20099255	0.09271985	0.3223243
jgi|Aurli1|10346|gm1.10346_g	23.0028	0.07241541	0.33477341	0.3492369	0.6736068
jgi|Aurli1|103547|estExt_Genewise1Plus.C_5_t10062	218.0321	-0.06793554	0.18938589	0.1844917	0.4833943
jgi|Aurli1|103583|estExt_Genewise1Plus.C_5_t10103	1166.697	-0.03103475	0.10015707	0.5536406	0.8191071
jgi|Aurli1|10361|gm1.10361_g	92.35452	4.834526	1.11843903	2.359358e-06	0.0001295277
jgi|Aurli1|103626|estExt_Genewise1Plus.C_5_t10153	14.2831	-0.001421723	0.13200438	0.9708806	0.9950197
jgi|Aurli1|10364|gm1.10364_g	3187.018	-0.152665	0.15345455	0.01805012	0.1063079
jgi|Aurli1|10365|gm1.10365_g	80.12822	-0.03596261	0.11178097	0.4456184	0.7486713
jgi|Aurli1|103650|estExt_Genewise1Plus.C_5_t10187	31.21179	0.05342163	0.24232805	0.3486786	0.673598
jgi|Aurli1|1037|gm1.1037_g	1129.636	-0.04021639	0.1359091	0.3576863	0.6804114
jgi|Aurli1|10371|gm1.10371_g	0.7913091	0.07676494	0.47462459	0.5164473	0.7975098
jgi|Aurli1|10377|gm1.10377_g	256.5429	-0.09010367	0.17738005	0.09998809	0.3378305
jgi|Aurli1|10378|gm1.10378_g	311.3811	-0.1010239	0.10488246	0.07654199	0.285819
jgi|Aurli1|10382|gm1.10382_g	119.7966	-0.00248882	0.11456524	0.9532485	0.9906821
jgi|Aurli1|10385|gm1.10385_g	425.7778	0.0212347	0.12571368	0.6053581	0.8475634
jgi|Aurli1|10386|gm1.10386_g	1.018367	0.3582141	0.9242697	0.1168006	0.3713696
jgi|Aurli1|10387|gm1.10387_g	51.41567	8.523168	2.16539049	1.517555e-07	1.443952e-05
jgi|Aurli1|10391|gm1.10391_g	101.7781	-0.03431252	0.11719948	0.4467754	0.7496851
jgi|Aurli1|10398|gm1.10398_g	336.6082	-0.03389228	0.11707119	0.4519906	0.7535717
jgi|Aurli1|103990|estExt_Genewise1Plus.C_5_t20151	108.8141	2.018455	0.94428215	0.000775504	0.01046236
jgi|Aurli1|103997|estExt_Genewise1Plus.C_5_t20158	4619.12	0.07715171	0.10108368	0.1632554	0.4512597
jgi|Aurli1|104016|estExt_Genewise1Plus.C_5_t20224	3426.953	0.04588786	0.15151365	0.3058339	0.6354935
jgi|Aurli1|10402|gm1.10402_g	1350.838	0.0969597	0.22635613	0.1049867	0.3484674
jgi|Aurli1|10404|gm1.10404_g	489.0942	0.03230209	0.11662028	0.4721055	0.7671168
jgi|Aurli1|10405|gm1.10405_g	173.7487	0.02104345	0.10808267	0.6555428	0.8732034
jgi|Aurli1|10406|gm1.10406_g	2142.628	0.004942825	0.14238982	0.9003925	0.9755624
jgi|Aurli1|104123|estExt_Genewise1Plus.C_6_t10039	98.06837	0.02827846	0.14189889	0.4955549	0.7838716
jgi|Aurli1|104130|estExt_Genewise1Plus.C_6_t10049	539.5393	0.121488	0.23133779	0.06132262	0.248166
jgi|Aurli1|104178|estExt_Genewise1Plus.C_6_t10112	484.4322	-0.005531853	0.10342415	0.9110197	0.9786615
jgi|Aurli1|10418|gm1.10418_g	27.03448	1.783997	0.85844158	0.0008026238	0.01074771
jgi|Aurli1|10419|gm1.10419_g	484.1123	-0.02157986	0.10915344	0.6434055	0.8661835
jgi|Aurli1|104211|estExt_Genewise1Plus.C_6_t10165	292.4052	-0.02158255	0.10842726	0.6462509	0.8676411
jgi|Aurli1|10423|gm1.10423_g	107.0703	0.086471	0.38999187	0.3401954	0.6667237
jgi|Aurli1|10424|gm1.10424_g	10.27037	0.1264043	0.41819184	0.182776	0.4816006
jgi|Aurli1|10430|gm1.10430_g	4.224899	0.2643214	0.80003758	0.1715852	0.4646975
jgi|Aurli1|10437|gm1.10437_g	27.69272	3.295832	1.94640608	0.00146269	0.01725672
jgi|Aurli1|10444|gm1.10444_g	107.2784	-0.059082	0.14902939	0.2129952	0.5239208
jgi|Aurli1|104459|estExt_Genewise1Plus.C_6_t10490	34.64874	0.2605235	0.61953093	0.080328	0.2952328
jgi|Aurli1|104466|estExt_Genewise1Plus.C_6_t20005	148.1043	0.02452491	0.10989149	0.5980699	0.8438698
jgi|Aurli1|10448|gm1.10448_g	21.49855	-0.02897409	0.16513415	0.5040201	0.7893807
jgi|Aurli1|104497|estExt_Genewise1Plus.C_6_t20041	104.134	0.0440229	0.11302777	0.3586004	0.6814123
jgi|Aurli1|10451|gm1.10451_g	10.86266	0.7471598	1.32327994	0.04324209	0.1982731
jgi|Aurli1|10453|gm1.10453_g	18.78957	2.68593	1.13791884	0.0005604953	0.00815716
jgi|Aurli1|104533|estExt_Genewise1Plus.C_6_t20086	261.5531	0.04830802	0.22862714	0.3742769	0.6951257
jgi|Aurli1|10455|gm1.10455_g	0.4101514	0.07415282	0.60557284	0.6352843	0.8626504
jgi|Aurli1|104577|estExt_Genewise1Plus.C_6_t20149	531.1248	-0.01337576	0.1181587	0.7484834	0.9169771
jgi|Aurli1|10459|gm1.10459_g	390.3881	-0.07561331	0.12290177	0.1440414	0.4199213
jgi|Aurli1|1046|gm1.1046_g	1.893486	0.1327149	0.51276785	0.2686455	0.5941433
jgi|Aurli1|10460|gm1.10460_g	152.079	0.003049694	0.1021324	0.9517103	0.9901205
jgi|Aurli1|10461|gm1.10461_g	0.9469904	0.4123626	1.21454583	0.1550605	0.4375922
jgi|Aurli1|10465|gm1.10465_g	3.331585	0.06062778	0.35273413	0.4728232	0.7677617
jgi|Aurli1|104678|estExt_Genewise1Plus.C_6_t20298	526.2064	-0.01945001	0.10791246	0.6799262	0.883803
jgi|Aurli1|10468|gm1.10468_g	78.15999	-0.008018252	0.11252148	0.8543678	0.9624211
jgi|Aurli1|104715|estExt_Genewise1Plus.C_6_t20348	153.5355	-0.01863142	0.09854115	0.7244418	0.9043327
jgi|Aurli1|10474|gm1.10474_g	160.7127	1.98168	0.60799317	0.0001019864	0.00228468
jgi|Aurli1|104773|estExt_Genewise1Plus.C_7_t10061	198.206	2.477837	0.8307672	0.0001889293	0.003643461
jgi|Aurli1|104785|estExt_Genewise1Plus.C_7_t10077	199.6921	0.02664867	0.08914483	0.6383504	0.8638223
jgi|Aurli1|10482|gm1.10482_g	180.4139	0.8240542	0.53527592	0.001144926	0.01418484
jgi|Aurli1|10486|gm1.10486_g	202.7146	0.04535637	0.16726	0.3195599	0.6491211
jgi|Aurli1|104882|estExt_Genewise1Plus.C_7_t10208	16091.85	-0.06776098	0.18251549	0.180848	0.4784564
jgi|Aurli1|10489|gm1.10489_g	7.089907	3.471356	1.50094223	0.0005263071	0.007788059
jgi|Aurli1|104908|estExt_Genewise1Plus.C_7_t10242	4674.998	-0.04284396	0.10876954	0.3845021	0.7037391
jgi|Aurli1|10491|gm1.10491_g	1.083444	0.4230392	1.14625582	0.1329317	0.4000878
jgi|Aurli1|10493|gm1.10493_g	723.0044	-0.01498671	0.13066777	0.7065469	0.8967258
jgi|Aurli1|104965|estExt_Genewise1Plus.C_7_t10320	775.6483	-0.02970156	0.10507919	0.5493963	0.8167967
jgi|Aurli1|10503|gm1.10503_g	1.189825	-0.01404025	0.55132141	0.9235768	0.9817524
jgi|Aurli1|10504|gm1.10504_g	3.967563	0.259384	0.65528541	0.09794648	0.3339187
jgi|Aurli1|105041|estExt_Genewise1Plus.C_7_t10435	80.19432	-0.0966768	0.19170478	0.08954756	0.3149882
jgi|Aurli1|105049|estExt_Genewise1Plus.C_7_t10443	241.4325	0.0223171	0.11011938	0.6288104	0.8589958
jgi|Aurli1|10505|gm1.10505_g	3.475501	0.1538535	0.50859709	0.1886669	0.4898446
jgi|Aurli1|105065|estExt_Genewise1Plus.C_7_t10466	73754.2	-0.0172263	0.11209653	0.6994734	0.8932882
jgi|Aurli1|10507|gm1.10507_g	31.02269	0.003448055	0.12254866	0.9310938	0.9843612
jgi|Aurli1|10508|gm1.10508_g	15.5702	-0.04695391	0.18226551	0.3198421	0.649221
jgi|Aurli1|105083|estExt_Genewise1Plus.C_7_t10490	1140.032	0.02024226	0.11344515	0.6478465	0.8679222
jgi|Aurli1|10512|gm1.10512_g	430.7738	0.01908628	0.09303196	0.7306812	0.9077511
jgi|Aurli1|105226|estExt_Genewise1Plus.C_7_t20173	1258.514	-0.1327476	0.09736187	0.02611933	0.1389346
jgi|Aurli1|10524|gm1.10524_g	482.8877	-0.01772103	0.10810038	0.7055345	0.8963485
jgi|Aurli1|105291|estExt_Genewise1Plus.C_7_t20259	358.3139	0.02136544	0.1050799	0.6628738	0.8773254
jgi|Aurli1|10534|gm1.10534_g	4.051039	0.3359615	0.83827037	0.1033956	0.3450399
jgi|Aurli1|105381|estExt_Genewise1Plus.C_8_t10037	123.9309	-0.1103887	0.17085884	0.05897718	0.2416109
jgi|Aurli1|10539|gm1.10539_g	9.068053	1.157166	1.35510174	0.01343445	0.08717332
jgi|Aurli1|10544|gm1.10544_g	21.35917	0.5104699	0.90507698	0.03852728	0.1822267
jgi|Aurli1|105487|estExt_Genewise1Plus.C_8_t10169	100.1182	0.1685889	0.21078396	0.01887731	0.1098276
jgi|Aurli1|10550|gm1.10550_g	16.11214	2.002653	1.32847765	0.002614429	0.02628609
jgi|Aurli1|105514|estExt_Genewise1Plus.C_8_t10202	292.9936	-0.00347247	0.11296691	0.9360373	0.9858514
jgi|Aurli1|10553|gm1.10553_g	332.8583	1.450844	0.72610205	0.0007851807	0.01056151
jgi|Aurli1|105535|estExt_Genewise1Plus.C_8_t10229	235.084	0.08185279	0.09709562	0.1473095	0.4250906
jgi|Aurli1|105574|estExt_Genewise1Plus.C_8_t10279	351.2787	-0.003458928	0.09336585	0.9500554	0.9894882
jgi|Aurli1|105585|estExt_Genewise1Plus.C_8_t10290	207.3119	-0.005950146	0.10428724	0.9031714	0.9767528
jgi|Aurli1|10559|gm1.10559_g	9.085815	2.057294	1.58231638	0.004100288	0.03689762
jgi|Aurli1|1056|gm1.1056_g	255.6841	0.01030161	0.11715054	0.8052129	0.9411471
jgi|Aurli1|105607|estExt_Genewise1Plus.C_8_t10312	9445.922	0.03763909	0.13570203	0.3838421	0.7033706
jgi|Aurli1|10567|gm1.10567_g	89.90627	0.5440961	0.68523391	0.01143208	0.07779258
jgi|Aurli1|10569|gm1.10569_g	52.09989	0.3020106	0.5042434	0.02541952	0.1360167
jgi|Aurli1|105729|estExt_Genewise1Plus.C_8_t10488	459.6482	-0.1150967	0.09614867	0.04969617	0.2163176
jgi|Aurli1|10580|gm1.10580_g	201.0491	-0.2610764	0.25371885	0.004452791	0.03942381
jgi|Aurli1|105818|estExt_Genewise1Plus.C_8_t20083	3144.778	-0.02104235	0.11773118	0.6230348	0.8554977
jgi|Aurli1|10586|gm1.10586_g	20.86716	-0.09073435	0.26694823	0.1538079	0.4358823
jgi|Aurli1|10590|gm1.10590_g	22.58547	-0.03665518	0.20482369	0.4629071	0.7622599
jgi|Aurli1|105921|estExt_Genewise1Plus.C_9_t10019	1033.801	-0.008649241	0.10382511	0.8606884	0.9644133
jgi|Aurli1|105931|estExt_Genewise1Plus.C_9_t10029	116.9191	0.0005630235	0.11621788	0.9892285	0.9990066
jgi|Aurli1|10594|gm1.10594_g	156.2759	-0.06517392	0.1240962	0.1898121	0.4912589
jgi|Aurli1|10599|gm1.10599_g	3.47685	0.8775915	1.41020627	0.03304375	0.1641121
jgi|Aurli1|106013|estExt_Genewise1Plus.C_9_t10147	470.7117	-0.1522516	0.11166319	0.01370979	0.08847527
jgi|Aurli1|10607|gm1.10607_g	395.992	-0.06580921	0.13486855	0.1800035	0.4773699
jgi|Aurli1|10610|gm1.10610_g	500.6068	-0.1977305	0.32647176	0.0275745	0.1442356
jgi|Aurli1|10611|gm1.10611_g	2.044368	0.1138667	0.61989774	0.4635603	0.7624317
jgi|Aurli1|10613|gm1.10613_g	11.68278	0.04193665	0.17626991	0.361213	0.6842239
jgi|Aurli1|10618|gm1.10618_g	18.88737	0.196557	0.5911153	0.1542704	0.4365254
jgi|Aurli1|106183|estExt_Genewise1Plus.C_9_t10366	597.2863	-0.02590667	0.10307271	0.6079252	0.848281
jgi|Aurli1|10620|gm1.10620_g	622.9067	0.002328863	0.10658818	0.9606909	0.991705
jgi|Aurli1|10623|gm1.10623_g	6.283831	0.7498565	1.19549543	0.03145812	0.1585198
jgi|Aurli1|10624|gm1.10624_g	565.3149	2.382799	0.56364893	9.541994e-06	0.0003986134
jgi|Aurli1|106243|estExt_Genewise1Plus.C_9_t10456	523.9522	0.02600276	0.12265055	0.539428	0.8126908
jgi|Aurli1|106259|estExt_Genewise1Plus.C_9_t10475	25.75748	0.02855907	0.19144187	0.5477912	0.8162577
jgi|Aurli1|106262|estExt_Genewise1Plus.C_9_t10480	107.8778	0.03986764	0.13419123	0.3619793	0.6846262
