gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
jgi|Aurli1|133129|estExt_fgenesh1_pg.C_150218	273.3564	-1.074529	0.09393561	8.885414e-31	2.444725e-29
jgi|Aurli1|133165|estExt_fgenesh1_pg.C_150266	186.8868	0.3306262	0.10728658	0.001875597	0.003760831
jgi|Aurli1|133170|estExt_fgenesh1_pg.C_150274	151.7858	-1.273085	0.17971112	2.59321e-13	1.781256e-12
jgi|Aurli1|133187|estExt_fgenesh1_pg.C_150299	26.70123	0.120722	0.2549457	0.6184559	0.6804438
jgi|Aurli1|133214|estExt_fgenesh1_pg.C_150335	669.4953	-0.03893924	0.16330379	0.8077209	0.8470161
jgi|Aurli1|133220|estExt_fgenesh1_pg.C_150342	1407.712	0.8941049	0.1717627	9.249555e-08	3.485919e-07
jgi|Aurli1|133245|estExt_fgenesh1_pg.C_160009	133.2987	-0.4967615	0.1178303	2.022542e-05	5.557587e-05
jgi|Aurli1|13325|gm1.13325_g	94.72911	-5.970876	0.43911865	1.659919e-44	1.056506e-42
jgi|Aurli1|133256|estExt_fgenesh1_pg.C_160030	990.7729	1.284454	0.12459578	1.157152e-25	2.266918e-24
jgi|Aurli1|1333|gm1.1333_g	35.95974	-0.6954343	0.49195282	0.08624765	0.1230213
jgi|Aurli1|133301|estExt_fgenesh1_pg.C_160094	34.34851	-0.07760296	0.22136248	0.715793	0.7694412
jgi|Aurli1|133302|estExt_fgenesh1_pg.C_160095	651.5199	-0.07611531	0.10814557	0.4776259	0.5496386
jgi|Aurli1|133320|estExt_fgenesh1_pg.C_160118	108.908	-0.2513988	0.32403379	0.3993198	0.4725056
jgi|Aurli1|13334|gm1.13334_g	6.149611	-2.51186	0.61042947	1.422853e-06	4.607186e-06
jgi|Aurli1|133343|estExt_fgenesh1_pg.C_160154	5.539236	-0.1051729	0.41767223	0.7722532	0.8180368
jgi|Aurli1|13339|gm1.13339_g	23.16838	-4.200361	0.6639168	1.544186e-11	8.903686e-11
jgi|Aurli1|133402|estExt_fgenesh1_pg.C_160241	517.7658	-0.3697705	0.1029055	0.0002912639	0.000672601
jgi|Aurli1|13344|gm1.13344_g	61.11589	0.7342461	0.16578962	5.8672e-06	1.739864e-05
jgi|Aurli1|133454|estExt_fgenesh1_pg.C_160321	993.9958	0.6210794	0.09468901	3.926833e-11	2.162456e-10
jgi|Aurli1|133460|estExt_fgenesh1_pg.C_160327	1437.829	-0.1643778	0.14318418	0.2435312	0.3080491
jgi|Aurli1|133507|estExt_fgenesh1_pg.C_170042	296.3782	-0.434836	0.13871848	0.00146108	0.002984959
jgi|Aurli1|133508|estExt_fgenesh1_pg.C_170044	177.6256	1.163751	0.11449444	7.472833e-25	1.366487e-23
jgi|Aurli1|133515|estExt_fgenesh1_pg.C_170056	252.4079	-0.1539304	0.50018826	0.7065303	0.76125
jgi|Aurli1|133517|estExt_fgenesh1_pg.C_170060	606.2651	0.4828533	0.12569248	0.0001003704	0.0002489536
jgi|Aurli1|133522|estExt_fgenesh1_pg.C_170071	60.01562	-0.9905094	0.22000115	2.589767e-06	8.078721e-06
jgi|Aurli1|13355|gm1.13355_g	1.191544	-2.767428	1.64594698	0.00186069	0.003732454
jgi|Aurli1|133554|estExt_fgenesh1_pg.C_170120	445.4216	-0.06665537	0.12399665	0.5865083	0.6520667
jgi|Aurli1|133563|estExt_fgenesh1_pg.C_170132	381.0829	-1.112882	0.37435757	0.0007925099	0.001696438
jgi|Aurli1|13359|gm1.13359_g	4.010454	-2.921788	0.61370183	9.347874e-08	3.522077e-07
jgi|Aurli1|13360|gm1.13360_g	158.3575	-5.683287	0.28341398	1.507374e-91	1.49029e-88
jgi|Aurli1|133608|estExt_fgenesh1_pg.C_170199	404.5821	0.6020138	0.1388894	1.070728e-05	3.067792e-05
jgi|Aurli1|133620|estExt_fgenesh1_pg.C_170217	3732.054	-2.252547	0.25068774	8.750344e-21	1.185092e-19
jgi|Aurli1|133622|estExt_fgenesh1_pg.C_170220	396.7122	-1.212372	0.62598315	0.01059232	0.01846311
jgi|Aurli1|133623|estExt_fgenesh1_pg.C_170223	23.05924	-0.5753397	0.26494997	0.02155579	0.03521785
jgi|Aurli1|133626|estExt_fgenesh1_pg.C_170226	305.6231	-0.446158	0.11888849	0.0001479063	0.0003569488
jgi|Aurli1|13363|gm1.13363_g	263.4249	-0.8708879	0.16495371	6.472073e-08	2.488485e-07
jgi|Aurli1|133636|estExt_fgenesh1_pg.C_170239	759.4333	-0.2476808	0.12717177	0.04861137	0.07375758
jgi|Aurli1|13367|gm1.13367_g	813.0246	-0.8223181	0.16485551	3.309482e-07	1.162749e-06
jgi|Aurli1|133692|estExt_fgenesh1_pg.C_170320	2968.838	3.939804	0.21914626	3.440729e-73	1.214905e-70
jgi|Aurli1|1337|gm1.1337_g	383.2027	-1.572149	0.25048575	2.490699e-11	1.398602e-10
jgi|Aurli1|133701|estExt_fgenesh1_pg.C_170332	77.72532	-0.3057787	0.22685773	0.1605768	0.2136702
jgi|Aurli1|133719|estExt_fgenesh1_pg.C_170359	354.2127	0.06631255	0.07805599	0.3933834	0.4665075
jgi|Aurli1|13373|gm1.13373_g	256.7759	-0.7942848	0.06887274	5.267146e-31	1.457309e-29
jgi|Aurli1|13374|gm1.13374_g	270.4639	0.4948709	0.17705304	0.004165287	0.007847948
jgi|Aurli1|133744|estExt_fgenesh1_pg.C_180012	751.7256	-0.5570646	0.2502428	0.01922731	0.03177058
jgi|Aurli1|133757|estExt_fgenesh1_pg.C_180029	260.2402	0.5386082	0.10403893	1.772743e-07	6.443572e-07
jgi|Aurli1|133762|estExt_fgenesh1_pg.C_180041	152.4473	-2.634483	0.33772062	3.526933e-16	3.189294e-15
jgi|Aurli1|133765|estExt_fgenesh1_pg.C_180044	42.12085	-0.01390702	0.55418351	0.9743285	0.9798838
jgi|Aurli1|13377|gm1.13377_g	18.59524	-0.5684984	0.51635451	0.1733297	0.2285887
jgi|Aurli1|133798|estExt_fgenesh1_pg.C_180095	1232.481	0.4617274	0.10235776	5.411504e-06	1.612793e-05
jgi|Aurli1|13380|gm1.13380_g	1.108935	-0.5312096	0.69951666	0.2730228	0.3405895
jgi|Aurli1|13381|gm1.13381_g	1005.9	-0.1349862	0.3306609	0.6563873	0.7150683
jgi|Aurli1|13382|gm1.13382_g	89.89149	-0.633384	0.8025649	0.2175587	0.2793174
jgi|Aurli1|13383|gm1.13383_g	44.85024	-1.241793	0.66857116	0.01192402	0.02057157
jgi|Aurli1|13384|gm1.13384_g	0.2126569	-0.1057428	1.23608763	0.8006824	0.8415676
jgi|Aurli1|133851|estExt_fgenesh1_pg.C_180170	23.18773	0.9736999	0.28895069	0.0002892214	0.0006681965
jgi|Aurli1|133855|estExt_fgenesh1_pg.C_180174	187.886	0.2855818	0.15313724	0.05756613	0.08582545
jgi|Aurli1|133895|estExt_fgenesh1_pg.C_180238	379.5414	0.1474107	0.07881294	0.0602081	0.08936904
jgi|Aurli1|1339|gm1.1339_g	575.1351	0.5501348	0.27607636	0.03411146	0.05352586
jgi|Aurli1|133929|estExt_fgenesh1_pg.C_180286	515.7848	-1.165138	0.11579127	2.105231e-24	3.716735e-23
jgi|Aurli1|133932|estExt_fgenesh1_pg.C_180289	960.7842	-2.739692	0.57593622	8.608518e-08	3.258405e-07
jgi|Aurli1|13396|gm1.13396_g	1199.641	1.27007	0.09864139	1.17029e-38	5.104528e-37
jgi|Aurli1|133977|estExt_fgenesh1_pg.C_180358	286.0976	-1.117267	0.12754759	5.788102e-19	6.839646e-18
jgi|Aurli1|133990|estExt_fgenesh1_pg.C_180379	615.6719	0.4182588	0.1742062	0.01394074	0.02371429
jgi|Aurli1|134012|estExt_fgenesh1_pg.C_190027	127.5726	1.156063	0.35549824	0.0002793253	0.0006473503
jgi|Aurli1|134028|estExt_fgenesh1_pg.C_190051	99.2417	-2.421441	0.25793377	2.692064e-22	4.028588e-21
jgi|Aurli1|134031|estExt_fgenesh1_pg.C_190054	103.1916	-0.5808608	0.18207121	0.00105107	0.002199431
jgi|Aurli1|134046|estExt_fgenesh1_pg.C_190073	380.8403	-0.5404429	0.14872625	0.0002169367	0.0005108244
jgi|Aurli1|134048|estExt_fgenesh1_pg.C_190075	1799.585	-0.2065979	0.14171127	0.1387282	0.1880081
jgi|Aurli1|13407|gm1.13407_g	12.14741	-0.4386444	0.49701981	0.2819947	0.3501617
jgi|Aurli1|13409|gm1.13409_g	19.19601	-2.035111	0.45506719	2.882685e-07	1.020779e-06
jgi|Aurli1|134109|estExt_fgenesh1_pg.C_190187	276.7807	-0.3063209	0.11032322	0.005066528	0.009390903
jgi|Aurli1|13411|gm1.13411_g	2.566445	-1.874755	0.90437349	0.002553992	0.005008026
jgi|Aurli1|134116|estExt_fgenesh1_pg.C_190195	262.0203	-0.1986068	0.26231903	0.4243803	0.4974359
jgi|Aurli1|13412|gm1.13412_g	17.16047	-4.364432	0.74077166	1.804115e-10	9.257794e-10
jgi|Aurli1|134157|estExt_fgenesh1_pg.C_190257	340.0367	-0.2929032	0.11594522	0.01069405	0.0186273
jgi|Aurli1|13416|gm1.13416_g	113.0003	-2.166368	0.2441718	2.235407e-20	2.941534e-19
jgi|Aurli1|134173|estExt_fgenesh1_pg.C_190284	739.7012	0.290696	0.12003336	0.01433134	0.02430068
jgi|Aurli1|134188|estExt_fgenesh1_pg.C_190312	450.2728	0.3493948	0.21072599	0.08604776	0.1227716
jgi|Aurli1|13423|gm1.13423_g	196.8633	2.726408	0.26789454	1.933111e-25	3.708671e-24
jgi|Aurli1|134233|estExt_fgenesh1_pg.C_200052	409.4429	-0.149078	0.14047198	0.2812882	0.3495723
jgi|Aurli1|13424|gm1.13424_g	386.277	2.346241	0.17292924	2.563045e-43	1.538865e-41
jgi|Aurli1|134247|estExt_fgenesh1_pg.C_200075	285.0909	0.09827287	0.16812532	0.5502842	0.6186578
jgi|Aurli1|13425|gm1.13425_g	297.2473	0.1135563	0.16524465	0.4828359	0.5547731
jgi|Aurli1|134269|estExt_fgenesh1_pg.C_200110	1849.821	0.237652	0.14385845	0.09324727	0.131952
jgi|Aurli1|134285|estExt_fgenesh1_pg.C_200135	541.8728	0.5199962	0.15706822	0.0007350023	0.001584744
jgi|Aurli1|134291|estExt_fgenesh1_pg.C_200143	20.33363	-0.01775939	0.28626253	0.947273	0.9590427
jgi|Aurli1|13431|gm1.13431_g	75.66464	0.228772	0.2037045	0.2461575	0.3109998
jgi|Aurli1|134316|estExt_fgenesh1_pg.C_200179	115.7996	-0.2943707	0.10767767	0.005809404	0.01064675
jgi|Aurli1|13432|gm1.13432_g	1857.045	0.3278668	0.09359261	0.0004204508	0.000944311
jgi|Aurli1|13435|gm1.13435_g	2.333249	-0.4972342	0.73695122	0.3129022	0.3834358
jgi|Aurli1|134359|estExt_fgenesh1_pg.C_200239	1627	-0.5139965	0.14826501	0.0004191329	0.000941779
jgi|Aurli1|13437|gm1.13437_g	0.2403844	-0.005549848	1.23034444	0.9893911	0.991723
jgi|Aurli1|13441|gm1.13441_g	689.394	1.912066	0.24130243	7.544843e-17	7.303526e-16
jgi|Aurli1|134415|estExt_fgenesh1_pg.C_200317	162.8015	0.3403325	0.14631495	0.01803027	0.02998306
jgi|Aurli1|134435|estExt_fgenesh1_pg.C_210014	2760.268	2.982597	0.26918014	1.752058e-29	4.449146e-28
jgi|Aurli1|13445|gm1.13445_g	16.95431	-0.581056	0.59601021	0.1987003	0.2580772
jgi|Aurli1|134454|estExt_fgenesh1_pg.C_210037	648.4706	0.1579036	0.1867595	0.3851131	0.4581444
jgi|Aurli1|134464|estExt_fgenesh1_pg.C_210052	589.0742	0.4690699	0.27446753	0.06956545	0.1015009
jgi|Aurli1|134476|estExt_fgenesh1_pg.C_210072	457.7293	0.7179544	0.08665807	7.651863e-17	7.397466e-16
jgi|Aurli1|134483|estExt_fgenesh1_pg.C_210082	86.06351	1.165756	0.13976579	1.902293e-17	1.94962e-16
jgi|Aurli1|13449|gm1.13449_g	0.2568698	-0.214069	1.12801277	0.6529249	0.7117145
jgi|Aurli1|13450|gm1.13450_g	24.72986	0.06741623	0.18321745	0.7057521	0.7606878
jgi|Aurli1|13452|gm1.13452_g	40.36611	2.288688	0.59023024	3.822902e-06	1.164379e-05
jgi|Aurli1|134528|estExt_fgenesh1_pg.C_210141	114.1572	0.258985	0.13486385	0.05148271	0.07769038
jgi|Aurli1|13455|gm1.13455_g	405.3012	0.3470412	0.17826259	0.04597895	0.07015823
jgi|Aurli1|13456|gm1.13456_g	1.370549	-0.3941138	1.08385943	0.4381945	0.5115259
jgi|Aurli1|13459|gm1.13459_g	566.0847	1.669971	0.10991832	1.894558e-53	2.021316e-51
jgi|Aurli1|13460|gm1.13460_g	1.248044	-0.9728137	1.10648805	0.09982229	0.140186
jgi|Aurli1|134625|estExt_fgenesh1_pg.C_210280	842.0241	-0.8733094	0.13705663	9.392197e-11	4.962105e-10
jgi|Aurli1|134629|estExt_fgenesh1_pg.C_210291	453.3523	-1.267773	0.12954392	2.447471e-23	4.006181e-22
jgi|Aurli1|134663|estExt_fgenesh1_pg.C_220038	23.45626	0.6717441	0.38411134	0.04854564	0.07366538
jgi|Aurli1|134669|estExt_fgenesh1_pg.C_220045	193.9789	0.5385417	0.12012278	5.760085e-06	1.709388e-05
jgi|Aurli1|13467|gm1.13467_g	59.54005	-0.9370154	0.17503068	3.794503e-08	1.500199e-07
jgi|Aurli1|134672|estExt_fgenesh1_pg.C_220050	592.2695	-0.1693393	0.16951766	0.307127	0.3774503
jgi|Aurli1|13468|gm1.13468_g	352.8984	2.945393	0.15031791	2.182573e-86	1.798197e-83
jgi|Aurli1|134683|estExt_fgenesh1_pg.C_220076	141.9144	-0.8086667	0.14629694	1.813869e-08	7.44731e-08
jgi|Aurli1|134686|estExt_fgenesh1_pg.C_220081	52.06637	-1.019534	0.41852493	0.004806481	0.008949167
jgi|Aurli1|134689|estExt_fgenesh1_pg.C_220085	521.2754	0.3150436	0.06658102	2.055222e-06	6.511205e-06
jgi|Aurli1|13469|gm1.13469_g	73.50915	2.373821	0.24652515	2.459846e-23	4.021998e-22
jgi|Aurli1|134722|estExt_fgenesh1_pg.C_220139	844.669	2.413471	0.16043276	1.820815e-52	1.836918e-50
jgi|Aurli1|13473|gm1.13473_g	53.71213	0.4139891	0.24679157	0.07838178	0.1130191
jgi|Aurli1|134741|estExt_fgenesh1_pg.C_220161	272.7112	0.2998221	0.19174763	0.1076299	0.1498874
jgi|Aurli1|13475|gm1.13475_g	12.05609	-1.487127	1.11089092	0.02215047	0.03609796
jgi|Aurli1|134751|estExt_fgenesh1_pg.C_220173	112.9037	-0.6347872	0.12777436	4.797489e-07	1.652654e-06
jgi|Aurli1|134771|estExt_fgenesh1_pg.C_220210	463.0148	-0.3410979	0.12287334	0.004974635	0.009233271
jgi|Aurli1|13479|gm1.13479_g	162.508	-3.318773	0.63986993	1.368522e-08	5.688112e-08
jgi|Aurli1|134790|estExt_fgenesh1_pg.C_220241	143.2828	-1.204444	0.255263	5.28798e-07	1.809431e-06
jgi|Aurli1|134796|estExt_fgenesh1_pg.C_220255	328.4916	0.6117218	0.10818936	1.144524e-08	4.796069e-08
jgi|Aurli1|1348|gm1.1348_g	150.6048	-0.08466364	0.12837847	0.5042367	0.5752177
jgi|Aurli1|13480|gm1.13480_g	0.1928608	-0.1403316	1.24071597	0.7381512	0.7883323
jgi|Aurli1|134817|estExt_fgenesh1_pg.C_230013	895.7026	0.2794239	0.1084497	0.009323411	0.01642897
jgi|Aurli1|13482|gm1.13482_g	0.6168668	0.2608433	0.9252404	0.6041358	0.6677101
jgi|Aurli1|134827|estExt_fgenesh1_pg.C_230035	729.3069	0.0882872	0.19181542	0.6358686	0.69609
jgi|Aurli1|134836|estExt_fgenesh1_pg.C_230051	129.4063	-0.5005543	0.13634199	0.0001947717	0.000461711
jgi|Aurli1|13484|gm1.13484_g	3.323565	-0.1872232	0.4181032	0.6066283	0.6698433
jgi|Aurli1|134848|estExt_fgenesh1_pg.C_230067	174.1	0.09732859	0.18962895	0.5977419	0.6620248
jgi|Aurli1|134862|estExt_fgenesh1_pg.C_230091	1444.59	0.3884941	0.09361778	2.938903e-05	7.907099e-05
jgi|Aurli1|134877|estExt_fgenesh1_pg.C_230111	38.23875	-1.37151	0.35423455	1.476929e-05	4.142776e-05
jgi|Aurli1|13488|gm1.13488_g	27.39604	-2.091667	0.23274733	7.609864e-21	1.041091e-19
jgi|Aurli1|134884|estExt_fgenesh1_pg.C_230120	1846.847	-0.5213861	0.09151547	9.742193e-09	4.116146e-08
jgi|Aurli1|13490|gm1.13490_g	215.4875	3.488745	0.26130594	1.663469e-41	8.655878e-40
jgi|Aurli1|13492|gm1.13492_g	0.5008193	-16.88228	5.41256171	8.784678e-08	3.319999e-07
jgi|Aurli1|13493|gm1.13493_g	10.90865	1.159313	0.30990448	4.51416e-05	0.000118173
jgi|Aurli1|134939|estExt_fgenesh1_pg.C_230204	291.4607	-0.40264	0.12186766	0.0008305811	0.00177154
jgi|Aurli1|134943|estExt_fgenesh1_pg.C_230208	170.2084	0.2822496	0.14911388	0.05414956	0.08127915
jgi|Aurli1|13495|gm1.13495_g	6.854761	1.070621	0.46348732	0.005926234	0.01084344
jgi|Aurli1|134963|estExt_fgenesh1_pg.C_230240	401.3529	-0.8350791	0.17804881	1.443163e-06	4.668871e-06
jgi|Aurli1|13498|gm1.13498_g	58.32297	1.339182	0.25785807	3.085052e-08	1.232193e-07
jgi|Aurli1|13499|gm1.13499_g	90.94166	1.347737	0.17091561	4.570032e-16	4.077833e-15
jgi|Aurli1|1350|gm1.1350_g	51.64823	-2.03059	0.64253461	7.120806e-05	0.0001806813
jgi|Aurli1|13500|gm1.13500_g	76.87449	1.587144	0.27640297	6.557139e-10	3.184099e-09
jgi|Aurli1|135005|estExt_fgenesh1_pg.C_240028	864.0412	1.171736	0.19435648	4.113398e-10	2.034068e-09
jgi|Aurli1|135009|estExt_fgenesh1_pg.C_240034	251.0375	0.9693238	0.25131429	4.549121e-05	0.0001190462
jgi|Aurli1|135014|estExt_fgenesh1_pg.C_240041	274.191	-0.8750426	0.20228404	7.417191e-06	2.171278e-05
jgi|Aurli1|135017|estExt_fgenesh1_pg.C_240045	197.4885	0.171303	0.18063289	0.3308122	0.4024895
jgi|Aurli1|13503|gm1.13503_g	3.419868	-1.798637	0.89567801	0.003320936	0.006378639
jgi|Aurli1|13505|gm1.13505_g	90.20252	-0.3672974	0.26185299	0.1387305	0.1880081
jgi|Aurli1|135059|estExt_fgenesh1_pg.C_240108	1643.002	-0.595205	0.13069306	3.889223e-06	1.183122e-05
jgi|Aurli1|13506|gm1.13506_g	0.3590134	-0.08696996	1.23414427	0.8353452	0.8697114
jgi|Aurli1|135062|estExt_fgenesh1_pg.C_240114	179.0287	0.937435	0.21487008	5.536397e-06	1.647367e-05
jgi|Aurli1|13507|gm1.13507_g	80.4507	1.864799	0.28515747	2.281252e-12	1.443301e-11
jgi|Aurli1|135071|estExt_fgenesh1_pg.C_240124	349.5813	0.4933596	0.11964117	3.039033e-05	8.16317e-05
jgi|Aurli1|13508|gm1.13508_g	0.2904132	-0.03797739	1.10733526	0.9355655	0.9501086
jgi|Aurli1|135081|estExt_fgenesh1_pg.C_240145	984.3607	0.1838872	0.10813816	0.08620469	0.1229719
jgi|Aurli1|13509|gm1.13509_g	369.9115	2.071968	0.13621534	8.479641e-54	9.455119e-52
jgi|Aurli1|1351|gm1.1351_g	730.589	0.6196963	0.11495704	5.078623e-08	1.978355e-07
jgi|Aurli1|13510|gm1.13510_g	83.27168	2.543914	0.27861566	3.665064e-21	5.11316e-20
jgi|Aurli1|135102|estExt_fgenesh1_pg.C_250001	349.7485	2.459143	0.15692628	1.272241e-56	1.585491e-54
jgi|Aurli1|13511|gm1.13511_g	86.83592	1.655463	0.30551053	3.57877e-09	1.60245e-08
jgi|Aurli1|135122|estExt_fgenesh1_pg.C_250028	444.3477	-1.955306	0.08919213	4.397621e-108	1.086945e-104
jgi|Aurli1|13513|gm1.13513_g	3.55366	-1.015188	0.72054148	0.04545453	0.06939373
jgi|Aurli1|135141|estExt_fgenesh1_pg.C_250056	197.9428	0.03683873	0.11439386	0.7449823	0.7939126
jgi|Aurli1|135149|estExt_fgenesh1_pg.C_250071	128.9619	-1.128721	0.22936656	2.374609e-07	8.506147e-07
jgi|Aurli1|13515|gm1.13515_g	55.19303	1.298192	0.1899313	1.400818e-12	9.004827e-12
jgi|Aurli1|135161|estExt_fgenesh1_pg.C_250086	63.41237	1.135376	0.27406173	9.122485e-06	2.64283e-05
jgi|Aurli1|13521|gm1.13521_g	99.65703	2.312524	0.37018518	1.473006e-11	8.523088e-11
jgi|Aurli1|13525|gm1.13525_g	9.028487	-0.3860419	0.59109149	0.388739	0.461939
jgi|Aurli1|135252|estExt_fgenesh1_pg.C_260065	84.787	0.3277992	0.30312558	0.2449208	0.3095956
jgi|Aurli1|135254|estExt_fgenesh1_pg.C_260070	2177.206	1.47835	0.32825477	6.66297e-07	2.250839e-06
jgi|Aurli1|135269|estExt_fgenesh1_pg.C_260098	146.7955	-0.1151824	0.18081065	0.5135997	0.5845947
jgi|Aurli1|135273|estExt_fgenesh1_pg.C_260105	265.4646	-1.051108	0.17746397	1.083172e-09	5.137013e-09
jgi|Aurli1|13528|gm1.13528_g	0.4039746	-0.04416424	1.21620878	0.9174781	0.9359059
jgi|Aurli1|135280|estExt_fgenesh1_pg.C_260115	1211.34	4.332553	0.30674229	2.102816e-46	1.443739e-44
jgi|Aurli1|13529|gm1.13529_g	137.568	2.307378	0.30993885	3.463081e-15	2.832736e-14
jgi|Aurli1|13530|gm1.13530_g	0.09808177	0.0980003	1.23553395	0.814847	0.8529207
jgi|Aurli1|13532|gm1.13532_g	30.36477	0.991471	0.26065152	5.360788e-05	0.0001386233
jgi|Aurli1|135325|estExt_fgenesh1_pg.C_270032	227.4893	-0.06157538	0.09567499	0.5169263	0.5877495
jgi|Aurli1|135336|estExt_fgenesh1_pg.C_270049	2325.033	-1.274368	0.14091179	2.813002e-20	3.669025e-19
jgi|Aurli1|13534|gm1.13534_g	29.90554	2.856307	0.38930971	1.610149e-14	1.241087e-13
jgi|Aurli1|135340|estExt_fgenesh1_pg.C_270053	465.8595	-0.4701918	0.13806587	0.0005460716	0.001203882
jgi|Aurli1|13536|gm1.13536_g	7.478452	-0.2961187	0.80045603	0.5501168	0.6185165
jgi|Aurli1|135368|estExt_fgenesh1_pg.C_270100	358.2545	-2.237917	0.11800033	1.135494e-81	6.236804e-79
jgi|Aurli1|13537|gm1.13537_g	51.25399	2.317453	0.4050884	3.722924e-10	1.852095e-09
jgi|Aurli1|135373|estExt_fgenesh1_pg.C_270108	900.5787	0.3150408	0.1121378	0.004556508	0.008524412
jgi|Aurli1|13538|gm1.13538_g	18.71269	1.203682	0.5645548	0.006797893	0.01230775
jgi|Aurli1|13541|gm1.13541_g	117.3411	1.923224	0.28859387	9.117286e-13	5.972145e-12
jgi|Aurli1|13542|gm1.13542_g	422.1912	0.7364254	0.16524141	5.139411e-06	1.537883e-05
jgi|Aurli1|135420|estExt_fgenesh1_pg.C_280029	1133.342	-0.65036	0.14006883	2.382958e-06	7.479211e-06
jgi|Aurli1|13543|gm1.13543_g	1.246991	0.08831758	0.60938986	0.8449155	0.8774577
jgi|Aurli1|135433|estExt_fgenesh1_pg.C_280049	823.9168	2.926761	0.30975647	3.328572e-22	4.941213e-21
jgi|Aurli1|135451|estExt_fgenesh1_pg.C_280073	294.5918	-0.45083	0.12448149	0.0002464014	0.0005758167
jgi|Aurli1|135467|estExt_fgenesh1_pg.C_280096	251.9483	0.9005297	0.23995441	7.987067e-05	0.0002008277
jgi|Aurli1|13547|gm1.13547_g	15.05862	-0.6048795	0.45988232	0.1189065	0.1637463
jgi|Aurli1|13548|gm1.13548_g	8.450979	-3.344498	0.87169943	4.594891e-06	1.385286e-05
jgi|Aurli1|13549|gm1.13549_g	136.6022	1.766499	0.28462005	2.409121e-11	1.355874e-10
jgi|Aurli1|13550|gm1.13550_g	140.8363	1.670956	0.15201856	2.064345e-29	5.206502e-28
jgi|Aurli1|135502|estExt_fgenesh1_pg.C_290039	891.4032	-2.061872	0.24722246	2.233166e-18	2.484461e-17
jgi|Aurli1|135506|estExt_fgenesh1_pg.C_290043	19.79377	-0.05963671	0.42613296	0.8714596	0.8984182
jgi|Aurli1|13553|gm1.13553_g	0.9937151	-0.9083082	1.03134085	0.1142743	0.1582489
jgi|Aurli1|135536|estExt_fgenesh1_pg.C_290086	1264.811	3.116262	0.21238446	1.319366e-49	1.157763e-47
jgi|Aurli1|13554|gm1.13554_g	2.688943	-0.663251	1.02624733	0.2246119	0.2871795
jgi|Aurli1|13555|gm1.13555_g	39.01994	2.498671	0.29551884	1.344444e-18	1.536064e-17
jgi|Aurli1|135550|estExt_fgenesh1_pg.C_290106	183.3859	0.7944767	0.20888074	7.942484e-05	0.0001998084
jgi|Aurli1|135559|estExt_fgenesh1_pg.C_290119	105.1437	-0.5611181	0.20648955	0.00492313	0.009145687
jgi|Aurli1|13557|gm1.13557_g	398.0442	1.388272	0.18593628	1.049834e-14	8.255055e-14
jgi|Aurli1|135571|estExt_fgenesh1_pg.C_300006	1046.142	0.5287575	0.34790445	0.09383439	0.132631
jgi|Aurli1|135574|estExt_fgenesh1_pg.C_300009	2224.929	1.540262	0.22036623	2.146233e-13	1.486625e-12
jgi|Aurli1|13558|gm1.13558_g	442.6153	0.2816588	0.14908158	0.05460477	0.0819044
jgi|Aurli1|135597|estExt_fgenesh1_pg.C_300043	156.5251	-0.3052557	0.1768499	0.07698126	0.1111943
jgi|Aurli1|13560|gm1.13560_g	141.1504	0.58086	0.22529606	0.00723354	0.01301862
jgi|Aurli1|135609|estExt_fgenesh1_pg.C_300065	1096.421	1.639009	0.16993435	2.842384e-23	4.627065e-22
jgi|Aurli1|13561|gm1.13561_g	44.22162	0.1086701	0.14751477	0.4538278	0.5266249
jgi|Aurli1|135614|estExt_fgenesh1_pg.C_300073	148.8547	-0.5291721	0.13468177	6.716696e-05	0.0001711488
jgi|Aurli1|135624|estExt_fgenesh1_pg.C_300086	174.0934	0.1344658	0.10623359	0.2017051	0.2615905
jgi|Aurli1|13563|gm1.13563_g	97.43213	-1.099842	0.3054824	9.100081e-05	0.0002270045
jgi|Aurli1|135637|estExt_fgenesh1_pg.C_300109	240.998	-0.7407121	0.23981429	0.001194938	0.002474298
jgi|Aurli1|13564|gm1.13564_g	0.09548421	0.04163745	1.23161237	0.9205358	0.9382506
jgi|Aurli1|13566|gm1.13566_g	2.651976	0.380408	0.61527431	0.4043483	0.4775265
jgi|Aurli1|135668|estExt_fgenesh1_pg.C_310026	242.1781	-0.5472272	0.15112227	0.0002263059	0.0005316199
jgi|Aurli1|13571|gm1.13571_g	237.5788	1.143442	0.30853466	5.400527e-05	0.0001396023
jgi|Aurli1|13572|gm1.13572_g	89.78649	0.9001185	0.21231406	1.038953e-05	2.98136e-05
jgi|Aurli1|135734|estExt_fgenesh1_pg.C_320046	347.8307	0.1512817	0.14624405	0.2930075	0.3616564
jgi|Aurli1|135741|estExt_fgenesh1_pg.C_320053	793.4301	-0.8572206	0.19042381	3.41469e-06	1.046278e-05
jgi|Aurli1|135746|estExt_fgenesh1_pg.C_330002	2806.799	-0.01607215	0.31191775	0.9556554	0.9654772
jgi|Aurli1|135756|estExt_fgenesh1_pg.C_330016	294.9406	-0.05247298	0.10190362	0.6037492	0.6673325
jgi|Aurli1|135757|estExt_fgenesh1_pg.C_330017	2445.199	1.275006	0.27351978	5.68077e-07	1.933574e-06
