Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150
3270R3D3_1 - Adapter 1	0.3246581170829993	0.4318644926481186	0.7366892704494094	1.5365981457512992	5.17066361144457	17.99793537085119	71.61911911911912	289.86986986986983	1065.6156156156155	4417.8	18084.83870967742	72434.375	293890.0	308842.5	314195.0	315902.5	324017.5	300242.5	281847.5	289702.5	285240.0	295750.0	301472.5	308117.5	312270.0	308760.0	308377.5	290727.5	291997.5	273147.5	259967.5	266620.0	265782.5	277260.0	272440.0	266275.0	250337.5	237025.0	233245.0	223697.5	211557.5	262242.5	145275.0	203367.5	325097.5	91520.0	190475.0	934817.5	174195.0	27750.0	257070.0	132387.5	18627.5	132980.0	149647.5	43272.5	37622.5	16037.5	68762.5	7197.5	13682.5	61727.5	16975.0	8270.0	30792.5	56782.5	5827.5	18400.0	20567.5	25992.5	2670.0	1957.5	7482.5	15105.0	21227.5	23627.5	23567.5	21617.5	19715.0	18627.5	16135.0	14330.0	13465.0	12120.0	11215.0	10765.0	9737.5	8970.0	7985.0	7655.0	6922.5	6272.5	5562.5	5257.5	4685.0	4347.5	4420.0	4370.0	4910.0	5927.5	15547.5	79105.0	1035667.5	16097777.5	297237.5	39487.5	17782.5	12280.0	8550.0	6637.5	5310.0	3920.0	2872.5	2420.0	1900.0	1665.0	1227.5	1322.5	1127.5	895.0	807.5	537.5	460.0	460.0	240.0	217.5	235.0	207.5	207.5	232.5	117.5	145.0	122.5	142.5	207.5	162.5	362.5	577.5	387.5	437.5	1370.0	365.0	540.0	467.5	642.5	2432.5	2872.5	4505.0	49242.5	9769657.5
3270R3D3_2 - Adapter 1	0.3232533233254952	0.43607169498015264	0.7367063778641784	1.5269202344596207	5.183645698510579	18.036725373040948	74.01901901901901	309.3068068068068	957.4474474474474	4527.92	17694.032258064515	73020.625	293245.0	319562.5	302317.5	317537.5	325482.5	283502.5	344405.0	268725.0	256297.5	294275.0	295587.5	350797.5	360500.0	264905.0	263130.0	303597.5	275440.0	294742.5	243740.0	310407.5	262335.0	251762.5	255142.5	262725.0	252085.0	238515.0	235195.0	211360.0	206890.0	201612.5	192057.5	196295.0	194655.0	196752.5	177487.5	165802.5	160752.5	141977.5	138410.0	130467.5	123072.5	127292.5	111202.5	114572.5	124575.0	85915.0	86927.5	90372.5	73925.0	69327.5	98757.5	55237.5	51977.5	49890.0	57797.5	54872.5	44620.0	48387.5	49242.5	41990.0	52540.0	38415.0	73530.0	120757.5	35145.0	26012.5	22810.0	22485.0	20810.0	24685.0	63317.5	42112.5	64080.0	36925.0	21087.5	16485.0	11912.5	9712.5	8275.0	7400.0	6187.5	6157.5	5207.5	4597.5	6697.5	17165.0	44310.0	127617.5	118607.5	167872.5	1085690.0	15270465.0	280487.5	37272.5	17085.0	11880.0	8185.0	6397.5	5110.0	3785.0	2787.5	2347.5	1787.5	1587.5	1195.0	1260.0	1042.5	830.0	787.5	482.5	422.5	420.0	227.5	202.5	185.0	175.0	180.0	215.0	105.0	115.0	107.5	102.5	195.0	120.0	187.5	362.5	212.5	355.0	882.5	182.5	297.5	120.0	120.0	1750.0	230.0	122.5	562.5	87465.0
3270R3D4_1 - Adapter 1	0.3316277368557812	0.4305454207718272	0.6659490305199312	1.2053648852676941	3.835112826436037	12.881229399667578	50.054650966251614	204.66531440162274	745.3291253381424	3082.4909747292418	12531.739130434782	52135.882352941175	220257.5	229407.5	234942.5	236167.5	237670.0	219095.0	206557.5	209692.5	209085.0	212512.5	215610.0	218722.5	218892.5	214360.0	216887.5	200907.5	201777.5	186822.5	175125.0	179780.0	177977.5	183907.5	178617.5	173170.0	168160.0	156270.0	151325.0	146467.5	139677.5	169812.5	93935.0	132075.0	212660.0	59260.0	123827.5	642957.5	119797.5	19282.5	174500.0	91347.5	12895.0	90595.0	104527.5	30280.0	26215.0	11252.5	48037.5	5185.0	9667.5	44040.0	12237.5	6305.0	22782.5	42832.5	4485.0	14292.5	16290.0	20665.0	2485.0	2100.0	6292.5	12942.5	17442.5	18992.5	19650.0	18032.5	16665.0	15675.0	14317.5	12702.5	11927.5	11107.5	10325.0	10652.5	9467.5	8605.0	7817.5	8097.5	6880.0	6175.0	5492.5	5032.5	4542.5	4335.0	3915.0	3980.0	4002.5	4142.5	7695.0	24615.0	374980.0	7880585.0	111717.5	21335.0	12457.5	9020.0	7137.5	5777.5	4652.5	3565.0	2937.5	2397.5	2120.0	2047.5	1612.5	2995.0	1655.0	1145.0	2562.5	830.0	765.0	917.5	417.5	375.0	285.0	327.5	250.0	460.0	227.5	292.5	190.0	262.5	435.0	305.0	747.5	1482.5	1077.5	777.5	3392.5	767.5	1095.0	1040.0	1572.5	5277.5	7087.5	11765.0	128852.5	26766680.0
3270R3D4_2 - Adapter 1	0.330257821646366	0.4347551693632864	0.6663649983130195	1.1965701357067713	3.841064033580303	12.904329943375497	51.96518113696546	218.91142663962137	663.2551848512172	3167.148014440433	12286.811594202898	52530.58823529412	220257.5	238722.5	226022.5	236015.0	250967.5	195212.5	256397.5	189775.0	187932.5	211185.0	212140.0	245247.5	248270.0	181720.0	194947.5	204885.0	195775.0	187312.5	178987.5	185695.0	186425.0	168592.5	176785.0	169487.5	168380.0	171747.5	158467.5	130250.0	130897.5	128830.0	125062.5	125567.5	127342.5	127435.0	112772.5	107590.0	105110.0	93742.5	90352.5	86022.5	80972.5	83520.0	75992.5	77195.0	84145.0	58982.5	61587.5	63327.5	52065.0	49170.0	70657.5	40382.5	38830.0	36585.0	43737.5	41880.0	34385.0	38895.0	43940.0	37380.0	44555.0	31255.0	41852.5	61190.0	22982.5	19495.0	17797.5	17472.5	16742.5	17985.0	38215.0	27095.0	38047.5	23765.0	15640.0	12187.5	9665.0	8757.5	7385.0	6605.0	5932.5	5307.5	4857.5	4355.0	5157.5	10535.0	24017.5	63347.5	58632.5	69482.5	407075.0	7464405.0	106132.5	20245.0	11830.0	8732.5	6810.0	5555.0	4475.0	3447.5	2847.5	2325.0	2012.5	1940.0	1557.5	2852.5	1622.5	1115.0	2392.5	792.5	695.0	837.5	392.5	365.0	257.5	275.0	212.5	410.0	210.0	205.0	147.5	147.5	377.5	160.0	245.0	870.0	537.5	502.5	1812.5	270.0	530.0	260.0	252.5	3480.0	437.5	230.0	945.0	145645.0
3270R4D3_1 - Adapter 1	0.30839519976575075	0.4024905449296634	0.6281742091865161	1.1334992436224758	3.6298077991828244	12.200782500444603	48.09361217811922	197.62948207171317	722.5255972696245	2989.0454545454545	12203.818181818182	49636.42857142857	234950.0	241453.33333333334	249376.6666666667	250723.33333333334	257220.0	237520.0	226896.6666666667	233450.0	232793.33333333334	239270.0	246673.33333333334	248383.33333333334	254173.33333333334	250116.6666666667	253823.33333333334	238076.6666666667	245746.6666666667	230666.6666666667	222160.0	228450.0	230250.0	238626.6666666667	229403.33333333334	235193.33333333334	224926.6666666667	224253.33333333334	214370.0	201653.33333333334	194980.0	206953.33333333334	186323.33333333334	198513.33333333334	306336.6666666667	92566.66666666667	184900.0	628533.3333333334	188103.33333333334	52346.66666666667	288033.3333333334	119576.66666666667	39766.66666666667	190203.33333333334	213763.33333333334	84293.33333333334	81350.0	35310.0	113643.33333333334	17633.333333333336	23396.666666666668	88290.0	40120.0	15883.333333333334	47413.333333333336	86823.33333333334	10733.333333333334	33600.0	33783.333333333336	40126.66666666667	3690.0	3313.3333333333335	12076.666666666668	22026.666666666668	26696.666666666668	28863.333333333336	28873.333333333336	26256.666666666668	24376.666666666668	21836.666666666668	19966.666666666668	17940.0	16490.0	14586.666666666668	13453.333333333334	13420.0	11773.333333333334	10766.666666666668	9836.666666666668	8743.333333333334	8100.0	7306.666666666667	6360.0	5770.0	5003.333333333334	4443.333333333334	4003.3333333333335	3756.666666666667	3246.666666666667	3116.666666666667	2683.3333333333335	2373.3333333333335	2330.0	3886.666666666667	1586.6666666666667	1623.3333333333335	1450.0	1180.0	1320.0	1223.3333333333335	896.6666666666667	766.6666666666667	703.3333333333334	670.0	650.0	823.3333333333334	526.6666666666667	663.3333333333334	596.6666666666667	396.6666666666667	483.33333333333337	336.6666666666667	623.3333333333334	316.6666666666667	240.0	283.33333333333337	246.66666666666669	246.66666666666669	186.66666666666669	333.33333333333337	200.0	303.33333333333337	363.33333333333337	296.6666666666667	373.33333333333337	320.0	386.6666666666667	1720.0	910.0	1003.3333333333334	3073.3333333333335	1163.3333333333335	1496.6666666666667	1383.3333333333335	2100.0	8343.333333333334	9950.0	16056.666666666668	172320.0	37075996.66666667
3270R4D3_2 - Adapter 1	0.3073781744917348	0.4028628984582202	0.6247869040503444	1.1256964953211297	3.642434454764117	12.191712608927618	49.96016503058757	209.03244166192374	652.0250284414107	3042.7727272727275	12049.09090909091	50180.0	233043.33333333334	255906.6666666667	236400.0	249310.0	281963.3333333334	200256.6666666667	267143.3333333334	214223.33333333334	221826.6666666667	238223.33333333334	241310.0	257236.6666666667	299713.3333333334	208243.33333333334	243226.6666666667	240800.0	240180.0	234513.33333333334	221976.6666666667	233556.6666666667	223773.33333333334	239610.0	245783.33333333334	223846.6666666667	230730.0	219986.6666666667	226373.33333333334	195510.0	173390.0	189786.6666666667	185616.6666666667	188213.33333333334	188956.6666666667	192466.6666666667	176066.6666666667	166670.0	161810.0	148246.6666666667	143763.33333333334	137530.0	128813.33333333334	131930.0	122226.66666666667	123146.66666666667	132793.33333333334	97680.0	99016.66666666667	98916.66666666667	83376.66666666667	78776.66666666667	107550.0	64783.333333333336	60406.66666666667	57690.0	67720.0	64170.0	52816.66666666667	58080.0	65450.0	51680.0	64130.0	42226.66666666667	26216.666666666668	7773.333333333334	18933.333333333336	23440.0	22493.333333333336	20493.333333333336	19120.0	17283.333333333336	16303.333333333334	14286.666666666668	13350.0	12640.0	11176.666666666668	10346.666666666668	9426.666666666668	8200.0	7716.666666666667	7183.333333333334	6126.666666666667	5623.333333333334	4846.666666666667	4313.333333333334	3990.0	3720.0	3256.666666666667	3143.3333333333335	2650.0	2406.666666666667	2286.666666666667	3883.3333333333335	1520.0	1580.0	1333.3333333333335	1206.6666666666667	1310.0	1170.0	870.0	750.0	660.0	693.3333333333334	643.3333333333334	743.3333333333334	553.3333333333334	663.3333333333334	556.6666666666667	383.33333333333337	396.6666666666667	283.33333333333337	543.3333333333334	283.33333333333337	203.33333333333334	216.66666666666669	146.66666666666669	223.33333333333334	143.33333333333334	256.6666666666667	133.33333333333334	203.33333333333334	243.33333333333334	120.0	233.33333333333334	140.0	170.0	1020.0	506.6666666666667	670.0	2006.6666666666667	603.3333333333334	546.6666666666667	246.66666666666669	250.0	5700.0	746.6666666666667	306.6666666666667	1086.6666666666667	167066.6666666667
3270R4D4_1 - Adapter 1	0.3202281490546734	0.4166076055836445	0.6345034651771949	1.103807711952167	3.4535094583639863	11.532276203328836	45.2938971360024	182.31784107946027	676.1510791366906	2776.153846153846	11253.461538461537	45770.76923076923	202333.33333333334	208110.0	213203.33333333334	211970.0	217150.0	198886.6666666667	187756.6666666667	192153.33333333334	188903.33333333334	192756.6666666667	197943.33333333334	199766.6666666667	200863.33333333334	194906.6666666667	196020.0	182760.0	185346.6666666667	173176.6666666667	164216.6666666667	166356.6666666667	167893.33333333334	174336.6666666667	161760.0	168410.0	155806.6666666667	154243.33333333334	145690.0	135863.33333333334	129226.66666666667	137356.6666666667	121533.33333333334	129083.33333333334	196226.6666666667	61006.66666666667	115803.33333333334	390886.6666666667	113470.0	31983.333333333336	171900.0	71383.33333333334	32790.0	134263.33333333334	135373.33333333334	50276.66666666667	50506.66666666667	21770.0	73073.33333333334	11670.0	16606.666666666668	57073.333333333336	24843.333333333336	9866.666666666668	30116.666666666668	56690.0	6803.333333333334	22246.666666666668	22556.666666666668	27353.333333333336	2906.666666666667	2946.666666666667	8520.0	15040.0	18626.666666666668	19986.666666666668	19403.333333333336	18566.666666666668	16626.666666666668	15540.0	13970.0	12993.333333333334	11506.666666666668	10836.666666666668	10323.333333333334	9773.333333333334	8980.0	8543.333333333334	7496.666666666667	7066.666666666667	6230.0	5500.0	5360.0	4453.333333333334	4110.0	3526.666666666667	3436.666666666667	3183.3333333333335	2856.666666666667	2523.3333333333335	2200.0	2136.666666666667	2186.666666666667	2886.666666666667	1680.0	1550.0	1250.0	1290.0	1133.3333333333335	1196.6666666666667	990.0	720.0	806.6666666666667	633.3333333333334	690.0	776.6666666666667	670.0	743.3333333333334	543.3333333333334	613.3333333333334	573.3333333333334	406.6666666666667	590.0	353.33333333333337	193.33333333333334	250.0	253.33333333333334	246.66666666666669	270.0	330.0	216.66666666666669	276.6666666666667	293.33333333333337	210.0	303.33333333333337	303.33333333333337	430.0	1693.3333333333335	866.6666666666667	1250.0	3056.666666666667	1150.0	1590.0	1443.3333333333335	2136.666666666667	8033.333333333334	10370.0	16643.333333333336	178866.6666666667	36684623.333333336
3270R4D4_2 - Adapter 1	0.31938707775864295	0.4192148351287902	0.6343658186861847	1.1038428557371056	3.4631154262472528	11.560578797420902	47.001799370220425	195.8230884557721	600.9832134292566	2840.7692307692305	11054.423076923076	46334.61538461538	200763.33333333334	217353.33333333334	205136.6666666667	211643.33333333334	239366.6666666667	167160.0	230096.6666666667	175730.0	171490.0	191840.0	193973.33333333334	215000.0	231010.0	169316.6666666667	177810.0	189510.0	176483.33333333334	179113.33333333334	161036.6666666667	171863.33333333334	169746.6666666667	165713.33333333334	165096.6666666667	174810.0	185543.33333333334	140306.6666666667	123566.66666666667	129180.0	127406.66666666667	126883.33333333334	120260.0	122513.33333333334	123043.33333333334	122416.66666666667	111923.33333333334	104596.66666666667	101956.66666666667	90950.0	89150.0	84023.33333333334	80270.0	82206.66666666667	75496.66666666667	75633.33333333334	80523.33333333334	59213.333333333336	60300.0	62353.333333333336	52106.66666666667	49286.66666666667	68813.33333333334	39750.0	38243.333333333336	36593.333333333336	43396.66666666667	41800.0	35103.333333333336	41476.66666666667	52700.0	39813.333333333336	44043.333333333336	29426.666666666668	18083.333333333336	5726.666666666667	12813.333333333334	16340.0	15626.666666666668	14696.666666666668	13290.0	12610.0	11356.666666666668	10556.666666666668	10170.0	9190.0	8520.0	8140.0	7123.333333333334	6650.0	5793.333333333334	5420.0	5170.0	4293.333333333334	3980.0	3436.666666666667	3353.3333333333335	3173.3333333333335	2860.0	2566.666666666667	2176.666666666667	2090.0	2106.666666666667	2933.3333333333335	1600.0	1506.6666666666667	1206.6666666666667	1326.6666666666667	1073.3333333333335	1136.6666666666667	1016.6666666666667	703.3333333333334	783.3333333333334	640.0	680.0	736.6666666666667	653.3333333333334	763.3333333333334	493.33333333333337	573.3333333333334	490.0	416.6666666666667	523.3333333333334	303.33333333333337	166.66666666666669	226.66666666666669	170.0	186.66666666666669	190.0	223.33333333333334	126.66666666666667	196.66666666666669	220.0	133.33333333333334	166.66666666666669	186.66666666666669	213.33333333333334	1010.0	546.6666666666667	896.6666666666667	1993.3333333333335	583.3333333333334	656.6666666666667	253.33333333333334	223.33333333333334	5310.0	716.6666666666667	366.6666666666667	1373.3333333333335	221696.6666666667
32G0R1D3_1 - Adapter 1	0.5606521057845799	0.7281384655617241	1.112698975074763	1.9759315754807383	6.371424132803657	21.221893903846397	83.35768274742556	343.143262987013	1268.8636363636363	5322.142857142857	21479.220779220777	88240.52631578948	334982.0	342282.0	346714.0	351386.0	359926.0	336086.0	320278.0	331996.0	329178.0	332544.0	337608.0	337298.0	338714.0	335426.0	335062.0	317858.0	319668.0	304584.0	294766.0	302792.0	294890.0	300292.0	296834.0	285244.0	287104.0	277648.0	256696.0	256878.0	235680.0	237018.0	243356.0	213652.0	343074.0	93054.0	188618.0	211466.0	181076.0	149768.0	177290.0	151554.0	131818.0	139038.0	149258.0	118688.0	135224.0	115898.0	105902.0	87748.0	66450.0	92058.0	92360.0	62976.0	55916.0	111874.0	60882.0	82348.0	48850.0	38968.0	4678.0	6718.0	18260.0	24856.0	25936.0	24760.0	23714.0	21798.0	19700.0	17556.0	15630.0	14142.0	13082.0	11516.0	10372.0	9548.0	8664.0	8264.0	7360.0	6742.0	6070.0	5434.0	4754.0	4402.0	3722.0	3316.0	2958.0	2716.0	2694.0	2456.0	2872.0	7864.0	80152.0	1132960.0	24376.0	3896.0	2106.0	1600.0	1350.0	1086.0	872.0	742.0	616.0	674.0	532.0	450.0	460.0	514.0	440.0	332.0	480.0	272.0	324.0	326.0	168.0	192.0	146.0	216.0	156.0	144.0	158.0	124.0	110.0	112.0	138.0	120.0	116.0	356.0	182.0	234.0	550.0	232.0	304.0	276.0	444.0	896.0	1956.0	3214.0	34058.0	7244402.0
32G0R1D3_2 - Adapter 1	0.5576686686904253	0.7321520491295919	1.1126236770332254	1.982209054312081	6.406742905333642	21.23964845979227	86.01988535484199	366.893262987013	1148.4415584415585	5439.350649350649	21128.31168831169	89090.0	332662.0	356470.0	335512.0	351744.0	395414.0	284762.0	393358.0	304552.0	297060.0	330612.0	332350.0	381536.0	392872.0	286110.0	289452.0	331566.0	303036.0	334128.0	271942.0	352832.0	291274.0	276440.0	278178.0	289290.0	278588.0	270478.0	264436.0	246006.0	239280.0	234126.0	220398.0	222768.0	219850.0	219774.0	200436.0	187356.0	181650.0	164932.0	161018.0	153816.0	142906.0	145248.0	126832.0	126500.0	137502.0	96768.0	100244.0	101046.0	83386.0	77504.0	107562.0	59832.0	57704.0	54462.0	61078.0	58478.0	46878.0	50250.0	49996.0	41890.0	53130.0	36698.0	25772.0	12754.0	16500.0	19388.0	18458.0	16886.0	15230.0	14350.0	16682.0	13752.0	15296.0	11708.0	9406.0	8662.0	7468.0	6842.0	5982.0	5420.0	4776.0	4426.0	3732.0	3374.0	3090.0	3568.0	5146.0	9660.0	9170.0	13004.0	82532.0	1080286.0	23108.0	3696.0	2054.0	1592.0	1340.0	1088.0	840.0	754.0	632.0	688.0	552.0	482.0	506.0	500.0	448.0	342.0	476.0	284.0	322.0	302.0	142.0	200.0	128.0	172.0	172.0	154.0	122.0	64.0	110.0	94.0	88.0	90.0	68.0	238.0	132.0	156.0	374.0	130.0	148.0	70.0	60.0	434.0	108.0	66.0	186.0	21752.0
32G0R1D4_1 - Adapter 1	0.12807836066574566	0.1565441401140359	0.30802274581767375	0.743915426008336	2.789083789868033	9.740916271721959	38.102545585845824	156.79306608884076	600.2601156069364	2551.0404624277458	10539.302325581395	43019.090909090904	159720.0	166996.6666666667	180210.0	194343.33333333334	197163.33333333334	182836.6666666667	166823.33333333334	176860.0	182980.0	198580.0	199716.6666666667	206753.33333333334	203516.6666666667	198556.6666666667	207300.0	187756.6666666667	188036.6666666667	177150.0	174883.33333333334	187296.6666666667	181763.33333333334	188993.33333333334	193396.6666666667	191280.0	189296.6666666667	187706.6666666667	179850.0	181086.6666666667	159353.33333333334	159550.0	167570.0	155313.33333333334	262100.0	74776.66666666667	151410.0	169713.33333333334	148270.0	128956.66666666667	158300.0	140756.6666666667	133790.0	146813.33333333334	159296.6666666667	126563.33333333334	153626.6666666667	138126.6666666667	128360.0	107996.66666666667	82940.0	126696.66666666667	137816.6666666667	92756.66666666667	84103.33333333334	194806.6666666667	107733.33333333334	155046.6666666667	94526.66666666667	79266.66666666667	12136.666666666668	18363.333333333336	43313.333333333336	53700.0	58763.333333333336	57576.66666666667	55840.0	53940.0	49646.66666666667	47270.0	44053.333333333336	37926.66666666667	34120.0	32046.666666666668	31686.666666666668	30400.0	27286.666666666668	26086.666666666668	23193.333333333336	22530.0	19606.666666666668	18446.666666666668	16193.333333333334	14493.333333333334	12363.333333333334	11546.666666666668	10460.0	9976.666666666668	9373.333333333334	8603.333333333334	7853.333333333334	6576.666666666667	6393.333333333334	25030.0	4720.0	4223.333333333334	3963.3333333333335	3530.0	3423.3333333333335	3070.0	2453.3333333333335	2283.3333333333335	1860.0	1873.3333333333335	1726.6666666666667	1966.6666666666667	1853.3333333333335	3666.666666666667	2440.0	1926.6666666666667	3653.3333333333335	1380.0	1270.0	1510.0	643.3333333333334	486.6666666666667	413.33333333333337	453.33333333333337	353.33333333333337	600.0	280.0	530.0	306.6666666666667	360.0	440.0	420.0	1046.6666666666667	2003.3333333333335	1393.3333333333335	790.0	3710.0	886.6666666666667	1543.3333333333335	1433.3333333333335	1953.3333333333335	4200.0	9470.0	16256.666666666668	189090.0	40224513.333333336
32G0R1D4_2 - Adapter 1	0.13412678708642006	0.16038600615721182	0.3127373616910837	0.7458901356202351	2.8012141660225347	9.729406454524938	39.44033218992598	168.42903575297942	541.0404624277456	2597.57225433526	10403.488372093023	43320.90909090909	158260.0	174353.33333333334	174033.33333333334	194396.6666666667	215110.0	155706.6666666667	204596.6666666667	163483.33333333334	165480.0	196930.0	196076.6666666667	231563.33333333334	235306.6666666667	170403.33333333334	179396.6666666667	195480.0	178283.33333333334	190563.33333333334	165043.33333333334	200550.0	182336.6666666667	176186.6666666667	192980.0	189033.33333333334	185746.6666666667	198090.0	193076.6666666667	162423.33333333334	153843.33333333334	155456.6666666667	152236.6666666667	158613.33333333334	168023.33333333334	172443.33333333334	157300.0	150366.6666666667	148360.0	139850.0	141606.6666666667	141620.0	143566.6666666667	151833.33333333334	133816.6666666667	133023.33333333334	151560.0	114630.0	118326.66666666667	123290.0	104326.66666666667	102433.33333333334	154296.6666666667	87636.66666666667	84456.66666666667	83006.66666666667	97063.33333333334	96966.66666666667	83610.0	101383.33333333334	121403.33333333334	104516.66666666667	120810.0	81960.0	53856.66666666667	16413.333333333336	35756.66666666667	46540.0	45696.66666666667	44563.333333333336	41883.333333333336	36556.66666666667	33926.66666666667	31430.0	31303.333333333336	27636.666666666668	25743.333333333336	24810.0	22076.666666666668	21190.0	18470.0	17820.0	15696.666666666668	13983.333333333334	11923.333333333334	11173.333333333334	10223.333333333334	9953.333333333334	9406.666666666668	8783.333333333334	7800.0	6313.333333333334	6200.0	24316.666666666668	4636.666666666667	4056.666666666667	3820.0	3500.0	3213.3333333333335	3010.0	2393.3333333333335	2166.666666666667	1853.3333333333335	1786.6666666666667	1620.0	1890.0	1750.0	3456.666666666667	2226.666666666667	1656.6666666666667	3250.0	1080.0	953.3333333333334	1286.6666666666667	463.33333333333337	380.0	310.0	393.33333333333337	266.6666666666667	490.0	173.33333333333334	396.6666666666667	213.33333333333334	233.33333333333334	323.33333333333337	276.6666666666667	453.33333333333337	1236.6666666666667	676.6666666666667	366.6666666666667	2180.0	306.6666666666667	653.3333333333334	276.6666666666667	190.0	1573.3333333333335	213.33333333333334	273.33333333333337	1723.3333333333335	247026.6666666667
32G0R3D3_1 - Adapter 1	0.6197852778839261	0.8145816813325689	1.2294528709017476	2.122471129277984	6.734055893944823	22.666547235160635	89.15488247659087	375.1251672081025	1397.8058103975534	5817.4617737003055	23631.70731707317	97014.0	390024.0	388714.0	397270.0	397216.0	411764.0	401782.0	366672.0	394614.0	386686.0	394980.0	394864.0	392744.0	395964.0	389106.0	396054.0	381256.0	385508.0	372542.0	361454.0	369436.0	364164.0	363246.0	369462.0	364242.0	331002.0	344576.0	334640.0	313324.0	333398.0	349440.0	253246.0	289042.0	457332.0	120954.0	268522.0	577096.0	269980.0	124556.0	382512.0	170812.0	104634.0	298334.0	327694.0	159598.0	178870.0	84568.0	208752.0	52222.0	48138.0	160742.0	102610.0	37500.0	84442.0	165198.0	25488.0	66294.0	58942.0	61184.0	4180.0	5572.0	21956.0	37038.0	42972.0	43606.0	41404.0	38622.0	35442.0	31736.0	28780.0	26572.0	23654.0	21154.0	19450.0	17336.0	15634.0	14038.0	12842.0	11614.0	10766.0	9428.0	8292.0	7368.0	6602.0	5676.0	5192.0	4562.0	3986.0	3760.0	3222.0	2822.0	2908.0	5880.0	2012.0	1734.0	1580.0	1396.0	1334.0	1096.0	1006.0	866.0	758.0	740.0	596.0	644.0	582.0	618.0	538.0	390.0	492.0	388.0	256.0	340.0	214.0	232.0	236.0	216.0	256.0	144.0	190.0	142.0	180.0	120.0	154.0	148.0	100.0	162.0	164.0	214.0	334.0	172.0	158.0	124.0	180.0	432.0	598.0	840.0	7944.0	1129016.0
32G0R3D3_2 - Adapter 1	0.6164516906029788	0.8171942471114936	1.2296861356925548	2.125561421803283	6.7537620924399855	22.696405111668458	92.70877125931588	398.5171030001911	1254.663608562691	5925.015290519877	23338.17073170732	98065.0	383104.0	416052.0	372280.0	399366.0	455212.0	328932.0	444982.0	361106.0	369740.0	390172.0	387962.0	409320.0	469198.0	322146.0	380420.0	381880.0	378404.0	378660.0	361954.0	378048.0	356124.0	376484.0	372436.0	341142.0	348266.0	337684.0	357996.0	311976.0	276288.0	302082.0	287344.0	288950.0	286554.0	284628.0	260218.0	248904.0	245376.0	227420.0	222352.0	215308.0	202966.0	206784.0	181056.0	181810.0	201280.0	139496.0	149270.0	152484.0	130444.0	121220.0	168604.0	98402.0	92972.0	87664.0	101118.0	95424.0	77348.0	82108.0	77112.0	68844.0	94350.0	62662.0	38640.0	11914.0	26570.0	33702.0	32860.0	29922.0	27672.0	25532.0	23318.0	20844.0	19378.0	16954.0	15080.0	13466.0	12434.0	11400.0	10360.0	9192.0	8140.0	7132.0	6416.0	5520.0	5126.0	4658.0	4006.0	3838.0	3180.0	2790.0	2786.0	5782.0	2028.0	1758.0	1594.0	1384.0	1360.0	1100.0	1054.0	886.0	768.0	730.0	604.0	676.0	618.0	626.0	492.0	412.0	488.0	370.0	272.0	318.0	246.0	210.0	226.0	194.0	242.0	146.0	148.0	146.0	176.0	152.0	148.0	160.0	110.0	158.0	144.0	190.0	288.0	142.0	90.0	62.0	92.0	312.0	184.0	132.0	102.0	14686.0
32G0R3D4_1 - Adapter 1	0.6276556273783819	0.8091677306876485	1.2324742845179333	2.163650000707584	6.902583261742553	23.137361978715752	91.3196590303676	376.89471440750214	1397.8090366581416	5781.569965870307	23668.76712328767	97056.66666666667	351920.0	352702.0	365552.0	362728.0	372796.0	362516.0	323964.0	348374.0	340692.0	351192.0	352846.0	350624.0	353668.0	346718.0	349390.0	331884.0	332212.0	316204.0	303556.0	312444.0	308794.0	308138.0	312856.0	310986.0	279394.0	289742.0	277340.0	255642.0	267840.0	281338.0	204304.0	232914.0	366026.0	101854.0	214894.0	450550.0	205806.0	96648.0	282974.0	122810.0	96788.0	249356.0	251396.0	119828.0	137874.0	63804.0	164704.0	40536.0	42772.0	124242.0	77990.0	29078.0	64594.0	129436.0	19954.0	51956.0	45768.0	46648.0	3260.0	4408.0	16470.0	28936.0	34122.0	34898.0	32676.0	30450.0	28648.0	25540.0	23000.0	20636.0	18550.0	16980.0	15420.0	14536.0	13104.0	12168.0	10642.0	9758.0	8754.0	7728.0	6610.0	5916.0	5246.0	4642.0	4262.0	3928.0	3396.0	3084.0	2710.0	2438.0	2436.0	5592.0	1788.0	1404.0	1244.0	1178.0	1046.0	946.0	766.0	708.0	540.0	546.0	474.0	500.0	474.0	390.0	338.0	262.0	274.0	192.0	204.0	242.0	126.0	160.0	118.0	146.0	144.0	124.0	150.0	66.0	100.0	68.0	90.0	62.0	114.0	208.0	122.0	182.0	410.0	170.0	190.0	172.0	218.0	726.0	932.0	1406.0	13670.0	2051990.0
