32G0R1D4	1044.0	1531.0	1856.0	2073.0	2266.0	2443.0	2610.0	2737.0	2858.0	2964.0	3042.0	3118.0	3200.0	3261.0	3313.0	3362.0	3406.0	3441.0	3483.0	3508.0
32G0R3D3	5285.0	6940.0	8150.0	9104.0	9971.0	10751.0	11461.0	12159.0	12825.0	13435.0	14024.0	14571.0	15109.0	15599.0	16041.0	16469.0	16882.0	17259.0	17587.0	17910.0
32G0R3D4	4703.0	6151.0	7238.0	8151.0	8963.0	9686.0	10374.0	10999.0	11580.0	12134.0	12653.0	13143.0	13608.0	14050.0	14449.0	14885.0	15228.0	15599.0	15922.0	16245.0
32G0R4D3	4280.0	5493.0	6372.0	7114.0	7733.0	8286.0	8808.0	9275.0	9692.0	10120.0	10488.0	10859.0	11205.0	11543.0	11851.0	12145.0	12403.0	12666.0	12905.0	13103.0
32G0R4D4	3843.0	4920.0	5738.0	6372.0	6929.0	7442.0	7960.0	8403.0	8816.0	9248.0	9637.0	9992.0	10327.0	10654.0	10934.0	11243.0	11500.0	11773.0	12002.0	12212.0
WT7005R1D3	4414.0	5712.0	6703.0	7540.0	8306.0	8941.0	9562.0	10139.0	10638.0	11109.0	11600.0	12056.0	12512.0	12858.0	13233.0	13607.0	13915.0	14226.0	14510.0	14791.0
WT7005R1D4	3699.0	4816.0	5648.0	6356.0	6971.0	7466.0	7931.0	8393.0	8855.0	9238.0	9597.0	9943.0	10285.0	10604.0	10904.0	11169.0	11414.0	11680.0	11903.0	12098.0
WT7005R3D3	4802.0	6202.0	7290.0	8210.0	9088.0	9844.0	10558.0	11245.0	11876.0	12521.0	13056.0	13580.0	14047.0	14479.0	14947.0	15419.0	15834.0	16212.0	16583.0	16939.0
WT7005R3D4	4938.0	6512.0	7692.0	8748.0	9683.0	10519.0	11275.0	12001.0	12696.0	13294.0	13858.0	14419.0	14954.0	15426.0	15888.0	16351.0	16812.0	17195.0	17549.0	17894.0
WT7005R4D3	2138.0	2807.0	3271.0	3656.0	3979.0	4264.0	4495.0	4722.0	4926.0	5124.0	5285.0	5461.0	5608.0	5737.0	5867.0	6006.0	6103.0	6212.0	6298.0	6376.0
WT7005R4D4	3624.0	4762.0	5584.0	6288.0	6894.0	7432.0	7940.0	8388.0	8828.0	9216.0	9586.0	9918.0	10204.0	10514.0	10790.0	11079.0	11359.0	11625.0	11857.0	12070.0
WT701R1D4	4263.0	5720.0	6815.0	7713.0	8521.0	9181.0	9862.0	10461.0	10988.0	11478.0	11943.0	12377.0	12788.0	13191.0	13564.0	13910.0	14245.0	14538.0	14814.0	15075.0
WT701R3D4	3984.0	5208.0	6070.0	6846.0	7501.0	8093.0	8633.0	9097.0	9569.0	10011.0	10387.0	10800.0	11160.0	11508.0	11855.0	12170.0	12482.0	12779.0	13048.0	13295.0
WT701R4D4	3110.0	4122.0	4799.0	5331.0	5796.0	6254.0	6638.0	6995.0	7339.0	7642.0	7954.0	8248.0	8506.0	8762.0	9013.0	9254.0	9463.0	9669.0	9853.0	10005.0
WT70R1D3	4741.0	6207.0	7300.0	8247.0	9061.0	9829.0	10556.0	11172.0	11805.0	12350.0	12852.0	13343.0	13809.0	14220.0	14584.0	14985.0	15321.0	15652.0	15979.0	16261.0
WT70R1D4	4413.0	5842.0	6905.0	7820.0	8545.0	9264.0	9976.0	10574.0	11079.0	11572.0	12077.0	12514.0	12953.0	13381.0	13756.0	14098.0	14415.0	14708.0	14996.0	15295.0
WT70R3D3	4936.0	6544.0	7729.0	8707.0	9583.0	10405.0	11146.0	11817.0	12464.0	13072.0	13622.0	14139.0	14618.0	15066.0	15493.0	15873.0	16257.0	16602.0	16927.0	17203.0
WT70R3D4	4834.0	6319.0	7492.0	8450.0	9316.0	10107.0	10784.0	11422.0	12061.0	12637.0	13150.0	13620.0	14078.0	14537.0	14971.0	15361.0	15712.0	16063.0	16395.0	16676.0
WT70R4D3	3301.0	4253.0	4977.0	5551.0	6082.0	6498.0	6900.0	7274.0	7574.0	7894.0	8233.0	8497.0	8775.0	9019.0	9247.0	9482.0	9682.0	9872.0	10052.0	10232.0
WT70R4D4	3542.0	4606.0	5360.0	6011.0	6580.0	7087.0	7548.0	8008.0	8423.0	8786.0	9130.0	9450.0	9762.0	10049.0	10332.0	10589.0	10827.0	11049.0	11252.0	11446.0
WTG0R1D3	4863.0	6356.0	7448.0	8380.0	9231.0	9981.0	10678.0	11292.0	11927.0	12466.0	13014.0	13513.0	13972.0	14408.0	14853.0	15241.0	15629.0	15992.0	16337.0	16645.0
WTG0R1D4	4505.0	5928.0	6960.0	7872.0	8706.0	9453.0	10118.0	10796.0	11336.0	11861.0	12379.0	12851.0	13324.0	13770.0	14188.0	14571.0	14965.0	15300.0	15613.0	15924.0
WTG0R3D3	4643.0	6101.0	7191.0	8125.0	8929.0	9653.0	10323.0	10904.0	11450.0	12005.0	12544.0	13023.0	13455.0	13889.0	14294.0	14672.0	15048.0	15417.0	15757.0	16088.0
WTG0R3D4	4190.0	5660.0	6737.0	7633.0	8376.0	9121.0	9784.0	10449.0	11003.0	11524.0	12024.0	12490.0	12893.0	13287.0	13677.0	14069.0	14421.0	14752.0	15081.0	15379.0
WTG0R4D3	4328.0	5608.0	6541.0	7307.0	7982.0	8565.0	9127.0	9654.0	10142.0	10583.0	11006.0	11411.0	11810.0	12225.0	12559.0	12854.0	13169.0	13414.0	13701.0	13955.0
WTG0R4D4	4309.0	5603.0	6595.0	7441.0	8150.0	8850.0	9446.0	10008.0	10522.0	11012.0	11457.0	11875.0	12313.0	12700.0	13080.0	13414.0	13737.0	14034.0	14336.0	14628.0
