Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
32701R1D4	0.20367452329023458	0.32692647096586935	0.4288517334919275	0.529087784310121	0.6236042573754925	0.707955039800522	0.7844287345212814	0.8503074626232713	0.9056963104215279	0.9520969143144221	0.9941452748268912	1.0283905334002128	1.0572289005236937	1.0887750355544414	1.1145657239168187	1.134796801185951	1.1516339995295732	1.165934161105706	1.1772918140130806	1.1851221446581344	1.1953482033807685	1.199453371466953	1.2040330447589063	1.2067735068841967	1.208485226556661	1.2101151818756897	1.2086488113295455	1.2118256834627064	1.2129300643509864	1.210945881994522	1.208458335947329	1.2133845066852698	1.2154342174762194	1.2058959299618965	1.2042297107547415	1.2041790338471154	1.2073524557674504	1.2075983996346673	1.2094122294037235	1.2130474396293862	1.2151561659345524	1.2146949673828575	1.2141236069791703	1.2163413450942813	1.217417964501612	1.2184050329168254	1.2190030190188341	1.2188294973458822	1.2188737820296391	1.219535972315607	1.215334504984849	1.2116459128602093	1.2090480242431068	1.204815803783074	1.1979295751219337	1.1930130912164127	1.189470482180684	1.1744960183948943	1.1729984968562166	1.1592720467901823	1.1567471222919714	1.1529714576862289	1.1523567734659366	1.1492646535426851	1.149530102400794	1.1499230321853247	1.1471053499908754	1.1437506003584863	1.1390508781627877	1.1322456528983675	1.1276288013694207	1.126012177283366	1.1197750949631764	1.1130374117615647	1.1069291078623573	1.1007216635888666	1.0909618754860235	1.0763589073983473	1.0628080982962456	1.0484050847754964	1.0286073158775038	1.0080873335659326	0.9848381385766748	0.9616814519255753	0.9337665794591076	0.9003065869583459	0.8604770550345614	0.8115749027844528	0.7595909404932569	0.7024421137946845	0.6394902298258648	0.569242888915543	0.4865053901484745	0.3938531046891378	0.31312185765946654	0.23110966309797426	0.1577542295605062	0.09407469594979283	0.041454211571887084	0.007967299394253792
32701R3D4	0.19691484129697018	0.3042115689268864	0.3995816689307748	0.48696740894500556	0.5711520976302603	0.6514061980069511	0.7251621564428988	0.7905242039053887	0.8481790760225026	0.8976365213302778	0.9444154410479716	0.9839417299912565	1.021620471729618	1.0559986902459795	1.0854968789232777	1.1108664367447028	1.13121695896314	1.1483512490526513	1.1613856378604088	1.1710224242354617	1.1821373549029923	1.1865803894400386	1.1908977917764176	1.1954286308184288	1.199327886229894	1.202018059068749	1.2000180890966832	1.2045593673339405	1.2069272039735672	1.2063157757774245	1.206948715595529	1.2131795164319876	1.2192403966511554	1.218120748881249	1.2178023029706277	1.2196341308316891	1.2235550242300441	1.2246576735635557	1.227324722369027	1.2324711357525817	1.2352578815207678	1.235682936027713	1.2340476035960646	1.2365695728047308	1.236043514611158	1.2374023911498688	1.2388776915629265	1.2405737771370025	1.2412679594667335	1.2443495928561932	1.2429967077693749	1.241585042833728	1.2403023637892197	1.2362248630430868	1.2300430317611517	1.2287893346455756	1.2265637143310886	1.2221182874639	1.2209650148215538	1.2160806878344737	1.2119008961421647	1.206056108405438	1.2040747245564893	1.1995508400334876	1.1983616224090796	1.1958067035872408	1.190816589560275	1.1855496548411397	1.1791881640721633	1.170810044165519	1.1647267688988405	1.1607654950773139	1.1510256087152044	1.1398846279557948	1.1298318584992855	1.1195110723946533	1.105223491160435	1.0871178883673225	1.0678527171182144	1.047877940477046	1.0238637984311734	0.9988753099614046	0.9716029701104283	0.9425537500252691	0.9070756654825617	0.8681721997888506	0.8258884755750269	0.7730596912700058	0.716439202367457	0.65616455335289	0.5901818886572803	0.522708088117352	0.44492156992973175	0.3521234058361527	0.27866035240861886	0.20275723070097507	0.1363997869017587	0.0798179442817192	0.035898193811619974	0.007964561598354469
32701R4D4	0.18078552001421613	0.29783419699862207	0.4009834410377251	0.5035124955451906	0.6019956463920776	0.6911442437956281	0.7712757153374332	0.837651194909154	0.8915566092641656	0.9391108511225518	0.9795480014557085	1.015528820080804	1.0479648896833746	1.076809428546334	1.100841634682671	1.121557605686005	1.140399549040051	1.1539728621189829	1.1644372625188684	1.1722644396420145	1.183435849943278	1.188515271607356	1.1919936507615598	1.194158029432342	1.197375074412274	1.195747522763375	1.1944980968414982	1.1973065660586881	1.198415032852839	1.196912398249325	1.1957723920936223	1.2026243550182372	1.2056916887882034	1.2015216664333872	1.1990826059318858	1.1969057306883069	1.1994840036456806	1.2001101151032383	1.2013684336128456	1.2053613190948755	1.2068240121646914	1.2090408041001852	1.2122492962299793	1.2153698148546477	1.2170553125737136	1.2200264089243942	1.2199536610288575	1.218675203665925	1.219467191897241	1.2208314329851664	1.2186964300807432	1.2170670935345393	1.2134729086874076	1.2069408275189417	1.1979927112111384	1.1931450412812954	1.1896589510244082	1.185394633845148	1.1856858629885603	1.1802242837935313	1.1766241768681918	1.1747555137429015	1.1758682060919354	1.173450071635542	1.1754816596275741	1.176265306110585	1.1732355682901718	1.1677299428555106	1.1628115422051595	1.1564792781183448	1.1512045308285492	1.1487700068398063	1.1425017824568815	1.1356095945168114	1.1259848539728865	1.1184613121784353	1.1089935390569894	1.0942277073070283	1.0803123443757077	1.0642656126523846	1.0459440229372365	1.023019212914237	0.9988693263001093	0.9736967057018014	0.9472930450753434	0.9125179182902916	0.8734159682744032	0.8247941545834345	0.772609826558455	0.7130226664843349	0.6465585031392448	0.5620407856501733	0.46919503665094203	0.3811907505541583	0.30168706706425646	0.21853507526852245	0.1453976470819011	0.08308944825195957	0.03457622596120201	0.006287969931772291
3270R1D3	0.1933245097622973	0.3120538950194626	0.4126031758164438	0.5150940902980757	0.6146199225754493	0.7063441672048417	0.7881736088863932	0.8572319763131957	0.9142565123349241	0.960787722610774	1.0008266117083733	1.0381931220266878	1.0691787985612553	1.099747209380391	1.1226690338257097	1.142608206653069	1.1597428266809227	1.1753055821762555	1.186894602719419	1.1958109895039208	1.204145227718593	1.2066727356234819	1.2130938994333755	1.2145735706227383	1.2125155318790182	1.2099625856499834	1.2064229642948203	1.2094805713718788	1.2093287895299933	1.2063563272745026	1.2019308660865076	1.2020339356469587	1.2062664284788915	1.205255667928594	1.2030116400029411	1.2004956193707634	1.2027193476298554	1.2015960392938614	1.200652019106288	1.2058107065018067	1.2080239918326712	1.208827018843841	1.2109011667884693	1.2116660341103282	1.2157551155551811	1.2186434759873461	1.2200719715145132	1.219903228527501	1.219883377032345	1.2204708084859308	1.217147114787092	1.2138382267563281	1.2100078656183608	1.2053665061727667	1.1991096893470614	1.1907711708725708	1.1866537129377341	1.1844795379661759	1.1848784545842206	1.181975050438088	1.1786874924840336	1.174444152379249	1.1731619855882454	1.169898664799885	1.171303429130831	1.1693469896455162	1.1658215158537861	1.1617711852551764	1.1569633607727337	1.153225834110888	1.1484173411696368	1.146781238846948	1.1421270179232226	1.136864231158737	1.1258341216414112	1.1174114129871888	1.105205999070933	1.0845314983706769	1.067125095221325	1.0503058067938416	1.0280190671752958	1.0053324664960415	0.9805774269568109	0.9543402414930017	0.9235905072816585	0.8802502168191046	0.8343833908601229	0.7845596237733079	0.7299799990581674	0.6677950056773572	0.5995156235307049	0.5280070991092697	0.4487777049526967	0.3620674400671294	0.28995792067638704	0.20986933634319013	0.14015706142604176	0.07896294351943614	0.03228308027561	0.006180915643120889
3270R1D4	0.1826646352896951	0.2977111668867784	0.39390964506389287	0.4945725303859829	0.5918595731475126	0.6841373630176262	0.7654470333149863	0.833809507499336	0.8913665607895166	0.9376805037940842	0.9780901366697671	1.0161365009068253	1.0496007077436902	1.0808632064328854	1.1052119269778347	1.126610107026552	1.1448322721620763	1.1619183853511192	1.1744614138289957	1.1870353952952661	1.1982807648048857	1.2031168553588314	1.2077864519799313	1.2104235934691405	1.2101003897284466	1.2071127018772136	1.203173866157253	1.2076660944346247	1.2066077195788811	1.2035218255223428	1.1982087657805307	1.2001553889355936	1.2077874807725535	1.2081292271994324	1.2060554293634473	1.2043203555266861	1.2064914457425269	1.2057122442718022	1.2062887026574423	1.2145480325568296	1.217443584714091	1.2190548932941856	1.224428334363478	1.2243553172703872	1.2260720137427628	1.2288551747867698	1.2305249852945375	1.2280991624965467	1.227256290072249	1.2267244489610392	1.223415229470826	1.2205986942625793	1.21702616893879	1.2129968743825883	1.2074617358400788	1.2032635877536941	1.2009058292037922	1.1994983972468727	1.2001473408824264	1.1956913202396604	1.1914801589435298	1.1875118059832266	1.186076558650027	1.1838226725532797	1.1876652130878946	1.187736403672533	1.1847749947866437	1.1798352153875535	1.1731599292398638	1.1664715542302166	1.1615196975508175	1.1600580360393589	1.1547408611303536	1.1477453929195272	1.1345681679655844	1.1228839771208208	1.109191390641054	1.0880254986870836	1.0703490404738267	1.0541182321441567	1.032708023870659	1.0095170366994752	0.9810126631950091	0.9538783943165821	0.9238544685448068	0.8796047807300008	0.8332676648786336	0.7832642170466632	0.7263239648210934	0.6634602238603089	0.5945731608524937	0.5204949637732597	0.4402727552047079	0.35294529941938874	0.2802222122648637	0.20158964514701963	0.13372894258302792	0.07505732576126918	0.029783940900786815	0.005480224402411071
3270R3D3	0.20841283009511513	0.33271024501022123	0.43003702199357713	0.5376461848379598	0.6403843276762219	0.7356225877487285	0.8208175076108705	0.8908654635165948	0.9453125857314988	0.9897626536397468	1.0276755644229423	1.0632423554332437	1.090833492198857	1.1182878004442487	1.1383265671740121	1.1565611062834946	1.1720649629142894	1.187261389333708	1.1959500196331456	1.203656918349259	1.2107556113174762	1.2136286398363956	1.219702397918066	1.2212901402769512	1.2173156856584455	1.2141007873972802	1.209853480754265	1.2112235812889252	1.2101458412203256	1.2071968053660425	1.2021754980349535	1.2008619893442922	1.2024634302538921	1.1974278344657097	1.193035551168475	1.1887838331719451	1.1902124340792004	1.1888759296376081	1.1872260989919268	1.1899163784521263	1.1908569542626568	1.1894977344491375	1.1890889214448992	1.1898521407130256	1.1938210769741446	1.1954503311095188	1.195601401837442	1.194355757909297	1.1938901751273394	1.1935426019661544	1.1888527635347987	1.1856552880937714	1.1829640228715725	1.1775767295922155	1.1713603520391767	1.1630885086846336	1.1587071425734565	1.155650645896798	1.1568570731154701	1.1543476311872332	1.1522682569913765	1.1509118278304027	1.151157446838876	1.1497236005338167	1.1527164837175845	1.1512380929955535	1.1499845213000641	1.146520219294888	1.1444435379336213	1.1433926486626356	1.1416990467690247	1.1415323813794729	1.1384362215847887	1.13434374892167	1.1244485007634515	1.1168716425159206	1.1058884372828797	1.0869200451002086	1.0730126754022282	1.0582345407776061	1.0396150778821385	1.0199021006301725	0.997589782636442	0.9737973321956447	0.9452747386560049	0.9048392979213362	0.858862244006779	0.8082650688774902	0.7552128502718507	0.6941028213665077	0.6258791944440862	0.548464845735504	0.4641573591282383	0.3760905649756901	0.3012881832265043	0.2205312707278341	0.14810202284278243	0.08284039008961706	0.03305303737670806	0.005747154347845522
3270R3D4	0.18956800339077776	0.30427952635317557	0.39730073447814246	0.4955081827342067	0.5909449810900783	0.6801601254722903	0.7596450773975318	0.8296023881724929	0.8879948829152335	0.9374279244026867	0.9807900607582888	1.020507079491535	1.0546411995492728	1.0869660472778582	1.112689636721906	1.1351226670653092	1.155110852780261	1.1725055634850199	1.1874260432615236	1.200038376556358	1.211088656367471	1.2167304729655877	1.2217684372475783	1.2246014457390126	1.223161818316579	1.2200047444164877	1.216668381347504	1.2197763103008055	1.2197470180367753	1.2179241401612413	1.2135334131436062	1.2153813385167196	1.220983556139596	1.2187199219689504	1.217099623184356	1.2152730846630568	1.2187578410963855	1.2192422805795524	1.219754518985864	1.2245023625684752	1.2258960263039969	1.2267963726642779	1.2292275569432676	1.2302392311453711	1.2333021201308112	1.2357349941252567	1.236439564141359	1.2354677059746877	1.2342981165183897	1.2343573726592927	1.23016881044516	1.2267484442359071	1.2224634847610114	1.216803471998791	1.2106210958792374	1.2045628620663245	1.2016720123722475	1.1983217080827722	1.1976447138248043	1.189666690129726	1.184564021328088	1.1803330453749703	1.1786024527357741	1.1761291867378307	1.17861224079231	1.1779088580856467	1.1738298057187002	1.1685014580988127	1.1640869119664787	1.1589515499371559	1.153492623067238	1.1504448205384052	1.1432421077432036	1.1350512299774889	1.1222973094362858	1.1117306612133355	1.0976926628918682	1.0752254083782316	1.0562816061442133	1.0374746352296322	1.013987494360417	0.9889343907682422	0.9605047964359665	0.9337455135599313	0.9050600728125033	0.8636486240230652	0.8186370381419286	0.7680351581591187	0.7136257796185608	0.6520591413079742	0.5848955802785365	0.510912893064448	0.43093427451841926	0.34572326750959703	0.2748243896112382	0.19740909923156386	0.13075078877866575	0.07348932947997228	0.029430392020773893	0.005558307421138126
3270R4D3	0.186922564748628	0.30377641088112256	0.4033243907824457	0.5050669448102048	0.6033444430659128	0.6941284142874254	0.7741840924423417	0.8427021408267269	0.9012955066341397	0.9506936174006057	0.9936873425895448	1.03324887023346	1.06637233499756	1.0998732415713675	1.1247863035027827	1.1456776232105776	1.1643244527611947	1.1823418924537756	1.1960759578530327	1.2059749992916342	1.2161605900492378	1.2215394386183633	1.2269977023112546	1.2294400244743093	1.2285195367321275	1.2263896527044318	1.2246609509294277	1.2272859724506187	1.2273869800291295	1.225709350237909	1.2220879007240355	1.2228865726784877	1.2270848764480888	1.223582440899276	1.2205220599329	1.217874891211767	1.220203157200589	1.2189245720106674	1.2182086645682315	1.2209315354469932	1.220361317693089	1.2193934811171148	1.2215547854734983	1.2244711423758683	1.2285225229333465	1.2307095941765704	1.2305294997125797	1.2299043744563594	1.2285429437615383	1.2285610237456195	1.2241049571209963	1.2202439344330456	1.2160365278105005	1.2108869182828872	1.2046682923068726	1.1987933106056177	1.1956164723147276	1.1904210024637139	1.189162643152255	1.183221844858318	1.1797135874598135	1.1758799166700442	1.1749342419866087	1.1729976420591097	1.1741849541618083	1.1714533851504556	1.1667152498697997	1.1607568226451292	1.1552983838457553	1.1501518773494148	1.1444740483689109	1.1413270639012092	1.134460769689582	1.1274219358286943	1.1150285315351605	1.1047726788774068	1.090973050896941	1.0687176234726865	1.0496396107506867	1.029940322106053	1.0060307767934469	0.9829748887305954	0.9565338439024444	0.9297266451945211	0.8999408792401726	0.8600452237109418	0.8145985031310116	0.7655432389859774	0.7120803457278622	0.6515570262076853	0.5852795992858475	0.511541588426188	0.4314872956990349	0.3483305530092586	0.2773020274194312	0.1980027473920125	0.13084246886096051	0.0734302959228166	0.03028921825186782	0.005716134685787495
3270R4D4	0.17814457372765571	0.2936240595791014	0.39653473829196334	0.49862006677931353	0.5987965168758137	0.6921577595795723	0.7731694841909912	0.841216624115547	0.8982975351267705	0.9443771902111323	0.9848894664070542	1.022532808153619	1.0547231580530436	1.0861987937078283	1.1089365718905642	1.1282208027791876	1.1457062785485905	1.1633725707022224	1.177540160559223	1.188192209247918	1.1983949628555333	1.2045832113766184	1.2097058015922382	1.2119558736994414	1.2098699060823301	1.2075759215883135	1.205201847546025	1.207722721983725	1.2075311747411184	1.205767946336782	1.201762517754691	1.2039931466893865	1.2101952113628425	1.2095509804990356	1.2077760733753937	1.2069222898457714	1.2095377795702613	1.208738361172703	1.2084186841676354	1.2133016582586975	1.2150333287596249	1.2160164880723447	1.2199832743213816	1.2221942785140893	1.225896391583039	1.2294148142336496	1.2303872796843187	1.227931594704829	1.2254367451460686	1.2253944430382078	1.2230950940027205	1.220003338693381	1.215726491484851	1.2115723538137275	1.2076979025193124	1.202472573805986	1.200021490939754	1.1977896402087491	1.19822223197158	1.1944364852178266	1.191876483359719	1.188944323694105	1.1875212729436946	1.1857693810774115	1.188020287780644	1.1864970611715493	1.1805814272477546	1.1744054807046986	1.1685963574368354	1.1637453501868862	1.1585165127464077	1.1560411862406812	1.1500224421930987	1.142976332932484	1.1296708620187799	1.1191130888374783	1.1058747598665508	1.084756392556457	1.066449786026633	1.0479988936061126	1.026021361948393	1.0025561769762965	0.9743481338476806	0.9478055576571816	0.9181298106473489	0.8751915641968979	0.829402489349973	0.7801013092361806	0.7259013943572437	0.6649696545665772	0.5970939007173415	0.520453267422107	0.43848362713948663	0.35580221251213373	0.2833508234795417	0.20419246314226963	0.13505121792276517	0.07554349498524479	0.030215082116522338	0.005525095409744899
32G0R1D3	0.18755786033065472	0.291147929724825	0.38277119048620745	0.47162219706266584	0.5598464256372616	0.6406492163207146	0.7147433425484999	0.7811341083706702	0.8373559743254091	0.8871435439565515	0.9344787837409732	0.9744567771608783	1.0115328638307952	1.0474502742507068	1.0740217182609462	1.0963076746732647	1.116389519899098	1.132478424856519	1.1439777252663885	1.1530341339544776	1.1627240023309056	1.1686806170785176	1.172955095723579	1.1767190658463833	1.1781809340017557	1.1779851196961308	1.1776569482404342	1.1818678296193306	1.1852623881122504	1.18796341110083	1.1874997330961392	1.1924257315616174	1.1957222482534426	1.1884957646359349	1.1850893119879153	1.1869777645963624	1.193318249027952	1.1940002899367546	1.1953988870082861	1.1987055197431884	1.1999703437852802	1.2016983454175612	1.2048114428361378	1.2139151061673359	1.2181277071476868	1.2227863534459817	1.226581987932432	1.230288463427216	1.233435973393526	1.2382838313659807	1.2374902289189087	1.2383170390602711	1.2387582521618288	1.2362378468215198	1.2315015502692155	1.2329306656778833	1.2335537513306596	1.226626757425938	1.2244442546433734	1.213941541587789	1.2125285222490558	1.2105682741673085	1.210792079237373	1.2091201494582369	1.2093159578569606	1.2072732895827802	1.2038320577672366	1.1989693013721854	1.1935231813446845	1.1877688724033004	1.1827128479281492	1.1811375948124896	1.1747260175533318	1.168895277461305	1.160649498811583	1.1529266852615616	1.1416345978137283	1.1174431623154502	1.100529324608312	1.0831310345293463	1.0626901964793054	1.037113203743563	1.0101317596407169	0.9839748692396314	0.9545729378850735	0.9165273990787358	0.8753057266467018	0.8233274754645282	0.7678350526250372	0.7059534521856238	0.6356893780801774	0.54609030355586	0.45121681818021825	0.3583723276919788	0.2818658660753373	0.20234381116174438	0.13473944741664912	0.07608313897580342	0.03279670911643846	0.006462361150744601
