Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
32701R1D4_1	88721.0	63245.0	28766.0	16078.5	10272.5	7212.0	5506.0	4471.5	4116.0	3691.5	3297.0	3694.0	4311.0	4739.0	5264.5	6125.0	6506.5	6639.5	7053.0	7379.0	8867.5	11129.0	13652.0	17285.0	21619.5	27018.5	34138.5	43519.0	56882.5	71344.5	86971.5	109114.0	136372.0	166145.0	206816.5	273940.5	347347.0	414039.5	492306.0	594786.5	728003.5	855192.5	998132.5	1150028.0	1263283.5	1408651.0	1565754.0	1683685.0	1758770.5	1802849.5	1864918.0	1858383.5	1838662.5	1809301.5	1681000.0	1540590.5	1445341.0	1363670.0	1279077.0	1199015.0	1086845.0	957000.5	842719.5	722173.0	595405.0	478431.0	372409.5	291972.5	216008.5	159059.5	130003.5	100104.0	69092.5	47451.0	34860.5	26315.5	18118.0	11897.0	7517.0	4964.5	3320.5	2353.5	2103.5	2084.0	1791.0	1286.0	816.5	604.0	529.5	464.5	402.5	365.5	344.0	328.5	304.5	272.5	234.5	205.5	178.0	104.0	45.0
32701R1D4_2	68910.0	53152.5	30183.0	19320.5	13433.5	10033.0	7915.5	6501.5	5859.0	5173.0	4597.5	4926.0	5490.0	5841.5	6380.5	7322.5	7542.5	7541.0	8025.0	8362.5	9569.5	11640.0	14027.5	17368.5	21478.0	26361.5	33027.5	43222.0	56874.5	71139.5	87191.5	109189.5	136544.5	166168.5	205972.0	272627.0	346981.5	412890.0	490717.0	592826.5	725051.0	852739.5	994398.0	1145013.5	1257664.0	1404685.0	1562150.0	1678174.0	1752481.0	1794228.5	1856685.5	1853731.5	1830946.0	1801624.0	1676751.5	1538101.0	1443658.5	1360478.0	1276245.5	1195362.0	1083834.0	954445.0	840919.5	721229.5	589768.0	469672.5	366847.5	289394.5	215253.0	159739.5	131293.5	101745.0	70746.0	49111.0	36843.5	28370.0	19740.0	13535.5	9233.5	6568.5	4850.0	3825.5	3524.5	3463.0	3234.5	2816.0	2490.0	2507.5	2720.5	3020.5	3430.5	3925.5	4026.5	3450.0	2718.0	2358.5	2442.5	2742.0	4731.0	9179.0	30623.0
32701R3D4_1	5521.0	3764.5	1507.5	853.0	603.0	491.5	415.0	341.5	323.0	332.5	344.5	325.0	326.5	362.5	397.0	443.5	478.0	546.0	643.0	775.5	955.5	1241.0	1700.0	2112.0	2620.5	3522.5	4922.0	6698.5	9314.5	13240.5	18467.0	25645.5	35847.5	48833.0	66997.0	93512.0	127581.0	165396.5	212947.5	272839.0	341795.0	418990.0	504878.5	596987.5	686518.0	784696.0	881288.5	962582.5	1043906.0	1119477.5	1181576.0	1212318.5	1229507.5	1236805.5	1221016.0	1186145.5	1144602.0	1108404.0	1055086.5	989243.5	917378.5	835959.0	746576.0	645099.0	532383.5	431747.5	341248.0	261957.0	199309.0	144337.5	103589.5	73921.0	52882.5	39025.0	28079.0	20061.5	14790.5	10651.5	6907.0	4604.0	3015.0	2111.0	2016.5	2206.0	2088.5	1527.0	866.0	575.5	481.5	427.0	372.0	333.5	318.5	292.0	249.0	209.5	197.0	172.0	124.0	82.0	48.0
32701R3D4_2	4432.0	3281.5	1701.0	1112.0	843.0	721.0	650.0	582.5	564.0	574.5	590.0	605.5	612.5	648.0	733.5	771.5	813.5	919.5	1044.5	1134.5	1291.5	1587.5	1988.0	2438.0	2988.0	3810.0	5079.5	6926.0	9621.0	13350.5	18480.0	25728.5	36036.0	48766.0	66500.0	92962.0	126621.5	164693.5	212143.5	270923.0	340334.5	416642.0	501829.0	594375.0	682850.0	779480.5	875590.5	957605.5	1037793.0	1111242.0	1171973.0	1205137.0	1222212.0	1229912.5	1216282.0	1182470.5	1140877.0	1103503.5	1051371.0	986304.5	915613.5	836173.0	748942.5	647350.5	534113.5	432694.5	342985.0	264962.5	201838.0	146770.0	105736.0	76174.5	54877.0	40557.0	29758.5	21796.0	16381.0	12114.0	8348.0	5987.0	4414.5	3359.0	3166.0	3210.5	3004.5	2501.0	2001.5	1847.0	1808.5	1891.5	2057.5	2189.0	2181.0	2023.5	1831.0	1792.5	1916.0	2151.0	3599.5	6454.5	15706.5
32701R4D4_1	76634.0	54173.0	23739.0	12567.0	7523.0	4892.5	3464.0	2530.0	2023.5	1704.0	1517.5	1398.0	1342.5	1333.5	1380.5	1454.5	1482.0	1540.5	1704.5	1898.0	2163.5	2693.0	3673.0	5309.0	6437.0	7276.0	9107.0	12470.0	17445.0	23285.5	30628.5	40742.5	54304.5	69090.0	86237.0	112826.5	147680.0	184351.0	227410.5	283464.0	348363.5	416850.5	492241.0	574185.0	654056.0	728343.5	791507.0	849435.0	906967.0	946761.5	971084.5	970010.0	955015.0	933889.0	885053.5	826689.5	780835.5	727974.0	664848.5	609661.0	556681.0	503859.5	451680.5	387500.0	317902.5	260274.5	206304.0	156710.5	111795.5	76855.5	56352.5	41089.5	29843.5	22243.0	15765.5	11045.0	7928.0	5743.5	3795.5	2446.5	1582.5	1031.5	834.5	780.5	641.0	439.0	289.5	235.0	197.5	176.0	153.0	133.5	128.0	121.5	103.5	89.0	74.0	64.5	61.5	40.0	19.0
32701R4D4_2	60653.0	46036.5	24872.0	15082.5	10000.5	7189.5	5453.0	4148.5	3299.5	2781.5	2456.0	2233.5	2093.0	2047.5	2007.5	2055.5	2066.0	2113.5	2240.0	2369.0	2634.5	3159.5	4027.0	5638.5	6804.0	7630.0	9534.0	12792.5	17788.0	23618.5	31242.5	41719.5	55248.0	69770.0	87053.0	114105.5	148905.5	185156.5	228076.5	283507.0	347893.0	415353.0	491384.5	573512.0	652551.0	726938.5	787946.0	844777.0	901836.0	942710.0	966681.5	964327.5	951476.0	930053.0	880789.5	824482.5	778575.5	725867.5	662605.5	606615.0	554558.5	502445.5	448243.5	376379.0	296892.5	233461.0	180374.0	138168.5	102054.0	72458.5	54425.0	40655.5	30246.5	23163.0	17097.5	12449.5	9524.5	7486.0	5579.0	4354.0	3640.5	3174.5	3049.5	3161.5	3141.5	3154.5	3405.5	3923.5	4712.5	5906.0	7511.0	9000.0	9137.5	7136.5	4437.0	2733.5	2109.0	2079.0	3134.5	5696.5	40717.0
3270R1D3_1	13968.0	9544.5	3945.5	2254.5	1494.5	1103.5	929.0	841.0	732.5	672.0	687.5	711.5	706.5	757.5	837.0	908.0	1033.0	1151.0	1317.5	1560.0	1956.0	2545.0	3470.5	5263.5	6702.0	7985.0	10216.0	13723.0	19495.0	26768.0	35746.5	48786.5	65620.0	86246.0	111047.5	142429.5	182750.0	232796.5	290571.5	358349.5	436553.5	517804.5	604228.5	700436.5	795562.5	885991.0	969772.5	1039265.0	1099053.5	1145836.0	1174657.0	1180282.5	1175998.0	1160921.0	1108568.5	1040083.0	985485.5	927097.5	865591.5	811730.0	757827.0	703259.0	636777.5	541424.0	431042.0	342765.0	284399.0	235401.0	174507.0	116901.5	81600.0	57841.0	41870.5	32595.0	25292.0	18467.0	12791.5	8810.5	5948.0	4048.5	2729.0	2109.5	2069.0	2178.5	1970.0	1388.0	800.0	562.0	485.0	438.0	408.5	377.5	351.0	340.0	318.5	283.5	240.0	213.5	195.0	134.5	71.5
3270R1D3_2	14729.0	10431.0	4770.5	2893.0	2070.0	1664.0	1411.0	1234.5	1179.0	1166.5	1195.5	1210.5	1284.5	1344.5	1397.5	1511.5	1569.5	1688.0	1886.5	2154.5	2484.0	2961.0	3938.0	5667.0	7039.0	8162.0	10311.5	13947.5	19802.0	26807.5	35568.5	48513.0	65555.5	85571.5	110110.0	142439.5	182278.0	231199.0	288976.5	357096.5	434528.5	515087.0	601207.5	696022.0	790885.0	882572.0	965058.0	1032720.5	1092582.5	1140161.5	1169250.5	1175084.0	1170509.5	1156434.5	1104288.0	1035659.0	981479.0	922571.0	862020.5	808610.0	755723.5	702867.0	637595.5	543055.0	431636.5	338923.0	270430.0	210747.0	149955.5	102852.0	76681.0	56278.0	41821.0	33468.0	26585.0	19732.5	14250.0	10513.5	7634.5	5873.5	4708.5	4073.0	4059.0	4216.0	4090.5	3690.5	3433.0	3610.5	4116.5	4895.0	5963.0	7094.5	7516.5	6598.0	4916.5	3719.5	3406.5	3589.5	5927.0	10937.5	42055.0
3270R1D4_1	14969.0	9985.0	3826.0	2156.0	1436.5	1099.5	950.5	849.0	770.0	712.5	689.5	715.5	750.5	805.5	922.5	1003.5	1068.5	1185.5	1329.5	1516.0	1801.5	2312.5	3264.0	4809.0	6000.0	7026.0	8972.0	12139.0	17337.0	23913.5	31287.5	40819.5	53953.5	70939.5	91806.5	116941.0	149410.0	192808.5	243089.5	303310.0	373852.0	449756.5	531335.0	623522.5	720275.0	810993.0	893709.5	956448.0	1012762.5	1066828.5	1104007.5	1113604.5	1110176.0	1099963.5	1055751.5	994042.5	936587.5	871770.0	806023.0	748591.0	690698.0	628978.0	562649.0	480474.0	385844.5	308156.0	255701.0	215749.0	165358.5	111579.5	77223.5	54417.5	38520.5	28799.5	21237.5	15578.5	11376.5	8224.0	5558.5	3755.0	2440.5	1717.5	1560.0	1605.5	1485.5	1086.0	673.5	500.5	439.0	389.5	347.5	325.0	316.5	292.5	251.5	227.5	209.0	190.5	156.0	102.0	64.5
