Sample	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
32701R1D4_1	3232.0	5579.0	6723.0	7345.0	11013.0	21184.0	25374.0	40988.0	65073.0	100859.0	154961.0	218938.0	312253.0	405776.0	538391.0	655770.0	801070.0	913028.0	1062802.0	1130902.0	1179730.0	1184296.0	1163824.0	1135054.0	1110751.0	9571475.0	16295451.0
32701R1D4_2	4093.0	5580.0	7408.0	7729.0	12092.0	21528.0	25538.0	40808.0	63295.0	97929.0	154899.0	227798.0	314347.0	403844.0	537218.0	656248.0	800340.0	912809.0	1061476.0	1130005.0	1181529.0	1184493.0	1164521.0	1137271.0	1124256.0	9722783.0	16122005.0
32701R3D4_1	2160.0	3456.0	3377.0	3671.0	5623.0	232632.0	7449.0	10782.0	16452.0	25204.0	39355.0	59695.0	83817.0	115140.0	158665.0	205975.0	272078.0	334373.0	414008.0	488106.0	557395.0	614607.0	656517.0	685280.0	702819.0	6891441.0	12440225.0
32701R3D4_2	2749.0	3139.0	3562.0	3521.0	5880.0	232513.0	7326.0	10654.0	16241.0	25344.0	40785.0	59390.0	83558.0	115314.0	158929.0	205943.0	272043.0	334378.0	413904.0	487855.0	557294.0	614267.0	656658.0	686706.0	712972.0	7058635.0	12260742.0
32701R4D4_1	1531.0	2982.0	3734.0	3641.0	5053.0	8929.0	8776.0	12629.0	19027.0	27475.0	41464.0	71919.0	85499.0	114472.0	161285.0	206634.0	273202.0	329214.0	403539.0	457916.0	510466.0	541528.0	559841.0	572399.0	571595.0	5312592.0	9278933.0
32701R4D4_2	2109.0	3271.0	4498.0	4174.0	5941.0	9525.0	9142.0	12633.0	18053.0	25666.0	40876.0	80809.0	88333.0	113168.0	160385.0	207141.0	272602.0	328860.0	402170.0	457111.0	512007.0	542167.0	560701.0	574272.0	578410.0	5420711.0	9151540.0
3270R1D3_1	2740.0	4389.0	4330.0	4559.0	5312.0	8690.0	10462.0	16797.0	27149.0	43464.0	72649.0	116669.0	166099.0	229621.0	327949.0	412895.0	531923.0	605805.0	704377.0	747783.0	791104.0	795111.0	793752.0	779213.0	755463.0	6083222.0	10518212.0
3270R1D3_2	4118.0	4436.0	4815.0	4460.0	6047.0	8376.0	10627.0	16569.0	26582.0	43334.0	74799.0	116709.0	165835.0	229466.0	327857.0	412839.0	531547.0	605497.0	703582.0	746816.0	790649.0	794727.0	793568.0	780419.0	763918.0	6174159.0	10417988.0
3270R1D4_1	2611.0	4286.0	4282.0	3877.0	4666.0	8802.0	7841.0	11397.0	17764.0	26961.0	43540.0	75590.0	94702.0	126910.0	182317.0	229376.0	305657.0	362346.0	455762.0	517443.0	595887.0	627054.0	653910.0	667267.0	666737.0	6128240.0	10766961.0
3270R1D4_2	3694.0	4157.0	4469.0	3974.0	5232.0	8645.0	7928.0	11380.0	17524.0	27253.0	45677.0	76199.0	94824.0	127011.0	182604.0	229683.0	305508.0	362580.0	455068.0	517144.0	595693.0	626904.0	654206.0	669045.0	676423.0	6259078.0	10620283.0
3270R3D3_1	1519.0	2801.0	4164.0	8108.0	35620.0	7015616.0	8191.0	12331.0	18965.0	28689.0	47166.0	72405.0	102656.0	139574.0	200657.0	255262.0	340674.0	399200.0	488527.0	536072.0	589892.0	602588.0	606070.0	599166.0	575911.0	3606492.0	5946672.0
3270R3D3_2	1805.0	2452.0	4038.0	7974.0	35292.0	7009586.0	8129.0	12040.0	18550.0	28381.0	48253.0	73099.0	102739.0	139460.0	200504.0	255340.0	340471.0	398897.0	487981.0	535465.0	589974.0	602404.0	605768.0	599446.0	578892.0	3640439.0	5917609.0
3270R3D4_1	1422.0	3564.0	5028.0	7465.0	23573.0	3363058.0	7961.0	11991.0	18103.0	25560.0	39198.0	64126.0	77544.0	100050.0	138102.0	168659.0	221037.0	259586.0	320992.0	358264.0	409200.0	431285.0	445064.0	453345.0	452372.0	3959605.0	6931819.0
3270R3D4_2	1630.0	3222.0	4893.0	7239.0	23397.0	3363366.0	7855.0	11882.0	17583.0	25460.0	39837.0	64603.0	77723.0	100212.0	138214.0	168958.0	221132.0	259719.0	320803.0	358149.0	409444.0	431457.0	445314.0	454000.0	456758.0	4025964.0	6859159.0
3270R4D3_1	924.0	1505.0	1699.0	1941.0	2856.0	4564.0	6397.0	10392.0	16870.0	25781.0	41869.0	68126.0	88929.0	117461.0	164701.0	200504.0	255265.0	285395.0	329476.0	346208.0	365681.0	366939.0	362476.0	356959.0	343955.0	2924272.0	5142299.0
3270R4D3_2	1528.0	1764.0	2070.0	2117.0	3222.0	4669.0	6409.0	10355.0	16679.0	25766.0	42614.0	68160.0	88976.0	117603.0	164793.0	200719.0	255155.0	285317.0	329288.0	345861.0	365468.0	366571.0	362138.0	357334.0	347194.0	2965010.0	5096664.0
