Sample	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
3270R4D4_1	802.0	1392.0	1703.0	1805.0	2675.0	4013.0	5353.0	8314.0	12993.0	18718.0	29180.0	52077.0	57655.0	73975.0	101029.0	124719.0	161062.0	187579.0	228238.0	252157.0	280156.0	294849.0	303425.0	307813.0	305644.0	2864239.0	5091525.0
3270R4D4_2	998.0	1364.0	1817.0	1892.0	2749.0	3945.0	5269.0	8148.0	12785.0	18680.0	29709.0	52439.0	57853.0	74067.0	101088.0	124866.0	161191.0	187549.0	228009.0	251981.0	280011.0	294867.0	303481.0	308331.0	309310.0	2916287.0	5034404.0
32G0R1D3_1	1502.0	2538.0	2785.0	3166.0	6570.0	625762.0	8239.0	13466.0	21564.0	34193.0	57038.0	92588.0	135973.0	192222.0	279502.0	367566.0	479905.0	570324.0	683222.0	746582.0	806406.0	838908.0	851019.0	851323.0	841120.0	7400480.0	12728348.0
32G0R1D3_2	2232.0	2793.0	3294.0	3500.0	6916.0	625549.0	8413.0	13350.0	21368.0	34085.0	58258.0	93237.0	136286.0	192499.0	279959.0	368079.0	480225.0	570553.0	683073.0	746494.0	806509.0	839288.0	851533.0	852793.0	850146.0	7505547.0	12606332.0
32G0R1D4_1	788.0	2820.0	3784.0	3340.0	5779.0	15514.0	15354.0	24630.0	38804.0	55576.0	82816.0	132068.0	135381.0	159840.0	194301.0	218739.0	236635.0	244057.0	283858.0	282426.0	290319.0	300324.0	277387.0	247463.0	221060.0	995296.0	1535420.0
32G0R1D4_2	1287.0	2909.0	4149.0	3836.0	6340.0	15837.0	15600.0	24625.0	38086.0	54707.0	82513.0	135948.0	136557.0	159036.0	193619.0	218856.0	236224.0	244171.0	283551.0	282025.0	291177.0	300635.0	277608.0	248075.0	222577.0	997258.0	1526573.0
32G0R3D3_1	2200.0	3628.0	3792.0	4158.0	5812.0	10228.0	13571.0	23028.0	37537.0	62067.0	101026.0	150400.0	222566.0	303089.0	409412.0	517452.0	637028.0	741165.0	847958.0	914881.0	961538.0	985329.0	988727.0	980517.0	968613.0	8677832.0	15130350.0
32G0R3D3_2	3513.0	4011.0	4699.0	4655.0	6690.0	10250.0	13858.0	23061.0	37359.0	62391.0	102964.0	150154.0	222456.0	303300.0	409846.0	517628.0	636897.0	741051.0	847236.0	914352.0	961355.0	985159.0	988985.0	982615.0	981136.0	8841858.0	14946425.0
32G0R3D4_1	2278.0	3664.0	3766.0	4138.0	5407.0	9641.0	11924.0	19156.0	32109.0	49721.0	81342.0	118144.0	174229.0	232231.0	319496.0	399823.0	511043.0	596689.0	710035.0	774635.0	838250.0	877111.0	887995.0	887704.0	877238.0	7844903.0	13423592.0
32G0R3D4_2	3393.0	3838.0	4334.0	4330.0	6311.0	9512.0	12113.0	19193.0	31950.0	49920.0	83589.0	118059.0	173917.0	232127.0	319650.0	400092.0	510959.0	596507.0	709341.0	773957.0	837765.0	876528.0	887926.0	889095.0	888641.0	7993350.0	13259867.0
32G0R4D3_1	1608.0	2707.0	3440.0	4084.0	6313.0	257549.0	10083.0	14819.0	22846.0	35385.0	57522.0	87975.0	137459.0	199082.0	288690.0	384094.0	504713.0	609488.0	732449.0	803737.0	861822.0	898700.0	902808.0	896999.0	877748.0	6442122.0	10776545.0
32G0R4D3_2	2220.0	2800.0	3705.0	4068.0	6500.0	257135.0	9925.0	14644.0	22449.0	35115.0	58336.0	89057.0	137672.0	198787.0	288671.0	384342.0	504322.0	609329.0	731445.0	802827.0	861490.0	898163.0	902617.0	897446.0	884065.0	6500662.0	10712995.0
32G0R4D4_1	1137.0	2059.0	2406.0	2711.0	3582.0	7469.0	7038.0	10179.0	15470.0	23688.0	36847.0	59367.0	80288.0	109773.0	154376.0	202345.0	264715.0	324995.0	404642.0	463729.0	520721.0	564549.0	589030.0	602303.0	606183.0	5757093.0	9857471.0
32G0R4D4_2	1357.0	1868.0	2579.0	2660.0	3778.0	7393.0	6953.0	10051.0	15142.0	23479.0	37391.0	60121.0	80511.0	109842.0	154691.0	202733.0	265044.0	324925.0	404315.0	463735.0	520880.0	564611.0	589290.0	603367.0	612208.0	5844140.0	9761102.0
WT7005R1D3_1	1930.0	3097.0	3329.0	3554.0	4794.0	7586.0	10309.0	16779.0	27982.0	45622.0	72801.0	107725.0	161520.0	221857.0	306186.0	386264.0	485972.0	566361.0	664490.0	725671.0	763340.0	769639.0	771597.0	762082.0	753434.0	6723533.0	11645207.0
WT7005R1D3_2	3313.0	3638.0	4419.0	4107.0	5911.0	7667.0	10665.0	16966.0	27698.0	45540.0	74772.0	108473.0	161571.0	221791.0	306149.0	386292.0	485916.0	565948.0	663845.0	724976.0	762983.0	769608.0	771983.0	763586.0	762026.0	6823158.0	11529660.0
WT7005R1D4_1	1227.0	2258.0	2471.0	2617.0	3803.0	8279.0	9785.0	16839.0	29003.0	46900.0	76508.0	120267.0	167815.0	226091.0	308402.0	375096.0	458597.0	508648.0	571988.0	596499.0	616360.0	608255.0	594115.0	580549.0	563359.0	4661116.0	8283107.0
WT7005R1D4_2	2941.0	3588.0	4107.0	3813.0	5344.0	8794.0	10468.0	17135.0	28608.0	46405.0	77986.0	123374.0	168768.0	225796.0	308402.0	375311.0	457990.0	508596.0	571461.0	596190.0	616685.0	608496.0	594226.0	581798.0	569537.0	4715519.0	8208616.0
WT7005R3D3_1	2601.0	3915.0	4087.0	4682.0	7034.0	306863.0	9799.0	14865.0	22690.0	35538.0	56675.0	82709.0	121472.0	162875.0	222904.0	283884.0	365417.0	444511.0	548091.0	644750.0	743920.0	830947.0	908803.0	967623.0	1017570.0	10408216.0	18636142.0
WT7005R3D3_2	4059.0	4624.0	5205.0	5285.0	8143.0	307020.0	10237.0	15034.0	22713.0	36090.0	59708.0	82488.0	121382.0	163377.0	223493.0	284383.0	365516.0	444754.0	547756.0	644562.0	743730.0	830658.0	909103.0	969681.0	1030274.0	10629418.0	18389890.0
WT7005R3D4_1	3482.0	5574.0	5613.0	5874.0	8486.0	393822.0	9584.0	13772.0	21027.0	33454.0	53611.0	81887.0	121728.0	169181.0	241697.0	315207.0	416314.0	518048.0	642937.0	753566.0	852090.0	927430.0	984331.0	1021943.0	1045802.0	10196274.0	18013719.0
WT7005R3D4_2	4048.0	4657.0	5186.0	5297.0	8476.0	393172.0	9128.0	13117.0	20095.0	32540.0	54818.0	84683.0	122341.0	168432.0	241256.0	315497.0	416202.0	517945.0	641844.0	752494.0	852027.0	927198.0	984442.0	1023630.0	1058493.0	10434124.0	17765311.0
WT7005R4D3_1	712.0	1357.0	1610.0	1508.0	2211.0	3864.0	5123.0	8363.0	13279.0	19653.0	29913.0	59969.0	57327.0	73119.0	95137.0	109979.0	133648.0	147876.0	170645.0	181685.0	194472.0	185678.0	176792.0	171974.0	165374.0	1302830.0	2413625.0
WT7005R4D3_2	1087.0	1661.0	2111.0	1970.0	2677.0	4144.0	5205.0	8379.0	12819.0	18999.0	29817.0	62792.0	58191.0	72815.0	94904.0	110325.0	133676.0	147902.0	170061.0	181506.0	194950.0	185656.0	176952.0	172326.0	167021.0	1313268.0	2396509.0
WT7005R4D4_1	1546.0	2745.0	3059.0	3527.0	4540.0	7334.0	9615.0	14973.0	23914.0	37243.0	58316.0	86113.0	123349.0	165743.0	227482.0	282562.0	354012.0	407511.0	471022.0	509064.0	534730.0	546926.0	548561.0	547157.0	536207.0	4875565.0	8649730.0
WT7005R4D4_2	2372.0	2950.0	3748.0	3737.0	5301.0	7403.0	9786.0	15144.0	23655.0	37406.0	59970.0	86732.0	123533.0	165825.0	227616.0	282920.0	354117.0	407300.0	470537.0	508761.0	534687.0	546691.0	548618.0	548243.0	542779.0	4942745.0	8569970.0
WT701R1D4_1	2679.0	4783.0	5938.0	8156.0	26157.0	4440721.0	17064.0	27584.0	44460.0	71792.0	109115.0	161970.0	237832.0	317259.0	436115.0	535819.0	668635.0	759532.0	871888.0	938101.0	947921.0	928115.0	907299.0	876626.0	851243.0	6522535.0	10890063.0
WT701R1D4_2	3189.0	4903.0	7059.0	9160.0	27483.0	4436800.0	17783.0	27952.0	42650.0	67378.0	107431.0	178127.0	242300.0	313961.0	433891.0	536150.0	667780.0	759624.0	870134.0	936149.0	950879.0	928645.0	908079.0	878693.0	858362.0	6600820.0	10794020.0
WT701R3D4_1	2703.0	4092.0	4278.0	5245.0	9013.0	600888.0	10831.0	16539.0	25531.0	39201.0	60531.0	87510.0	122990.0	161309.0	217958.0	269504.0	343596.0	404777.0	487126.0	547141.0	609051.0	647666.0	675817.0	691121.0	692516.0	6432522.0	11459160.0
WT701R3D4_2	3458.0	3818.0	4528.0	5018.0	9248.0	600830.0	10760.0	16413.0	25316.0	39340.0	62152.0	87224.0	122665.0	161414.0	217986.0	269452.0	343475.0	404427.0	486413.0	546489.0	608734.0	647349.0	675719.0	692561.0	701649.0	6588460.0	11293718.0
WT701R4D4_1	1525.0	3013.0	3896.0	5425.0	19898.0	3684972.0	8496.0	12070.0	18065.0	25645.0	37015.0	75596.0	75239.0	103136.0	143050.0	182992.0	235843.0	284097.0	351109.0	392745.0	438289.0	450338.0	456544.0	455598.0	450272.0	3902940.0	6838973.0
WT701R4D4_2	2137.0	3366.0	4816.0	6430.0	20833.0	3680773.0	9183.0	12317.0	17133.0	23796.0	37069.0	84707.0	77989.0	102120.0	142052.0	183161.0	235355.0	283726.0	349641.0	391586.0	439387.0	450396.0	457013.0	456951.0	455461.0	3987187.0	6742196.0
WT70R1D3_1	3813.0	6007.0	6034.0	6026.0	6983.0	9323.0	12025.0	18441.0	30490.0	49305.0	81997.0	121744.0	183419.0	249081.0	349436.0	435644.0	561619.0	649126.0	773760.0	842141.0	911095.0	932919.0	942886.0	936158.0	915389.0	7348446.0	12642227.0
WT70R1D3_2	5374.0	6042.0	6650.0	6114.0	8201.0	9011.0	12319.0	18542.0	30284.0	50191.0	86323.0	121558.0	183007.0	249210.0	349556.0	435535.0	561446.0	648870.0	772923.0	841243.0	910597.0	932386.0	943062.0	937448.0	925319.0	7446369.0	12527954.0
WT70R1D4_1	3101.0	5153.0	5016.0	5205.0	6599.0	47572.0	13065.0	21045.0	34942.0	55348.0	90648.0	132941.0	191639.0	251033.0	346539.0	421509.0	534526.0	596953.0	694373.0	730125.0	780898.0	784002.0	781677.0	772266.0	749121.0	6404369.0	11016965.0
WT70R1D4_2	4119.0	4555.0	5222.0	4850.0	7063.0	47115.0	12894.0	20893.0	34346.0	55050.0	92622.0	133459.0	191390.0	250984.0	346549.0	421482.0	534060.0	596614.0	693479.0	729283.0	780669.0	783458.0	781990.0	773991.0	759026.0	6516510.0	10894957.0
WT70R3D3_1	3045.0	5023.0	5343.0	5523.0	7029.0	12769.0	15627.0	25927.0	43933.0	70919.0	116801.0	169246.0	251291.0	328672.0	449918.0	539696.0	671181.0	738496.0	839610.0	873687.0	911946.0	899807.0	881812.0	865512.0	830040.0	6877550.0	11761306.0
WT70R3D3_2	4536.0	5093.0	6137.0	5993.0	8438.0	12942.0	16010.0	26128.0	43688.0	71296.0	119388.0	169979.0	251270.0	328591.0	449925.0	539759.0	670784.0	738037.0	838676.0	872843.0	911577.0	899605.0	881802.0	866799.0	839121.0	6978711.0	11644581.0
WT70R3D4_1	2410.0	3688.0	4014.0	4018.0	5333.0	11018.0	12261.0	20430.0	35578.0	58933.0	100780.0	163593.0	232056.0	315470.0	442242.0	544823.0	691771.0	770028.0	883777.0	923542.0	966444.0	964322.0	949341.0	938137.0	903930.0	8030959.0	14015410.0
WT70R3D4_2	4372.0	4918.0	5562.0	5107.0	7232.0	11489.0	13016.0	20703.0	35469.0	59274.0	103726.0	164224.0	232186.0	315679.0	442744.0	545044.0	691891.0	770302.0	883312.0	923224.0	966420.0	963995.0	949537.0	940006.0	915480.0	8149662.0	13869734.0
WT70R4D3_1	776.0	1349.0	1576.0	1580.0	2283.0	3560.0	4405.0	6912.0	10906.0	16250.0	26231.0	56270.0	55996.0	75081.0	105508.0	132754.0	174994.0	207229.0	254324.0	286861.0	319136.0	337348.0	346477.0	354552.0	350487.0	3243005.0	5765909.0
WT70R4D3_2	1399.0	1739.0	2189.0	2006.0	2870.0	3699.0	4744.0	7083.0	10862.0	16385.0	27337.0	56366.0	56094.0	75251.0	105783.0	133008.0	175307.0	207374.0	254160.0	286764.0	319105.0	337148.0	346701.0	355211.0	354649.0	3286651.0	5711874.0
WT70R4D4_1	2103.0	3620.0	4087.0	4051.0	5459.0	87547.0	9628.0	14360.0	23210.0	34707.0	54062.0	87934.0	106583.0	135734.0	184673.0	221587.0	284310.0	322485.0	391688.0	431499.0	471593.0	488567.0	502229.0	500960.0	491467.0	4110741.0	7160069.0
WT70R4D4_2	2391.0	3108.0	4042.0	4072.0	5769.0	87391.0	9709.0	14299.0	22689.0	34370.0	54792.0	90203.0	107238.0	135521.0	184639.0	221895.0	284164.0	322531.0	391192.0	430962.0	472092.0	488607.0	502407.0	502021.0	497645.0	4172672.0	7088532.0
WTG0R1D3_1	2588.0	4154.0	4317.0	4643.0	6210.0	8137.0	12601.0	19992.0	31882.0	50632.0	80475.0	116432.0	170197.0	228127.0	309104.0	392123.0	496632.0	588094.0	694481.0	766303.0	827232.0	866426.0	880928.0	886487.0	886638.0	8595715.0	14941984.0
WTG0R1D3_2	3983.0	4540.0	5041.0	4860.0	6926.0	7847.0	12776.0	19855.0	31582.0	50884.0	82730.0	116091.0	169930.0	228363.0	309546.0	392186.0	496427.0	587933.0	693860.0	765766.0	826864.0	866205.0	881353.0	888586.0	899045.0	8779666.0	14739689.0
WTG0R1D4_1	3033.0	5009.0	4978.0	5214.0	6392.0	7880.0	11504.0	17438.0	27196.0	41839.0	67698.0	99473.0	149977.0	204171.0	289756.0	367962.0	470116.0	550309.0	654499.0	707450.0	760692.0	788503.0	797366.0	799658.0	787692.0	7218490.0	12454382.0
WTG0R1D4_2	4970.0	5477.0	6387.0	6021.0	7987.0	8140.0	12139.0	17976.0	26965.0	42229.0	70773.0	101115.0	150274.0	204241.0	289982.0	368353.0	469952.0	550181.0	653803.0	706948.0	760817.0	788095.0	797901.0	801174.0	799076.0	7350160.0	12297541.0
WTG0R3D3_1	1879.0	3120.0	3413.0	3813.0	5176.0	9795.0	13135.0	22378.0	39175.0	63196.0	106282.0	155552.0	232117.0	310359.0	421783.0	521622.0	650897.0	739779.0	879577.0	949512.0	1012674.0	1062439.0	1055633.0	1053494.0	1020578.0	9432481.0	15814392.0
WTG0R3D3_2	4542.0	5083.0	5709.0	5380.0	7782.0	10698.0	14446.0	23062.0	39532.0	64067.0	110133.0	156380.0	232498.0	310993.0	422611.0	522367.0	651288.0	740290.0	879218.0	949211.0	1012698.0	1062344.0	1056216.0	1055891.0	1034078.0	9605076.0	15602658.0
WTG0R3D4_1	2373.0	4363.0	4759.0	5496.0	7800.0	32339.0	19372.0	32027.0	52228.0	80756.0	129461.0	186691.0	266895.0	349474.0	465520.0	568098.0	700872.0	795072.0	929528.0	987848.0	1043906.0	1074714.0	1065236.0	1043501.0	1012536.0	7702420.0	12474667.0
WTG0R3D4_2	3436.0	3992.0	4995.0	5516.0	8338.0	32122.0	19350.0	31734.0	51549.0	80209.0	130799.0	187248.0	266808.0	349288.0	465681.0	568187.0	700424.0	794996.0	928401.0	986774.0	1043413.0	1073857.0	1064793.0	1044146.0	1022132.0	7808176.0	12361588.0
WTG0R4D3_1	2549.0	4097.0	4354.0	4789.0	7621.0	400676.0	9865.0	15188.0	23930.0	36507.0	59340.0	88922.0	125838.0	167096.0	230615.0	292611.0	376710.0	450814.0	560820.0	632721.0	712326.0	774826.0	807652.0	824970.0	826833.0	7084093.0	12056807.0
WTG0R4D3_2	3574.0	4009.0	4456.0	4733.0	8017.0	400389.0	9939.0	14982.0	23569.0	36938.0	61343.0	88573.0	125551.0	167007.0	230803.0	292640.0	376395.0	450559.0	560193.0	631878.0	711730.0	774294.0	807518.0	825788.0	834442.0	7201537.0	11931713.0
WTG0R4D4_1	1969.0	3252.0	3503.0	4330.0	8128.0	666900.0	8063.0	12319.0	19469.0	30485.0	50537.0	79574.0	116860.0	163673.0	237647.0	310798.0	415607.0	508349.0	636924.0	729086.0	823047.0	893625.0	928449.0	947414.0	937420.0	7664818.0	13015566.0
WTG0R4D4_2	3384.0	3712.0	4385.0	4807.0	9244.0	667335.0	8471.0	12392.0	19300.0	30962.0	52924.0	79711.0	116812.0	163941.0	237991.0	310841.0	415554.0	508338.0	636538.0	728630.0	822647.0	893222.0	928281.0	948288.0	945580.0	7775316.0	12889206.0
