WT701R1D4	2660.0	3931.0	4939.0	5787.0	6551.0	7183.0	7839.0	8418.0	8923.0	9398.0	9853.0	10273.0	10676.0	11067.0	11431.0	11769.0	12097.0	12381.0	12651.0	12904.0
WT701R3D4	2339.0	3378.0	4169.0	4888.0	5508.0	6065.0	6577.0	7013.0	7467.0	7895.0	8251.0	8655.0	9003.0	9336.0	9675.0	9978.0	10278.0	10565.0	10833.0	11073.0
WT701R4D4	1731.0	2539.0	3101.0	3575.0	3993.0	4408.0	4772.0	5110.0	5425.0	5712.0	6008.0	6288.0	6535.0	6778.0	7016.0	7251.0	7452.0	7650.0	7831.0	7977.0
WT70R1D3	2939.0	4228.0	5221.0	6090.0	6871.0	7590.0	8293.0	8877.0	9482.0	10013.0	10503.0	10984.0	11438.0	11840.0	12193.0	12582.0	12909.0	13236.0	13551.0	13820.0
WT70R1D4	2720.0	3951.0	4934.0	5776.0	6448.0	7131.0	7798.0	8373.0	8862.0	9343.0	9825.0	10244.0	10667.0	11084.0	11451.0	11784.0	12086.0	12371.0	12651.0	12939.0
WT70R3D3	3061.0	4473.0	5573.0	6505.0	7339.0	8131.0	8840.0	9487.0	10112.0	10708.0	11248.0	11748.0	12209.0	12639.0	13051.0	13417.0	13789.0	14120.0	14436.0	14710.0
WT70R3D4	3029.0	4333.0	5412.0	6315.0	7141.0	7888.0	8538.0	9146.0	9763.0	10315.0	10810.0	11260.0	11707.0	12152.0	12572.0	12946.0	13286.0	13629.0	13950.0	14225.0
WT70R4D3	1755.0	2492.0	3101.0	3602.0	4085.0	4461.0	4836.0	5189.0	5464.0	5763.0	6081.0	6333.0	6598.0	6824.0	7039.0	7258.0	7445.0	7626.0	7799.0	7970.0
WT70R4D4	2043.0	2898.0	3564.0	4156.0	4677.0	5141.0	5568.0	5994.0	6385.0	6723.0	7048.0	7354.0	7649.0	7924.0	8199.0	8447.0	8676.0	8883.0	9076.0	9259.0
WTG0R1D3	3056.0	4384.0	5407.0	6295.0	7107.0	7828.0	8509.0	9096.0	9707.0	10226.0	10760.0	11244.0	11691.0	12115.0	12551.0	12928.0	13302.0	13654.0	13990.0	14287.0
WTG0R1D4	2796.0	4050.0	4998.0	5863.0	6648.0	7367.0	8002.0	8656.0	9176.0	9685.0	10192.0	10642.0	11098.0	11532.0	11941.0	12312.0	12699.0	13028.0	13336.0	13635.0
WTG0R3D3	2956.0	4245.0	5254.0	6131.0	6876.0	7559.0	8198.0	8751.0	9278.0	9812.0	10338.0	10799.0	11216.0	11645.0	12038.0	12400.0	12771.0	13130.0	13457.0	13783.0
WTG0R3D4	2676.0	3951.0	4928.0	5756.0	6448.0	7166.0	7805.0	8439.0	8964.0	9462.0	9945.0	10398.0	10790.0	11173.0	11551.0	11935.0	12276.0	12603.0	12922.0	13214.0
WTG0R4D3	2553.0	3660.0	4504.0	5231.0	5868.0	6414.0	6955.0	7464.0	7935.0	8352.0	8760.0	9153.0	9538.0	9936.0	10258.0	10542.0	10845.0	11082.0	11363.0	11607.0
WTG0R4D4	2608.0	3741.0	4633.0	5436.0	6105.0	6772.0	7339.0	7875.0	8369.0	8837.0	9265.0	9673.0	10090.0	10464.0	10834.0	11157.0	11471.0	11760.0	12053.0	12336.0
