Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
32701R1D4	2957.0	4262.0	5379.0	6317.0	7161.0	7934.0	8632.0	9276.0	9933.0	10465.0	10997.0	11462.0	11923.0	12371.0	12794.0	13201.0	13552.0	13936.0	14275.0	14585.0
32701R3D4	2536.0	3581.0	4465.0	5262.0	5910.0	6527.0	7103.0	7605.0	8100.0	8555.0	9005.0	9453.0	9849.0	10210.0	10584.0	10937.0	11259.0	11567.0	11864.0	12174.0
32701R4D4	2121.0	3019.0	3749.0	4291.0	4805.0	5282.0	5736.0	6126.0	6510.0	6876.0	7226.0	7520.0	7812.0	8079.0	8363.0	8623.0	8871.0	9110.0	9315.0	9509.0
3270R1D3	2739.0	3963.0	4883.0	5660.0	6368.0	7063.0	7690.0	8243.0	8772.0	9274.0	9749.0	10173.0	10578.0	10965.0	11344.0	11671.0	11972.0	12259.0	12527.0	12770.0
3270R1D4	2457.0	3553.0	4435.0	5191.0	5818.0	6424.0	6949.0	7483.0	7986.0	8464.0	8882.0	9283.0	9651.0	10029.0	10359.0	10676.0	10959.0	11248.0	11553.0	11789.0
3270R3D3	1893.0	2708.0	3362.0	3950.0	4454.0	4925.0	5289.0	5697.0	6019.0	6321.0	6581.0	6857.0	7075.0	7304.0	7514.0	7723.0	7890.0	8063.0	8182.0	8303.0
3270R3D4	1795.0	2630.0	3282.0	3809.0	4265.0	4709.0	5095.0	5495.0	5849.0	6159.0	6463.0	6720.0	6971.0	7243.0	7478.0	7676.0	7883.0	8080.0	8231.0	8394.0
3270R4D3	1744.0	2533.0	3128.0	3650.0	4096.0	4456.0	4781.0	5133.0	5470.0	5758.0	6028.0	6263.0	6498.0	6718.0	6911.0	7116.0	7285.0	7432.0	7589.0	7734.0
3270R4D4	1542.0	2251.0	2785.0	3260.0	3651.0	4002.0	4343.0	4615.0	4909.0	5192.0	5442.0	5696.0	5913.0	6104.0	6301.0	6490.0	6673.0	6860.0	7010.0	7137.0
32G0R1D3	2853.0	4071.0	5000.0	5818.0	6552.0	7208.0	7814.0	8367.0	8884.0	9396.0	9856.0	10319.0	10735.0	11109.0	11494.0	11860.0	12169.0	12481.0	12760.0	13001.0
32G0R1D4	462.0	717.0	890.0	1028.0	1152.0	1261.0	1368.0	1443.0	1521.0	1593.0	1651.0	1713.0	1771.0	1813.0	1857.0	1893.0	1928.0	1957.0	1991.0	2011.0
32G0R3D3	3405.0	4930.0	6063.0	6969.0	7804.0	8551.0	9240.0	9906.0	10548.0	11139.0	11717.0	12251.0	12768.0	13245.0	13678.0	14100.0	14501.0	14860.0	15181.0	15500.0
32G0R3D4	2951.0	4250.0	5267.0	6120.0	6896.0	7588.0	8250.0	8855.0	9414.0	9952.0	10458.0	10931.0	11381.0	11813.0	12198.0	12620.0	12953.0	13320.0	13637.0	13955.0
32G0R4D3	2519.0	3564.0	4369.0	5055.0	5627.0	6148.0	6650.0	7095.0	7493.0	7899.0	8250.0	8600.0	8935.0	9262.0	9557.0	9833.0	10084.0	10336.0	10569.0	10758.0
32G0R4D4	2197.0	3096.0	3832.0	4418.0	4936.0	5425.0	5916.0	6335.0	6727.0	7136.0	7505.0	7841.0	8165.0	8484.0	8756.0	9052.0	9297.0	9558.0	9781.0	9981.0
WT7005R1D3	2726.0	3856.0	4768.0	5547.0	6270.0	6886.0	7485.0	8034.0	8511.0	8966.0	9438.0	9877.0	10317.0	10650.0	11014.0	11376.0	11677.0	11980.0	12248.0	12520.0
WT7005R1D4	2138.0	3058.0	3796.0	4446.0	5021.0	5487.0	5930.0	6371.0	6815.0	7182.0	7533.0	7861.0	8195.0	8502.0	8786.0	9047.0	9284.0	9543.0	9757.0	9947.0
WT7005R3D3	3053.0	4306.0	5320.0	6180.0	7019.0	7740.0	8432.0	9105.0	9714.0	10337.0	10856.0	11366.0	11818.0	12230.0	12682.0	13147.0	13549.0	13917.0	14284.0	14632.0
WT7005R3D4	3154.0	4578.0	5695.0	6699.0	7586.0	8395.0	9131.0	9839.0	10508.0	11091.0	11634.0	12177.0	12696.0	13162.0	13612.0	14056.0	14508.0	14882.0	15228.0	15560.0
WT7005R4D3	1048.0	1494.0	1831.0	2134.0	2385.0	2626.0	2826.0	3028.0	3211.0	3383.0	3528.0	3688.0	3818.0	3932.0	4057.0	4176.0	4268.0	4368.0	4445.0	4515.0
WT7005R4D4	2113.0	3043.0	3772.0	4419.0	4987.0	5494.0	5976.0	6409.0	6828.0	7198.0	7551.0	7872.0	8151.0	8451.0	8714.0	8987.0	9248.0	9505.0	9734.0	9939.0
