Sample	scaffold_1	scaffold_2	scaffold_3	scaffold_4	scaffold_5	scaffold_6	scaffold_7	scaffold_8	scaffold_9	scaffold_10	scaffold_11	scaffold_12	scaffold_13	scaffold_14	scaffold_15	scaffold_16	scaffold_17	scaffold_18	scaffold_19	scaffold_20	scaffold_21	scaffold_22	scaffold_23	scaffold_24	scaffold_25	scaffold_26	scaffold_27	scaffold_28	scaffold_29	scaffold_30	scaffold_31	scaffold_32	scaffold_33	scaffold_34	scaffold_35	scaffold_36	scaffold_37	scaffold_38	scaffold_39	scaffold_41	scaffold_42	scaffold_43	scaffold_44	scaffold_45	scaffold_46	scaffold_47	scaffold_48	scaffold_49	scaffold_50	scaffold_51	scaffold_52	scaffold_53	scaffold_54	scaffold_55	scaffold_56	scaffold_57	scaffold_58	scaffold_59	scaffold_60	scaffold_61	scaffold_62	scaffold_63	scaffold_64	scaffold_65	scaffold_66	scaffold_67	scaffold_68	scaffold_69	scaffold_70	scaffold_71	scaffold_72	scaffold_73	scaffold_74	scaffold_75	scaffold_76	scaffold_77	scaffold_78	scaffold_79	scaffold_80	scaffold_81	scaffold_82	scaffold_83	scaffold_84	scaffold_85	scaffold_86	scaffold_87	scaffold_88	scaffold_89	scaffold_90	scaffold_91	scaffold_92	scaffold_93	scaffold_94	scaffold_95	scaffold_96	scaffold_97	scaffold_98	scaffold_99	scaffold_100	scaffold_101	scaffold_102	scaffold_103	scaffold_104	scaffold_105	scaffold_106	scaffold_107	scaffold_108	scaffold_109	scaffold_110	scaffold_111	scaffold_112	scaffold_113	scaffold_114	scaffold_115	scaffold_116	scaffold_117	scaffold_118	scaffold_119	scaffold_120	scaffold_121	scaffold_122	scaffold_123	scaffold_124	scaffold_125	scaffold_126	scaffold_127	scaffold_128	scaffold_129	scaffold_130	scaffold_131	scaffold_132	scaffold_133	scaffold_134	scaffold_135	scaffold_136	scaffold_137	scaffold_138	scaffold_139	scaffold_140	scaffold_141	scaffold_142	scaffold_143	scaffold_144	scaffold_145	scaffold_146	scaffold_147	scaffold_148	scaffold_149	scaffold_150	scaffold_151	scaffold_152	scaffold_153	scaffold_154	scaffold_155	scaffold_156	scaffold_157	scaffold_158	scaffold_159	scaffold_160	scaffold_161	scaffold_162	scaffold_163	scaffold_164	scaffold_165	scaffold_166	scaffold_167	scaffold_168	scaffold_169	scaffold_170	scaffold_171	scaffold_172	scaffold_173	scaffold_174	scaffold_175	scaffold_176	scaffold_177	scaffold_178	scaffold_179	scaffold_180	scaffold_181	scaffold_182	*
32701R1D4	[5627314, 5475023]	[3466745, 3753785]	[3584404, 3122311]	[2138801, 2841127]	[2590925, 2814764]	[2504769, 2835646]	[2796968, 2741465]	[2309133, 2629990]	[2383364, 2582348]	[2707226, 2464029]	[2321064, 2263139]	[1823667, 1948966]	[1592012, 1896097]	[3523306, 1826475]	[1874952, 1769663]	[1387697, 1774987]	[1639340, 1726821]	[1850077, 1658263]	[4501816, 1548623]	[1784424, 1468049]	[1363849, 1417697]	[1182631, 1386365]	[1077329, 1306913]	[512721, 796004]	[1514523, 790046]	[645378, 722940]	[542363, 724645]	[407964, 696895]	[719612, 527537]	[602833, 502923]	[390252, 359881]	[362139, 316026]	[415041, 324426]	[1800004, 297369]	[202373, 295699]	[202834, 288784]	[89935, 179083]	[113055, 147851]	[865438, 49860]	[78299, 34104]	[2852, 54174]	[129215, 23399]	[2851, 26946]	[254832, 19845]	[2431, 28400]	[5247, 13860]	[1292, 14277]	[5666, 14822]	[1476, 14607]	[560, 10251]	[992, 7471]	[290, 6790]	[1140, 8844]	[416, 6488]	[1567, 8083]	[342, 9450]	[280, 6514]	[237756, 7924]	[662, 7959]	[652, 4496]	[1837, 7161]	[40, 4283]	[22, 4223]	[200, 4209]	[46, 4172]	[726, 4165]	[782, 6616]	[344, 3926]	[666, 3905]	[6, 3888]	[10, 3699]	[88, 3629]	[32, 3549]	[2, 3510]	[10, 3444]	[1320, 3437]	[96, 3338]	[1888, 3316]	[64, 3304]	[12, 3280]	[52, 3155]	[10, 3124]	[526, 3121]	[664, 3075]	[52, 3075]	[76, 3022]	[32, 3007]	[22, 3007]	[338, 3003]	[24, 2984]	[6, 2972]	[329332, 2890]	[26, 2865]	[134, 2861]	[52, 2858]	[1596, 2745]	[2984, 2729]	[46, 2707]	[2417, 2695]	[46, 2680]	[20, 2662]	[407, 2623]	[626, 2571]	[28, 2564]	[102, 2545]	[2686, 2548]	[128, 2544]	[4033, 2543]	[1965, 2541]	[14056, 2539]	[10855, 2522]	[1484, 2520]	[68, 2512]	[208, 2493]	[0, 2493]	[3965, 2487]	[1305, 2463]	[28, 2445]	[416, 2447]	[70, 2443]	[0, 2439]	[11674, 2434]	[494, 2424]	[186, 2408]	[7113, 2403]	[120, 2391]	[18, 2391]	[1026, 2390]	[14, 2389]	[32, 2379]	[70, 2363]	[30, 2357]	[12, 2352]	[214, 2348]	[140, 2339]	[62, 2334]	[58, 2333]	[8988, 2305]	[22, 2301]	[8, 2303]	[320, 2278]	[5526, 2274]	[148, 2264]	[124, 2251]	[300, 2251]	[72, 2247]	[458, 2246]	[656, 2236]	[1479, 2233]	[30, 2231]	[346, 2218]	[42108, 2218]	[140696, 2216]	[165510, 2202]	[58, 2194]	[34, 2179]	[3085, 2168]	[4, 2168]	[12, 2152]	[8338, 2136]	[1042, 2135]	[10, 2135]	[4149, 2115]	[92, 2106]	[220, 2091]	[412, 2077]	[106, 2072]	[28, 2068]	[3609, 2065]	[52, 2052]	[1130, 2052]	[40, 2040]	[5548, 2036]	[792, 2034]	[116060, 2031]	[268, 2020]	[12, 2019]	[7282, 2009]	[334, 2004]	[3899, 2006]	[3060, 2002]	[0, 0]
32701R3D4	[4578706, 5475023]	[2749647, 3753785]	[2743016, 3122311]	[1817964, 2841127]	[2086121, 2814764]	[2010524, 2835646]	[2266369, 2741465]	[1882688, 2629990]	[2011951, 2582348]	[2183693, 2464029]	[1969207, 2263139]	[1585674, 1948966]	[1365718, 1896097]	[1972900, 1826475]	[1821284, 1769663]	[1160212, 1774987]	[1432076, 1726821]	[1396900, 1658263]	[2514593, 1548623]	[1218547, 1468049]	[1142103, 1417697]	[948297, 1386365]	[858630, 1306913]	[451361, 796004]	[726518, 790046]	[602378, 722940]	[468009, 724645]	[425253, 696895]	[582245, 527537]	[586597, 502923]	[309362, 359881]	[236984, 316026]	[269381, 324426]	[323693, 297369]	[64289, 295699]	[198889, 288784]	[66792, 179083]	[103710, 147851]	[190344, 49860]	[12288, 34104]	[1844, 54174]	[23140, 23399]	[1548, 26946]	[51531, 19845]	[616, 28400]	[2669, 13860]	[725, 14277]	[2552, 14822]	[573, 14607]	[344, 10251]	[473, 7471]	[130, 6790]	[647, 8844]	[228, 6488]	[962, 8083]	[218, 9450]	[154, 6514]	[47786, 7924]	[308, 7959]	[284, 4496]	[1118, 7161]	[18, 4283]	[20, 4223]	[202, 4209]	[36, 4172]	[228, 4165]	[825, 6616]	[90, 3926]	[322, 3905]	[0, 3888]	[10, 3699]	[52, 3629]	[34, 3549]	[0, 3510]	[0, 3444]	[1234, 3437]	[54, 3338]	[1762, 3316]	[14, 3304]	[0, 3280]	[6, 3155]	[2, 3124]	[428, 3121]	[200, 3075]	[6, 3075]	[12, 3022]	[2, 3007]	[26, 3007]	[122, 3003]	[24, 2984]	[4, 2972]	[64174, 2890]	[68, 2865]	[62, 2861]	[22, 2858]	[730, 2745]	[1667, 2729]	[2, 2707]	[1358, 2695]	[4, 2680]	[0, 2662]	[278, 2623]	[240, 2571]	[22, 2564]	[56, 2545]	[567, 2548]	[84, 2544]	[2950, 2543]	[941, 2541]	[9458, 2539]	[4408, 2522]	[754, 2520]	[10, 2512]	[210, 2493]	[0, 2493]	[1862, 2487]	[288, 2463]	[16, 2445]	[256, 2447]	[50, 2443]	[2, 2439]	[4299, 2434]	[310, 2424]	[38, 2408]	[2461, 2403]	[54, 2391]	[0, 2391]	[830, 2390]	[12, 2389]	[28, 2379]	[16, 2363]	[28, 2357]	[4, 2352]	[152, 2348]	[78, 2339]	[4, 2334]	[52, 2333]	[5214, 2305]	[10, 2301]	[4, 2303]	[290, 2278]	[2497, 2274]	[48, 2264]	[30, 2251]	[74, 2251]	[40, 2247]	[364, 2246]	[242, 2236]	[476, 2233]	[18, 2231]	[192, 2218]	[7535, 2218]	[26971, 2216]	[27686, 2202]	[20, 2194]	[22, 2179]	[1666, 2168]	[0, 2168]	[6, 2152]	[6100, 2136]	[391, 2135]	[2, 2135]	[2914, 2115]	[40, 2106]	[102, 2091]	[194, 2077]	[12, 2072]	[8, 2068]	[2705, 2065]	[12, 2052]	[654, 2052]	[12, 2040]	[892, 2036]	[522, 2034]	[20015, 2031]	[262, 2020]	[2, 2019]	[3631, 2009]	[182, 2004]	[930, 2006]	[1649, 2002]	[0, 0]
32701R4D4	[3559594, 5475023]	[2070279, 3753785]	[2243157, 3122311]	[1285439, 2841127]	[1905104, 2814764]	[1537776, 2835646]	[1789649, 2741465]	[1498100, 2629990]	[1404673, 2582348]	[1645111, 2464029]	[1387623, 2263139]	[1157535, 1948966]	[1086645, 1896097]	[1517264, 1826475]	[1056025, 1769663]	[950542, 1774987]	[885081, 1726821]	[1417356, 1658263]	[2149070, 1548623]	[915876, 1468049]	[828531, 1417697]	[683380, 1386365]	[1054477, 1306913]	[339039, 796004]	[539653, 790046]	[322502, 722940]	[309604, 724645]	[222872, 696895]	[514267, 527537]	[378528, 502923]	[249869, 359881]	[388210, 316026]	[280495, 324426]	[253032, 297369]	[56986, 295699]	[110453, 288784]	[65389, 179083]	[69542, 147851]	[166436, 49860]	[13366, 34104]	[2089, 54174]	[21101, 23399]	[2000, 26946]	[46982, 19845]	[288, 28400]	[3745, 13860]	[594, 14277]	[2808, 14822]	[1052, 14607]	[292, 10251]	[354, 7471]	[118, 6790]	[630, 8844]	[190, 6488]	[1541, 8083]	[264, 9450]	[332, 6514]	[42992, 7924]	[558, 7959]	[516, 4496]	[728, 7161]	[14, 4283]	[52, 4223]	[125, 4209]	[20, 4172]	[352, 4165]	[524, 6616]	[274, 3926]	[404, 3905]	[0, 3888]	[4, 3699]	[38, 3629]	[186, 3549]	[0, 3510]	[2, 3444]	[478, 3437]	[150, 3338]	[834, 3316]	[8, 3304]	[0, 3280]	[6, 3155]	[18, 3124]	[592, 3121]	[484, 3075]	[2, 3075]	[20, 3022]	[10, 3007]	[50, 3007]	[214, 3003]	[16, 2984]	[6, 2972]	[59447, 2890]	[2, 2865]	[12, 2861]	[8, 2858]	[1132, 2745]	[2269, 2729]	[38, 2707]	[1220, 2695]	[20, 2680]	[0, 2662]	[222, 2623]	[432, 2571]	[8, 2564]	[2, 2545]	[336, 2548]	[39, 2544]	[2104, 2543]	[1278, 2541]	[7516, 2539]	[2496, 2522]	[1248, 2520]	[32, 2512]	[404, 2493]	[0, 2493]	[2441, 2487]	[732, 2463]	[6, 2445]	[4, 2447]	[46, 2443]	[0, 2439]	[3057, 2434]	[252, 2424]	[28, 2408]	[4742, 2403]	[60, 2391]	[0, 2391]	[594, 2390]	[2, 2389]	[16, 2379]	[4, 2363]	[24, 2357]	[22, 2352]	[192, 2348]	[196, 2339]	[16, 2334]	[86, 2333]	[2238, 2305]	[28, 2301]	[8, 2303]	[458, 2278]	[3000, 2274]	[62, 2264]	[44, 2251]	[156, 2251]	[22, 2247]	[244, 2246]	[440, 2236]	[872, 2233]	[14, 2231]	[260, 2218]	[6536, 2218]	[23286, 2216]	[26002, 2202]	[18, 2194]	[0, 2179]	[2059, 2168]	[0, 2168]	[20, 2152]	[4806, 2136]	[539, 2135]	[6, 2135]	[1048, 2115]	[4, 2106]	[108, 2091]	[386, 2077]	[26, 2072]	[8, 2068]	[2904, 2065]	[28, 2052]	[1392, 2052]	[20, 2040]	[894, 2036]	[722, 2034]	[17928, 2031]	[162, 2020]	[2, 2019]	[4325, 2009]	[130, 2004]	[2330, 2006]	[1971, 2002]	[0, 0]
3270R1D3	[4827679, 5475023]	[3069346, 3753785]	[2827059, 3122311]	[1692563, 2841127]	[2016007, 2814764]	[2123636, 2835646]	[2312638, 2741465]	[1608563, 2629990]	[1850373, 2582348]	[1991281, 2464029]	[1596024, 2263139]	[1556152, 1948966]	[1901507, 1896097]	[1554967, 1826475]	[1279934, 1769663]	[1032082, 1774987]	[1063970, 1726821]	[1782426, 1658263]	[5198217, 1548623]	[1202791, 1468049]	[978883, 1417697]	[942455, 1386365]	[1065370, 1306913]	[561005, 796004]	[588533, 790046]	[448285, 722940]	[375841, 724645]	[355467, 696895]	[521380, 527537]	[379188, 502923]	[253018, 359881]	[310388, 316026]	[269068, 324426]	[428671, 297369]	[105809, 295699]	[181908, 288784]	[77783, 179083]	[149857, 147851]	[156516, 49860]	[13313, 34104]	[2115, 54174]	[20775, 23399]	[3439, 26946]	[39753, 19845]	[2868, 28400]	[3236, 13860]	[2536, 14277]	[3944, 14822]	[4714, 14607]	[330, 10251]	[2554, 7471]	[448, 6790]	[546, 8844]	[2285, 6488]	[1002, 8083]	[260, 9450]	[211, 6514]	[37288, 7924]	[448, 7959]	[398, 4496]	[7957, 7161]	[150, 4283]	[244, 4223]	[88, 4209]	[62, 4172]	[198, 4165]	[1829, 6616]	[176, 3926]	[356, 3905]	[14, 3888]	[38, 3699]	[126, 3629]	[124, 3549]	[14, 3510]	[34, 3444]	[914, 3437]	[50, 3338]	[2474, 3316]	[138, 3304]	[0, 3280]	[186, 3155]	[70, 3124]	[264, 3121]	[240, 3075]	[180, 3075]	[170, 3022]	[116, 3007]	[50, 3007]	[76, 3003]	[104, 2984]	[10, 2972]	[51055, 2890]	[4, 2865]	[290, 2861]	[64, 2858]	[660, 2745]	[1749, 2729]	[80, 2707]	[1138, 2695]	[68, 2680]	[256, 2662]	[214, 2623]	[434, 2571]	[170, 2564]	[206, 2545]	[800, 2548]	[58, 2544]	[2906, 2543]	[964, 2541]	[12992, 2539]	[3903, 2522]	[1167, 2520]	[112, 2512]	[334, 2493]	[0, 2493]	[5881, 2487]	[76, 2463]	[94, 2445]	[520, 2447]	[276, 2443]	[50, 2439]	[4638, 2434]	[276, 2424]	[683, 2408]	[4505, 2403]	[395, 2391]	[32, 2391]	[1160, 2390]	[30, 2389]	[280, 2379]	[162, 2363]	[350, 2357]	[6, 2352]	[40, 2348]	[112, 2339]	[252, 2334]	[54, 2333]	[4509, 2305]	[256, 2301]	[22, 2303]	[139, 2278]	[3665, 2274]	[795, 2264]	[46, 2251]	[326, 2251]	[550, 2247]	[306, 2246]	[282, 2236]	[534, 2233]	[22, 2231]	[214, 2218]	[6173, 2218]	[22148, 2216]	[25462, 2202]	[214, 2194]	[400, 2179]	[1180, 2168]	[4, 2168]	[14, 2152]	[7578, 2136]	[537, 2135]	[118, 2135]	[3154, 2115]	[152, 2106]	[136, 2091]	[526, 2077]	[74, 2072]	[10, 2068]	[1952, 2065]	[64, 2052]	[880, 2052]	[66, 2040]	[1328, 2036]	[478, 2034]	[18152, 2031]	[668, 2020]	[12, 2019]	[6024, 2009]	[174, 2004]	[4573, 2006]	[1716, 2002]	[0, 0]
3270R1D4	[4331781, 5475023]	[3025317, 3753785]	[2601254, 3122311]	[1503691, 2841127]	[1845307, 2814764]	[1929060, 2835646]	[1999898, 2741465]	[1526863, 2629990]	[1753640, 2582348]	[1785939, 2464029]	[1553005, 2263139]	[1460712, 1948966]	[1296308, 1896097]	[1616405, 1826475]	[1169639, 1769663]	[949365, 1774987]	[966667, 1726821]	[2101418, 1658263]	[3873622, 1548623]	[1028721, 1468049]	[920190, 1417697]	[915450, 1386365]	[1020640, 1306913]	[477504, 796004]	[489685, 790046]	[400505, 722940]	[348949, 724645]	[319985, 696895]	[506687, 527537]	[402754, 502923]	[271510, 359881]	[276105, 316026]	[268248, 324426]	[390908, 297369]	[108772, 295699]	[128820, 288784]	[81918, 179083]	[133097, 147851]	[110074, 49860]	[8377, 34104]	[1544, 54174]	[14321, 23399]	[2006, 26946]	[28748, 19845]	[2043, 28400]	[2860, 13860]	[630, 14277]	[3172, 14822]	[876, 14607]	[170, 10251]	[388, 7471]	[262, 6790]	[458, 8844]	[1876, 6488]	[946, 8083]	[234, 9450]	[118, 6514]	[26712, 7924]	[374, 7959]	[350, 4496]	[6749, 7161]	[6, 4283]	[108, 4223]	[156, 4209]	[40, 4172]	[167, 4165]	[606, 6616]	[92, 3926]	[312, 3905]	[0, 3888]	[28, 3699]	[64, 3629]	[26, 3549]	[8, 3510]	[24, 3444]	[1694, 3437]	[30, 3338]	[1494, 3316]	[60, 3304]	[0, 3280]	[136, 3155]	[34, 3124]	[407, 3121]	[252, 3075]	[88, 3075]	[94, 3022]	[28, 3007]	[22, 3007]	[54, 3003]	[126, 2984]	[4, 2972]	[36187, 2890]	[4, 2865]	[156, 2861]	[32, 2858]	[528, 2745]	[1337, 2729]	[54, 2707]	[698, 2695]	[34, 2680]	[24, 2662]	[156, 2623]	[294, 2571]	[80, 2564]	[124, 2545]	[593, 2548]	[44, 2544]	[3213, 2543]	[776, 2541]	[9742, 2539]	[3504, 2522]	[886, 2520]	[56, 2512]	[244, 2493]	[0, 2493]	[2808, 2487]	[32, 2463]	[70, 2445]	[268, 2447]	[28, 2443]	[24, 2439]	[4058, 2434]	[157, 2424]	[536, 2408]	[2454, 2403]	[108, 2391]	[50, 2391]	[1774, 2390]	[14, 2389]	[36, 2379]	[56, 2363]	[42, 2357]	[4, 2352]	[140, 2348]	[84, 2339]	[144, 2334]	[54, 2333]	[4969, 2305]	[150, 2301]	[14, 2303]	[110, 2278]	[2621, 2274]	[205, 2264]	[42, 2251]	[182, 2251]	[546, 2247]	[138, 2246]	[342, 2236]	[388, 2233]	[4, 2231]	[96, 2218]	[4135, 2218]	[15517, 2216]	[16642, 2202]	[154, 2194]	[110, 2179]	[1005, 2168]	[0, 2168]	[16, 2152]	[6291, 2136]	[516, 2135]	[158, 2135]	[3999, 2115]	[110, 2106]	[92, 2091]	[436, 2077]	[42, 2072]	[18, 2068]	[1700, 2065]	[22, 2052]	[881, 2052]	[46, 2040]	[760, 2036]	[406, 2034]	[12155, 2031]	[726, 2020]	[8, 2019]	[3964, 2009]	[179, 2004]	[3634, 2006]	[1772, 2002]	[0, 0]
3270R3D3	[2889391, 5475023]	[2101520, 3753785]	[1538542, 3122311]	[983055, 2841127]	[1246862, 2814764]	[1272670, 2835646]	[1395911, 2741465]	[1027977, 2629990]	[1097422, 2582348]	[1259859, 2464029]	[976894, 2263139]	[970202, 1948966]	[981516, 1896097]	[974745, 1826475]	[775519, 1769663]	[606399, 1774987]	[620319, 1726821]	[1086078, 1658263]	[2568042, 1548623]	[745556, 1468049]	[578090, 1417697]	[520405, 1386365]	[653313, 1306913]	[317762, 796004]	[436889, 790046]	[256534, 722940]	[230174, 724645]	[199523, 696895]	[328245, 527537]	[223266, 502923]	[148493, 359881]	[208926, 316026]	[160802, 324426]	[305116, 297369]	[105857, 295699]	[94265, 288784]	[48361, 179083]	[120278, 147851]	[133851, 49860]	[17117, 34104]	[1624, 54174]	[24572, 23399]	[2770, 26946]	[45845, 19845]	[1682, 28400]	[2189, 13860]	[768, 14277]	[2599, 14822]	[1216, 14607]	[208, 10251]	[742, 7471]	[222, 6790]	[324, 8844]	[1510, 6488]	[634, 8083]	[180, 9450]	[172, 6514]	[43141, 7924]	[336, 7959]	[286, 4496]	[7373, 7161]	[66, 4283]	[136, 4223]	[118, 4209]	[40, 4172]	[178, 4165]	[1028, 6616]	[104, 3926]	[324, 3905]	[10, 3888]	[22, 3699]	[100, 3629]	[112, 3549]	[0, 3510]	[12, 3444]	[850, 3437]	[72, 3338]	[1160, 3316]	[98, 3304]	[2, 3280]	[252, 3155]	[24, 3124]	[268, 3121]	[184, 3075]	[138, 3075]	[102, 3022]	[62, 3007]	[28, 3007]	[52, 3003]	[128, 2984]	[18, 2972]	[60171, 2890]	[8, 2865]	[192, 2861]	[56, 2858]	[500, 2745]	[1212, 2729]	[132, 2707]	[788, 2695]	[58, 2680]	[94, 2662]	[145, 2623]	[302, 2571]	[54, 2564]	[98, 2545]	[628, 2548]	[50, 2544]	[2031, 2543]	[762, 2541]	[8302, 2539]	[2896, 2522]	[746, 2520]	[144, 2512]	[292, 2493]	[0, 2493]	[4292, 2487]	[64, 2463]	[60, 2445]	[232, 2447]	[98, 2443]	[26, 2439]	[3594, 2434]	[184, 2424]	[606, 2408]	[3362, 2403]	[243, 2391]	[38, 2391]	[792, 2390]	[10, 2389]	[62, 2379]	[92, 2363]	[100, 2357]	[8, 2352]	[110, 2348]	[58, 2339]	[140, 2334]	[46, 2333]	[3174, 2305]	[296, 2301]	[20, 2303]	[102, 2278]	[2556, 2274]	[646, 2264]	[42, 2251]	[336, 2251]	[254, 2247]	[166, 2246]	[190, 2236]	[558, 2233]	[26, 2231]	[120, 2218]	[8310, 2218]	[25941, 2216]	[32425, 2202]	[140, 2194]	[268, 2179]	[1100, 2168]	[0, 2168]	[12, 2152]	[4782, 2136]	[504, 2135]	[36, 2135]	[2372, 2115]	[174, 2106]	[84, 2091]	[302, 2077]	[60, 2072]	[10, 2068]	[1526, 2065]	[102, 2052]	[808, 2052]	[58, 2040]	[1303, 2036]	[284, 2034]	[21767, 2031]	[458, 2020]	[12, 2019]	[3683, 2009]	[140, 2004]	[4662, 2006]	[1082, 2002]	[0, 0]
3270R3D4	[2688551, 5475023]	[1910437, 3753785]	[1555577, 3122311]	[904637, 2841127]	[1182259, 2814764]	[1169179, 2835646]	[1270457, 2741465]	[933514, 2629990]	[1021755, 2582348]	[1121946, 2464029]	[940956, 2263139]	[908988, 1948966]	[836359, 1896097]	[995984, 1826475]	[728700, 1769663]	[581093, 1774987]	[608313, 1726821]	[1115411, 1658263]	[2315702, 1548623]	[719240, 1468049]	[551107, 1417697]	[509396, 1386365]	[657749, 1306913]	[292249, 796004]	[383036, 790046]	[255127, 722940]	[213901, 724645]	[190412, 696895]	[315574, 527537]	[236120, 502923]	[147232, 359881]	[223189, 316026]	[165047, 324426]	[308965, 297369]	[93986, 295699]	[86172, 288784]	[45072, 179083]	[110559, 147851]	[163515, 49860]	[11587, 34104]	[1382, 54174]	[21006, 23399]	[1502, 26946]	[41737, 19845]	[1230, 28400]	[2075, 13860]	[566, 14277]	[1900, 14822]	[674, 14607]	[160, 10251]	[384, 7471]	[284, 6790]	[338, 8844]	[1212, 6488]	[614, 8083]	[142, 9450]	[102, 6514]	[39183, 7924]	[290, 7959]	[264, 4496]	[5812, 7161]	[18, 4283]	[62, 4223]	[84, 4209]	[64, 4172]	[160, 4165]	[640, 6616]	[124, 3926]	[266, 3905]	[6, 3888]	[16, 3699]	[60, 3629]	[34, 3549]	[4, 3510]	[6, 3444]	[760, 3437]	[26, 3338]	[1127, 3316]	[78, 3304]	[0, 3280]	[116, 3155]	[40, 3124]	[198, 3121]	[132, 3075]	[138, 3075]	[80, 3022]	[52, 3007]	[16, 3007]	[48, 3003]	[106, 2984]	[2, 2972]	[53223, 2890]	[4, 2865]	[118, 2861]	[60, 2858]	[570, 2745]	[1004, 2729]	[80, 2707]	[692, 2695]	[50, 2680]	[28, 2662]	[172, 2623]	[282, 2571]	[108, 2564]	[98, 2545]	[364, 2548]	[34, 2544]	[1816, 2543]	[704, 2541]	[6933, 2539]	[2730, 2522]	[678, 2520]	[64, 2512]	[244, 2493]	[0, 2493]	[2188, 2487]	[86, 2463]	[42, 2445]	[114, 2447]	[26, 2443]	[30, 2439]	[3181, 2434]	[104, 2424]	[476, 2408]	[2068, 2403]	[110, 2391]	[24, 2391]	[716, 2390]	[24, 2389]	[36, 2379]	[22, 2363]	[40, 2357]	[10, 2352]	[90, 2348]	[52, 2339]	[100, 2334]	[46, 2333]	[2834, 2305]	[204, 2301]	[4, 2303]	[92, 2278]	[2024, 2274]	[326, 2264]	[38, 2251]	[166, 2251]	[334, 2247]	[90, 2246]	[190, 2236]	[454, 2233]	[8, 2231]	[140, 2218]	[6417, 2218]	[22979, 2216]	[24727, 2202]	[162, 2194]	[24, 2179]	[948, 2168]	[0, 2168]	[8, 2152]	[4068, 2136]	[534, 2135]	[92, 2135]	[2157, 2115]	[86, 2106]	[72, 2091]	[233, 2077]	[58, 2072]	[6, 2068]	[1199, 2065]	[44, 2052]	[638, 2052]	[48, 2040]	[1014, 2036]	[306, 2034]	[18430, 2031]	[350, 2020]	[6, 2019]	[2943, 2009]	[212, 2004]	[3984, 2006]	[1042, 2002]	[0, 0]
3270R4D3	[2302554, 5475023]	[1469644, 3753785]	[1252957, 3122311]	[774135, 2841127]	[990605, 2814764]	[991406, 2835646]	[1022776, 2741465]	[778876, 2629990]	[876270, 2582348]	[959068, 2464029]	[756223, 2263139]	[735795, 1948966]	[802987, 1896097]	[783245, 1826475]	[592696, 1769663]	[487983, 1774987]	[491264, 1726821]	[832583, 1658263]	[1484962, 1548623]	[590836, 1468049]	[435404, 1417697]	[419965, 1386365]	[564813, 1306913]	[257155, 796004]	[333442, 790046]	[205873, 722940]	[183491, 724645]	[163526, 696895]	[252455, 527537]	[179814, 502923]	[119221, 359881]	[200757, 316026]	[119093, 324426]	[268572, 297369]	[75757, 295699]	[81673, 288784]	[37602, 179083]	[64375, 147851]	[125036, 49860]	[12807, 34104]	[1306, 54174]	[18621, 23399]	[1909, 26946]	[34383, 19845]	[700, 28400]	[2041, 13860]	[774, 14277]	[2172, 14822]	[1117, 14607]	[168, 10251]	[834, 7471]	[158, 6790]	[262, 8844]	[1442, 6488]	[514, 8083]	[141, 9450]	[102, 6514]	[32099, 7924]	[318, 7959]	[260, 4496]	[6031, 7161]	[64, 4283]	[72, 4223]	[64, 4209]	[44, 4172]	[104, 4165]	[414, 6616]	[88, 3926]	[212, 3905]	[10, 3888]	[30, 3699]	[96, 3629]	[72, 3549]	[2, 3510]	[18, 3444]	[561, 3437]	[14, 3338]	[960, 3316]	[56, 3304]	[2, 3280]	[104, 3155]	[46, 3124]	[126, 3121]	[142, 3075]	[132, 3075]	[42, 3022]	[66, 3007]	[12, 3007]	[40, 3003]	[82, 2984]	[2, 2972]	[44727, 2890]	[0, 2865]	[108, 2861]	[30, 2858]	[330, 2745]	[918, 2729]	[54, 2707]	[598, 2695]	[28, 2680]	[112, 2662]	[144, 2623]	[238, 2571]	[100, 2564]	[102, 2545]	[266, 2548]	[38, 2544]	[1803, 2543]	[662, 2541]	[6157, 2539]	[2342, 2522]	[728, 2520]	[76, 2512]	[160, 2493]	[0, 2493]	[2773, 2487]	[106, 2463]	[60, 2445]	[32, 2447]	[62, 2443]	[16, 2439]	[2780, 2434]	[110, 2424]	[414, 2408]	[2539, 2403]	[190, 2391]	[24, 2391]	[672, 2390]	[12, 2389]	[90, 2379]	[30, 2363]	[92, 2357]	[0, 2352]	[50, 2348]	[36, 2339]	[100, 2334]	[56, 2333]	[2194, 2305]	[106, 2301]	[4, 2303]	[88, 2278]	[2474, 2274]	[176, 2264]	[54, 2251]	[140, 2251]	[170, 2247]	[134, 2246]	[208, 2236]	[314, 2233]	[6, 2231]	[138, 2218]	[5871, 2218]	[19298, 2216]	[23727, 2202]	[82, 2194]	[124, 2179]	[670, 2168]	[0, 2168]	[10, 2152]	[3970, 2136]	[424, 2135]	[48, 2135]	[1646, 2115]	[118, 2106]	[90, 2091]	[316, 2077]	[34, 2072]	[6, 2068]	[1156, 2065]	[36, 2052]	[590, 2052]	[24, 2040]	[1070, 2036]	[314, 2034]	[16174, 2031]	[348, 2020]	[4, 2019]	[3028, 2009]	[122, 2004]	[2664, 2006]	[1173, 2002]	[0, 0]
