Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0
32G0R3D4_1										19.755427050153965	5.2127960972963	7.852113029392785	2.771676801065699	3.1226770783451534	0.14467736616026397	3.4666497303227453																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
32G0R3D4_2										19.25106865487883	5.13404721838455	7.883763826234196	2.6087383386618344	3.3040422196938826	0.46448729236097414	1.450870745357024																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
32G0R4D3_1										18.634119530251926	4.711101050729453	7.464706304711196	2.850518863991029	3.8202540495374318	0.3193887653593673	5.681081751210629																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
32G0R4D3_2										18.50673686506789	4.670284448723508	7.589455077633753	3.049289307473409	4.18060368937418	0.644094209502925	2.2540291731373334																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
32G0R4D4_1										14.69998124279838	3.7545012335453016	6.670544042861233	2.7286215528511644	3.0141320432815033	0.22094187940557178	18.21904649385859																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
32G0R4D4_2										15.00307275346321	3.9716588791928125	7.226529941611097	3.018615178433224	4.3546828504626465	1.1562226105337903	9.788024066895707																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT7005R1D3_1										20.19962787905354	5.331428048655596	7.297125987383877	2.025014673933663	3.3621601516450994	0.7359723670971507	5.751288129822672																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT7005R1D3_2										19.864700452724794	5.233130372679528	7.21540192343285	2.1867275919481566	3.8008090494055673	0.8448026811514313	3.0633567797443595																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT7005R1D4_1										8.425406332210175	2.092862861918639	3.1565807578781566	0.9501373260930283	1.7472470304274563	0.8109076796335707	53.02700096380172																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT7005R1D4_2										9.086752250485892	2.385318456862251	4.212161191071802	1.50177323885328	2.560346081171114	1.1888428279751946	43.55184317696605																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT7005R3D3_1										23.586871547730073	7.021624562027137	9.385041126811547	2.08522228350551	2.3544533561851004	0.21548101014873874	3.2776075974775427																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT7005R3D3_2										22.660568931552287	6.62722504499237	9.024068029648447	2.0853630186839007	2.3816440166128166	0.40214260563787774	2.1074324437455814																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT7005R3D4_1										23.217969130397588	6.1543886301252275	7.612158738451166	1.7399256780318575	2.176961304033337	0.2825690072141246	1.8306110513030962																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT7005R3D4_2										22.51175319453616	5.92269798404335	7.372209113107475	1.7975435075098234	2.1711122412425823	0.425839886792022	0.5584798811283825																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT7005R4D3_1										3.754488599340714	1.1218362263295725	2.1446519472489984	0.832550228746624	2.2520249016419855	0.9731606619391159	71.52135559694912																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT7005R4D3_2										6.037332003490128	2.165786746105126	5.381796209987062	2.7320208166021938	6.5038353885418925	3.6027941522659153	45.31003906575991																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT7005R4D4_1										13.249210080388787	4.046200342064459	7.062731809618844	2.144780354245594	3.213173039762681	0.7342013186392051	21.360070077906716																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT7005R4D4_2										13.458543834791456	4.117064336139058	7.432049925738357	2.244232041509898	3.800707456227665	1.6100044546314962	15.284244167056682																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT701R1D4_1										16.510257515624495	4.203604127851311	5.974581642848982	1.7378555160349944	3.212869512414348	1.172260669542802	7.725550267758595																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT701R1D4_2										16.262116034959792	4.33984557766979	6.181781433765198	1.9056225190061782	3.734348763068498	1.272829327719309	4.229611749493892																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT701R3D4_1										20.799985121302285	5.063223178027563	5.527451198786984	0.8399857006563834	0.5433011270963193	0.11103975483252154	5.409645359427799																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT701R3D4_2										20.427884330228178	4.913764365358369	5.625338819440229	0.991503416719703	1.0406259485952427	0.34977824997368756	2.1022235475221267																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT701R4D4_1										8.106313014071718	2.4895014448009523	5.137504321438134	1.4785840804749948	2.0137759239592232	0.3170253039166562	36.83385795415104																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
WT701R4D4_2										9.535133622580148	3.17393649041151	6.831433225496118	2.4388404159285764	4.046729866362355	1.9150299191640932	19.296009853694095																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
