Sample	scaffold_1	scaffold_2	scaffold_3	scaffold_4	scaffold_5	scaffold_6	scaffold_7	scaffold_8	scaffold_9	scaffold_10	scaffold_11	scaffold_12	scaffold_13	scaffold_14	scaffold_15	scaffold_16	scaffold_17	scaffold_18	scaffold_19	scaffold_20	scaffold_21	scaffold_22	scaffold_23	scaffold_24	scaffold_25	scaffold_26	scaffold_27	scaffold_28	scaffold_29	scaffold_30	scaffold_31	scaffold_32	scaffold_33	scaffold_34	scaffold_35	scaffold_36	scaffold_37	scaffold_38	scaffold_39	scaffold_43	scaffold_45	scaffold_59	scaffold_93	scaffold_154	scaffold_155	scaffold_176
32701R1D4	0.9334723421223672	0.8387620198225739	1.0426223917455653	0.683700637213262	0.8359861977211012	0.8022355815046079	0.9265973323410394	0.7974089471036576	0.8382274152362159	0.9978492861689688	0.9314555622330675	0.8498211396410139	0.7625565212357109	1.7519547496267505	0.9622453847497205	0.7100447592955521	0.8621998994456648	1.0132640792868042	2.640148096339116	1.1039356481549665	0.8737136541730061	0.7747434740639724	0.7486656821894336	0.5849949392522568	1.741044004722209	0.8107709054770619	0.6797528042533794	0.5316682747495091	1.2388870837925832	1.0886336999126935	0.9848554043459093	1.040731590327738	1.1618808730435948	5.497484725354481	0.6215684576646342	0.6379018787328665	0.45610058730437936	0.6944672367674751	15.764127538709698	5.01535741474264	11.662431691111584	27.250424517351632	103.49570860650353	57.66313471813317	68.26422712564006	51.898988828390245
32701R3D4	1.0253557702209768	0.8981012845037125	1.0771345369556666	0.7845351403962464	0.9086890119390622	0.8693106861485893	1.0135978599957607	0.8776917714293396	0.9552573789085504	1.0865845773835217	1.0668366122183175	0.997533321686116	0.8831170137328543	1.324369315949685	1.261841687198332	0.8014195746598877	1.016802287225428	1.0328319787058433	1.9908556254434455	1.0176993630974502	0.9877331312350863	0.838657355617477	0.8055215247033469	0.6952268722720732	1.1274875879141273	1.0216087804373846	0.7918568433574698	0.7481657224680589	1.3532268677470316	1.4300660926785165	1.0539640985127734	0.9194200722403206	1.0180499297331935	1.3346131042251714	0.26656589500994826	0.8444139629126063	0.45728594834989916	0.8600310627864235	4.68063404180692	1.2125058053987074	3.1837227191820463	7.3939069591886595	27.225698867055808	14.922619397960665	15.415608396502853	12.082684640462524
32701R4D4	1.0251138509419726	0.8695950636424823	1.13276832238447	0.7133758586399815	1.0671716622675798	0.8550640533113517	1.0293018180996476	0.8981405201753331	0.8576657163479564	1.0527057009008514	0.9667581554407488	0.9364561628735217	0.9036176773812955	1.309800056364314	0.9408951119807457	0.8443717949722659	0.8081524238407732	1.3476686300660161	2.1880761887503866	0.9836797036584409	0.9214736599828027	0.7772169479271575	1.2721783983277934	0.6715710892730814	1.0770101608199256	0.7033763163919887	0.6736570304160445	0.5042498122650942	1.5370688282677831	1.186735942727734	1.094740143222059	1.9368745269762502	1.3632234732877733	1.3416441437175828	0.30386165672623366	0.6030620116346377	0.5757154946436608	0.7416183957179158	5.263232789621037	1.4218812375820962	3.7328280140741854	8.55462084562636	32.4331912868029	16.56848200888088	18.618600046352185	13.918085612387017
3270R1D3	1.053163647317773	0.9766070970149648	1.081439268856615	0.7115372120954536	0.855447714261776	0.8944817587853259	1.007554098952656	0.7305120768144534	0.8558308497329142	0.9652285459761442	0.8423093301158389	0.9536547466767425	1.1977903222331774	1.0168358908711483	0.8638541567360023	0.6944843277240785	0.7359113201496718	1.2838122644761862	4.0091483113041475	0.9785725757887603	0.824690113708453	0.8119447153816569	0.9736373096273233	0.8417728306722069	0.8897374343699302	0.7406198961748823	0.619472850474682	0.6092216979451952	1.18044257509946	0.9005265256819988	0.8397227556415295	1.1730743280790141	0.9905806061920519	1.7217569076764911	0.42738195016554836	0.7523537565656109	0.518768682910705	1.210587514013734	3.7492973813579713	1.0604425793891332	2.3925566401076868	5.620410616155709	21.100068253894708	11.937356973422	13.810793176555316	10.6747566142688
3270R1D4	1.044358169870813	1.0638255525157896	1.099703295063053	0.6986133450880287	0.8653575073015114	0.897971694687727	0.9629285532237104	0.7663283604369224	0.8963850393682116	0.9567307455091281	0.9057963151377512	0.9893028463971166	0.902436338004348	1.1681681939488422	0.8724292030692623	0.7060036793810727	0.7389218277731301	1.6727381490530184	3.3017216536266405	0.9249664454239721	0.856767558109953	0.8716175530698461	1.0308484713308423	0.7918276962051214	0.8181507761868627	0.7312647041764341	0.6356317504443731	0.6060817347894057	1.2678146355461062	1.0570786204105131	0.9958543747622078	1.1532418165546268	1.0914146149936108	1.735193013668285	0.48555248661965916	0.5888153071382404	0.603801105615338	1.1882639587864183	2.914079521209557	0.807876493328721	1.9121654079980792	4.4497013509525045	16.52812779145099	9.242871781153548	9.97601577980476	7.8997612156202734
3270R3D3	1.0519770793235577	1.115963634487232	0.9822433719964199	0.6897204116750989	0.8830032684856604	0.8946428669485103	1.0149880605040562	0.779139478527922	0.8471197439988044	1.0192061546784543	0.8604430343342263	0.9923018759298496	1.0318646682194734	1.0638078571885674	0.8735500265869538	0.6810032891283074	0.716067019831633	1.3055500194835834	3.3055393150346744	1.0123382064040574	0.8128266722491466	0.7482552704575428	0.9964615187936611	0.7957426206092638	1.102312269051223	0.7073406022398222	0.6331649631971544	0.5707048026043365	1.2403124521287128	0.8849260989661369	0.8224944431045248	1.3178184543328544	0.9880108269711771	2.0452914342775985	0.7136013052304258	0.6506737013281467	0.5383030259907466	1.6216153302992053	5.351250182535623	2.093288651143529	4.60496976944711	10.852546380456962	41.50259918514692	23.334734683835187	29.352735410193144	21.36360618076606
3270R3D4	1.039779172290381	1.0776360435313677	1.054931199692538	0.674205796207014	0.8893637493627716	0.8730473049248825	0.9812644099637764	0.7515805299455317	0.8378008302648954	0.9641285030100164	0.8803733141793122	0.9875581324486639	0.9339872899895255	1.154642163179114	0.8719006097801048	0.6932011106426867	0.7459136571269972	1.4242633375956015	3.1662539771205487	1.0373900148332813	0.8231164660891122	0.7780127734677736	1.0656689232426784	0.7774036338323034	1.026587560648202	0.7472448837112353	0.6250234296563703	0.5785431404958559	1.2666512967542212	0.9941228579723893	0.8662676087083155	1.4954047463716296	1.0772109648509418	2.1999984506273917	0.6730108928642855	0.6318323059053976	0.5329190575887344	1.5833561682596162	6.94407027293815	1.9008806349982015	4.4532687871546806	10.470369300681448	38.99512263730021	21.95685590338213	23.777319682936287	19.214283508514608
3270R4D3	1.0975273474887957	1.0217254838675203	1.0472526837777862	0.7110784712480603	0.9184383340285125	0.9124120333854038	0.9736195754289124	0.7728686636835053	0.8855531859901735	1.01576924683903	0.87202739280364	0.9852445558445573	1.1051963387243382	1.1191166916786177	0.8740432028603278	0.7174654468916094	0.742436120712011	1.3102844974073236	2.5024252267115292	1.0503108987302558	0.8014943560455604	0.7905457100622648	1.1278451606906994	0.843084679022721	1.10143633174887	0.7431707576954917	0.6608165965913156	0.612365816247039	1.2488852189332111	0.9330683943661967	0.8645404464304817	1.6578275681313903	0.9579923869180087	2.3569833530512305	0.668596943113069	0.7380688136326581	0.5479589922781202	1.1362776125681946	6.544466846308824	2.0768119640060743	4.521516690502215	10.571546154123457	40.38902794648112	22.72657656196234	28.120108362607162	20.782557448316876
3270R4D4	1.0870181090212203	1.0418953641932718	1.0817246241230118	0.6992375854989671	0.9147225728264088	0.9001389432622661	0.935906965670764	0.775483373382825	0.8912018185202026	0.9955325545737865	0.8921180293380893	1.0340990177346139	1.0251860012344245	1.1682659681999594	0.8610818062906523	0.719403697201098	0.7355645687091775	1.4334713545072133	2.8950466600827114	0.9640101022502517	0.8230225286057112	0.852472288438684	1.2370628249600777	0.8310898913048422	0.9124954012431249	0.718152702146978	0.6729233845910736	0.6113199494868332	1.201886589353444	0.9727662670310122	0.9109561353414181	1.3416226265478515	1.0068142085292433	2.0229000359568956	0.4580477893960234	0.7091484316473808	0.5708024956172212	1.0001982673302614	3.661350884502859	0.9074005166472845	2.2189458266814075	5.129306029296162	19.322389811984525	9.857658086453641	11.721336592514902	8.620091303056832
32G0R1D3	1.0683793218266617	0.8483725577521511	0.9667654061717645	0.8130771784517355	0.8598789549829994	0.8814344779127398	1.0329949802256602	0.971595665458149	1.0082288596849682	1.0987412039596705	0.908856092209435	0.8826467240074916	0.9318047833791483	1.234011344291268	0.9874814855471002	0.7741000465614594	1.0103749375748798	1.0622871450358093	1.329956033216468	1.283680710615186	0.9730209925134897	0.6342067795728401	1.0850517261257673	0.7319395576632366	1.5557895809067381	0.8965502751368801	0.6592340157555804	0.5922919418088588	1.3566043720263616	1.0983586778185994	0.9501059139324005	1.1512153955716602	1.1855141681038468	2.1960521269551334	0.6368720353921197	0.7109649819103047	0.37307063460809076	0.8764858940956916	14.681062745606054	3.4877818457761687	8.433379696593025	19.72993979288152	75.32747335726154	39.72139372644577	47.119156645332374	34.63386295336517
